,Wl/nm,E_Photon,A-Value,Elem. num,Element,ion state,E_lower_lev.,J_lower,E_upper_lev.,J_upper,Ref.,ion state num,g_j
207,201.5583,6.149359,16710000.0,29.01,Cu,II,2.97542,1.0,9.124718,1.0,KP,2.0,3.0
229,201.6898,6.145351,12570000.0,29.01,Cu,II,2.718819,3.0,8.864108,2.0,KP,2.0,5.0
348,202.4325,6.1228050000000005,89180000.0,29.0,Cu,I,0.0,0.5,6.122744,0.5,CORL,1.0,2.0
349,202.4338,6.122767,88970000.0,29.0,Cu,I,0.0,0.5,6.122705000000001,1.5,CORL,1.0,4.0
364,202.5488,6.11929,84300000.0,29.01,Cu,II,2.97542,1.0,9.094649,2.0,KP,2.0,5.0
494,203.5854,6.088139,439800000.0,29.01,Cu,II,2.97542,1.0,9.063498,1.0,KP,2.0,3.0
505,203.7127,6.084333999999999,131700000.0,29.01,Cu,II,2.8326830000000003,2.0,8.916955999999999,3.0,KP,2.0,7.0
599,204.3802,6.064465,179400000.0,29.01,Cu,II,2.718819,3.0,8.783223,3.0,KP,2.0,7.0
718,205.4979,6.031485,210000000.0,29.01,Cu,II,2.8326830000000003,2.0,8.864108,2.0,KP,2.0,5.0
1051,208.5311,5.943766,5630000.0,29.01,Cu,II,2.718819,3.0,8.662526,2.0,KP,2.0,5.0
1321,210.4796,5.888747,99190000.0,29.01,Cu,II,2.97542,1.0,8.864108,2.0,KP,2.0,5.0
1438,211.21,5.868385,463800000.0,29.01,Cu,II,3.256391,2.0,9.124718,1.0,KP,2.0,3.0
1593,212.298,5.838316000000001,293800000.0,29.01,Cu,II,3.256391,2.0,9.094649,2.0,KP,2.0,5.0
1632,212.6044,5.829901,165100000.0,29.01,Cu,II,2.8326830000000003,2.0,8.662526,2.0,KP,2.0,5.0
1755,213.4369,5.807164,6312000.0,29.01,Cu,II,3.256391,2.0,9.063498,1.0,KP,2.0,3.0
1789,213.5981,5.802784,467100000.0,29.01,Cu,II,2.718819,3.0,8.521545,4.0,KP,2.0,9.0
1829,213.854,5.795841,6570000.0,29.0,Cu,I,1.388941,2.5,7.184724,1.5,BIEL,1.0,4.0
1980,214.8984,5.767677,76430000.0,29.01,Cu,II,2.718819,3.0,8.486438,3.0,KP,2.0,7.0
2193,216.5096,5.72476,58590000.0,29.0,Cu,I,0.0,0.5,5.724703,1.5,BIEL,1.0,4.0
2391,217.8949,5.6883669999999995,94040000.0,29.0,Cu,I,0.0,0.5,5.6883099999999995,1.5,BIEL,1.0,4.0
2399,217.941,5.687163,280700000.0,29.01,Cu,II,2.97542,1.0,8.662526,2.0,KP,2.0,5.0
2437,218.1722,5.6811370000000005,111700000.0,29.0,Cu,I,0.0,0.5,5.681080000000001,0.5,BIEL,1.0,2.0
2556,218.963,5.660621,111900000.0,29.01,Cu,II,3.256391,2.0,8.916955999999999,3.0,KP,2.0,7.0
2593,219.2268,5.653812,326600000.0,29.01,Cu,II,2.8326830000000003,2.0,8.486438,3.0,KP,2.0,7.0
2686,219.9586,5.635004,17180000.0,29.0,Cu,I,1.388941,2.5,7.023888,2.5,BIEL,1.0,6.0
2692,219.9754,5.6345730000000005,314100000.0,29.0,Cu,I,1.642223,1.5,7.276739,1.5,CORL,1.0,4.0
2822,221.0268,5.607773,157800000.0,29.01,Cu,II,3.256391,2.0,8.864108,2.0,KP,2.0,5.0
2892,221.4582,5.5968480000000005,9755000.0,29.0,Cu,I,1.388941,2.5,6.985733,1.5,BIEL,1.0,4.0
2938,221.8108,5.587952,341000000.0,29.01,Cu,II,2.8326830000000003,2.0,8.420580000000001,1.0,KP,2.0,3.0
3061,222.5705,5.568882,47960000.0,29.0,Cu,I,0.0,0.5,5.5688260000000005,0.5,BIEL,1.0,2.0
3099,222.7776,5.563705000000001,18880000.0,29.0,Cu,I,1.642223,1.5,7.205872,2.5,BIEL,1.0,6.0
3126,222.8868,5.560980000000001,410900000.0,29.01,Cu,II,2.97542,1.0,8.536344,0.0,KP,2.0,1.0
3138,223.0086,5.557943,11480000.0,29.0,Cu,I,1.388941,2.5,6.946828,3.5,BIEL,1.0,8.0
3290,224.2618,5.526887,267500000.0,29.01,Cu,II,3.256391,2.0,8.783223,3.0,KP,2.0,7.0
3311,224.4267,5.522826,2300000.0,29.0,Cu,I,0.0,0.5,5.522771,1.5,BIEL,1.0,4.0
3346,224.7003,5.516104,370400000.0,29.01,Cu,II,2.718819,3.0,8.234867999999999,2.0,KP,2.0,5.0
3830,227.6259,5.445214,60160000.0,29.01,Cu,II,2.97542,1.0,8.420580000000001,1.0,KP,2.0,3.0
4098,229.2692,5.406189,853500.0,29.01,Cu,II,3.256391,2.0,8.662526,2.0,KP,2.0,5.0
4113,229.3845,5.403471,9134000.0,29.0,Cu,I,1.388941,2.5,6.792358,1.5,BIEL,1.0,4.0
4124,229.4368,5.402239,25040000.0,29.01,Cu,II,2.8326830000000003,2.0,8.234867999999999,2.0,KP,2.0,5.0
5223,235.6641,5.2595,1604000.0,29.01,Cu,II,2.97542,1.0,8.234867999999999,2.0,KP,2.0,5.0
5481,236.989,5.230099,26870000.0,29.01,Cu,II,3.256391,2.0,8.486438,3.0,KP,2.0,7.0
6098,240.0115,5.16424,8918000.0,29.01,Cu,II,3.256391,2.0,8.420580000000001,1.0,KP,2.0,3.0
7092,244.1636,5.0764260000000005,2030000.0,29.0,Cu,I,0.0,0.5,5.076376,0.5,CORL,1.0,2.0
8204,248.9653,4.9785260000000005,1454000.0,29.01,Cu,II,3.256391,2.0,8.234867999999999,2.0,KR,2.0,5.0
8270,249.2144,4.9735510000000005,3060000.0,29.0,Cu,I,0.0,0.5,4.973501000000001,1.5,BIEL,1.0,4.0
11872,261.8364,4.733812,30670000.0,29.0,Cu,I,1.388941,2.5,6.122705000000001,1.5,BIEL,1.0,4.0
12092,262.669,4.718808,19190000.0,29.0,Cu,I,5.076376,0.5,9.795136,1.5,CORL,1.0,4.0
12172,262.9968,4.712927,14320000.0,29.0,Cu,I,4.837696,2.5,9.550576,2.5,CORL,1.0,6.0
12296,263.4931,4.704051,23460000.0,29.0,Cu,I,4.837696,2.5,9.5417,1.5,CORL,1.0,4.0
12564,264.5309,4.6855970000000005,5380000.0,29.0,Cu,I,4.973501000000001,1.5,9.659051,2.5,CORL,1.0,6.0
12683,264.9839,4.677588,11620000.0,29.0,Cu,I,4.973501000000001,1.5,9.651042,1.5,CORL,1.0,4.0
15868,276.6389,4.4805269999999995,9594000.0,29.0,Cu,I,1.642223,1.5,6.122705000000001,1.5,BIEL,1.0,4.0
17611,282.4365,4.388561,7832000.0,29.0,Cu,I,1.388941,2.5,5.777458,2.5,BIEL,1.0,6.0
18207,284.6492,4.3544480000000005,4408000.0,29.0,Cu,I,5.076376,0.5,9.43078,0.5,CORL,1.0,2.0
18515,285.8223,4.336576,6739000.0,29.0,Cu,I,4.837696,2.5,9.174228999999999,3.5,CORL,1.0,8.0
19126,288.2931,4.299412,1799000.0,29.0,Cu,I,1.388941,2.5,5.6883099999999995,1.5,BIEL,1.0,4.0
