element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
La	1	"593.524"	"593.528+"	"65"	"5.9e+06"	B+	"0.4332660"	"2.521622"	"5d2.(3F).6s"	"4F"	"7/2"	"5d2.(3F).6p"	"4F*"	"5/2"	8	6		"T9460"	"L3475"	
La	1	"594.083"	"594.086+"	"13"	"2.54e+06"	C+	"0.9521911"	"3.038589&dagger;"	"5d2.(3P).6s"	"4P"	"5/2"	"4f.5d.(3F*).6s"	"4F*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"596.059"	"596.059+"	"26"	"4.6e+06"	B	"1.0471760"	"3.126667"	"5d2.(1D).6s"	"2D"	"3/2"	"5d2.(3P).6p"	"*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"597.575"	"597.572+"	"18h"	"2.74e+06"	B	"0.9521911"	"3.026415"	"5d2.(3P).6s"	"4P"	"5/2"	"4f.5d.(1G*).6s"	"*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"598.235"	"598.235+"	"26"	"1.18e+06"	C+	"0.3308132"	"2.402739"	"5d2.(3F).6s"	"4F"	"3/2"	"5d2.(3F).6p"	"2D*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"599.236"	"599.235+"	"16"	"3.6e+06"	C	"0.9287062"	"2.997173"	"5d2.(3P).6s"	"4P"	"3/2"	"4f.5d.(3F*).6s"	"4F*"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"600.736"	"600.736+"	"65"	"3.5e+06"	B	"0.5110098"	"2.574310"	"5d2.(3F).6s"	"4F"	"9/2"	"5d2.(3F).6p"	"4F*"	"7/2"	10	8		"T9460"	"L3475"	
La	1	"603.859"	"603.859+"	"50"	"9.0e+06"	B	"0.9287062"	"2.981336"	"5d2.(3P).6s"	"4P"	"3/2"	"5d2.(3P).6p"	"4D*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"606.868"	"606.871+"	"45"	"1.17e+07"	B	"0.8965802"	"2.939022"	"5d2.(3P).6s"	"4P"	"1/2"	"5d2.(3P).6p"	"4D*"	"3/2"	2	4		"T9460"	"L3475"	
La	1	"610.727"	"610.727+"	"16"	"7.90e+05"	C+	"0.3731927"	"2.402739"	"5d2.(3F).6s"	"4F"	"5/2"	"5d2.(3F).6p"	"2D*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"610.848"	"610.848+"	"80"	"1.36e+07"	B+	"0.9521911"	"2.981336"	"5d2.(3P).6s"	"4P"	"5/2"	"5d2.(3P).6p"	"4D*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"611.172"	"611.171+"	"45"	"7.4e+06"	C+	"0.9983409"	"3.026415"	"5d2.(3F).6s"	"2F"	"7/2"	"4f.5d.(1G*).6s"	"*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	"612.705"	"612.705+"	"26"	"8.9e+06"	C+	"1.0471760"	"3.070171"	"5d2.(1D).6s"	"2D"	"3/2"	"5d2.(3P).6p?"	"2D*?"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"613.439"	"613.438+"	"50"	"2.3e+07"	B+	"0.8965802"	"2.917156"	"5d2.(3P).6s"	"4P"	"1/2"	"5d2.(3P).6p"	"4D*"	"1/2"	2	2		"T9460"	"L3475"	
La	1	"616.570"	"616.569+"	"80"	"1.7e+07"	B	"0.9287062"	"2.939022"	"5d2.(3P).6s"	"4P"	"3/2"	"5d2.(3P).6p"	"4D*"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"623.351"	"623.349+"	"35"	"7.3e+06"	C+	"0.9287062"	"2.917156"	"5d2.(3P).6s"	"4P"	"3/2"	"5d2.(3P).6p"	"4D*"	"1/2"	4	2		"T9460"	"L3475"	
La	1	"623.859"	"623.857+"	"18h"	"5.9e+06"	C+	"0.9521911"	"2.939022"	"5d2.(3P).6s"	"4P"	"5/2"	"5d2.(3P).6p"	"4D*"	"3/2"	6	4		"T9460"	"L3475"	
La	1	"624.993"	"624.991+"	"720"	"3.68e+07"	B+	"0.5110098"	"2.494237"	"5d2.(3F).6s"	"4F"	"9/2"	"5d2.(3F).6p"	"4G*"	"11/2"	10	12		"T9460"	"L3475"	
La	2	"626.230"	"626.229+"	"260u"	"1.14e+06"	B	"0.402992"	"2.382299"	"5d.6s"	"a 3D"	"3"	"4f.5d"	"y 3F*"	"4"	7	9		"T7455"	"L3475"	
La	1	"626.602"	"626.601+"	"90"	"1.62e+07"	B+	"1.2299011"	"3.208032"	"5d2.(1G).6s"	"2G"	"9/2"	"5d2.(1G).6p"	"*"	"11/2"	10	12		"T9460"	"L3475"	
La	1	"628.856"	"628.855+"	"16"	"8.0e+06"	C+	"1.2050569"	"3.176097"	"5d2.(3P).6s"	"2P"	"3/2"	"5d2.(3P).6p"	"4P*"	"1/2"	4	2		"T9460"	"L3475"	
La	1	"629.357"	"629.356+"	"65"	"4.6e+06"	C+	"0.4332660"	"2.402739"	"5d2.(3F).6s"	"4F"	"7/2"	"5d2.(3F).6p"	"2D*"	"5/2"	8	6		"T9460"	"L3475"	
La	1	"631.826"	"631.825+"	"16"	"2.5e+06"	C+	"0.9983409"	"2.960117"	"5d2.(3F).6s"	"2F"	"7/2"	"5d.6s.(3D).6p"	"*"	"5/2"	8	6		"T9460"	"L3475"	
La	1	"632.591"	"632.591+"	"110"	"4.36e+06"	B+	"0.1305757"	"2.089977"	"5d.6s2"	"2D"	"5/2"	"5d2.(3F).6p"	"*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"636.022"	"636.022+"	"35"	"1.11e+07"	C+	"1.1213396"	"3.070171"	"5d2.(3P).6s"	"2P"	"1/2"	"5d2.(3P).6p?"	"2D*?"	"3/2"	2	4		"T9460"	"L3475"	
La	2	"639.048"	"639.048+"	"170"	"9.0e+05"	B	"0.321317"	"2.260921"	"5d.6s"	"a 3D"	"2"	"4f.5d"	"y 3F*"	"3"	5	7		"T7455"	"L3475"	
La	1	"639.423"	"639.423+"	"450"	"3.01e+07"	B+	"0.4332660"	"2.371732"	"5d2.(3F).6s"	"4F"	"7/2"	"5d2.(3F).6p"	"4G*"	"9/2"	8	10		"T9460"	"L3475"	
La	1	"641.099"	"641.098+"	"210"	"1.71e+07"	B+	"0.3731927"	"2.306592"	"5d2.(3F).6s"	"4F"	"5/2"	"5d2.(3F).6p"	"4G*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"644.811"	"644.810+"	"21"	"1.9e+06"	C+	"0.3308132"	"2.253084"	"5d2.(3F).6s"	"4F"	"3/2"	"5d2.(3F).6p"	"2D*"	"3/2"	4	4		"T9460"	"L3475"	
La	1	"645.452"	"645.450+"	"90c"	"7.2e+06"	B+	"0.3308132"	"2.251177"	"5d2.(3F).6s"	"4F"	"3/2"	"5d.6s.(3D).6p"	"4P*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"645.599"	"645.598+"	"250"	"9.2e+06"	B+	"0.1305757"	"2.050499"	"5d.6s2"	"2D"	"5/2"	"4f.6s2"	"2F*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"646.844"	"646.842+"	"13h"	"6.0e+06"	C	"1.1386457"	"3.054879"	"5d2.(1D).6s"	"2D"	"5/2"	"5d2.(3P).6p"	"4S*"	"3/2"	6	4		"T9460"	"L3475"	
La	1	"648.555"	"648.553+"	"24h"	"3.3e+06"	C+	"0.9983409"	"2.909517"	"5d2.(3F).6s"	"2F"	"7/2"	"4f.5d.(1G*).6s"	"2G*"	"9/2"	8	10		"T9460"	"L3475"	
La	1	"654.316"	"654.315+"	"130"	"1.18e+07"	B+	"0.3308132"	"2.225161"	"5d2.(3F).6s"	"4F"	"3/2"	"5d2.(3F).6p"	"4G*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"657.851"	"657.850+"	"140"	"6.4e+06"	B+	"0.0000000"	"1.884167"	"5d.6s2"	"2D"	"3/2"	"4f.6s2"	"2F*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"659.346"	"659.346+"	"45"	"4.30e+06"	B+	"0.3731927"	"2.253084"	"5d2.(3F).6s"	"4F"	"5/2"	"5d2.(3F).6p"	"2D*"	"3/2"	6	4		"T9460"	"L3475"	
La	1	"660.017"	"660.016+"	"35"	"2.45e+06"	B	"0.3731927"	"2.251177"	"5d2.(3F).6s"	"4F"	"5/2"	"5d.6s.(3D).6p"	"4P*"	"5/2"	6	6		"T9460"	"L3475"	
