element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
O	4	""	"200.496"	""	"8.54e+05"	B	"61.99147"	"68.1733"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"	2	4		"T5109LS"	""	
O	4	""	"200.669"	""	"4.26e+06"	B	"61.99679"	"68.1733"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"	4	4		"T5109LS"	""	
O	4	""	"200.750"	""	"3.40e+06"	B	"61.99147"	"68.1655"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"	2	2		"T5109LS"	""	
O	4	""	"200.923"	""	"1.70e+06"	B	"61.99679"	"68.1655"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"	4	2		"T5109LS"	""	
O	2	"201.6589"	"201.65822"	"10"	"8.57e+06"	C	"25.8373471"	"31.983597"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"	4	6		"T5723LS"	"L10549"	
O	2	"202.0340"	"202.03299"	"12"	"1.99e+07"	C	"25.8487467"	"31.983597"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"	6	6		"T5723LS"	"L10549"	
O	2	"202.1445"	"202.14364"	"10"	"1.18e+07"	C	"25.8316247"	"31.963118"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"	2	4		"T5723LS"	"L10549"	
O	2	"202.3332"	"202.33250"	"10"	"3.77e+06"	C	"25.8373471"	"31.963118"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"	4	4		"T5723LS"	"L10549"	
O	2	"202.5694"	"202.57048"	"5"	"4.70e+06"	C	"25.8316247"	"31.950200"	"2s2.2p2.(3P).3p"	"4P*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"	2	2		"T5723LS"	"L10549"	
O	1	""	"202.643"	""	"2.82e+05"	C	"10.9887923"	"17.10517"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(2P*).3d"	"3D*"	"2"	3	5		"T5803"	""	
O	1	""	"202.643"	""	"1.05e+05"	D	"10.9887923"	"17.10517"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(2P*).3d"	"3D*"	"1"	3	3		"T5803"	""	
O	1	""	"202.646"	""	"3.70e+05"	C	"10.9888616"	"17.10517"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(2P*).3d"	"3D*"	"3"	5	7		"T5803"	""	
O	1	""	"202.646"	""	"4.85e+04"	D	"10.9888616"	"17.10517"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(2P*).3d"	"3D*"	"2"	5	5		"T5803"	""	
O	1	""	"202.646"	""	"1.92e+05"	D	"10.9888811"	"17.10517"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(2P*).3d"	"3D*"	"1"	1	3		"T5803"	""	
O	2	"202.7103"	"202.70978"	"10"	"1.27e+07"	C	"25.8487467"	"31.963118"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"	6	4		"T5723LS"	"L10549"	
O	2	"202.7603"	"202.76014"	"10"	"2.34e+07"	C	"25.8373471"	"31.950200"	"2s2.2p2.(3P).3p"	"4P*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"	4	2		"T5723LS"	"L10549"	
O	2	""	"202.8727"	""	"2.26e+06"	D	"26.358274"	"32.467735"	"2s.2p4"	"2P"	"3/2"	"2s2.2p2.(3P).5p"	"2D*"	"5/2"	4	6		"T5723LS"	""	
O	4	""	"203.518"	""	"2.07e+07"	B	"67.8634"	"73.9535"	"2s.2p.(1P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2F*"	"7/2"	6	8		"T5109LS"	""	
O	2	""	"203.5801"	""	"3.73e+05"	E	"26.358274"	"32.446510"	"2s.2p4"	"2P"	"3/2"	"2s2.2p2.(3P).5p"	"2D*"	"3/2"	4	4		"T5723LS"	""	
O	3	""	"203.7450"	""	"2.26e+06"	D	"44.229664"	"50.312974"	"2s2.2p.(2P*).4s"	"3P*"	"0"	"2s.2p2.(4P).3d"	"3D"	"1"	1	3		"T5376LS"	""	
O	3	""	"204.0769"	""	"3.04e+06"	C	"44.243139"	"50.316554"	"2s2.2p.(2P*).4s"	"3P*"	"1"	"2s.2p2.(4P).3d"	"3D"	"2"	3	5		"T5376LS"	""	
O	4	""	"204.145"	""	"1.91e+07"	B	"67.8598"	"73.9312"	"2s.2p.(1P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2F*"	"5/2"	4	6		"T5109LS"	""	
O	3	""	"204.1973"	""	"1.69e+06"	D	"44.243139"	"50.312974"	"2s2.2p.(2P*).4s"	"3P*"	"1"	"2s.2p2.(4P).3d"	"3D"	"1"	3	3		"T5376LS"	""	
O	3	""	"204.228"	""	"2.18e+07"	C+	"45.344339"	"51.4133"	"2s2.2p.(2P*).4p"	"1P"	"1"	"2s2.2p.(2P*).6d"	"1D*"	"2"	3	5		"T5376"	""	
O	4	""	"204.266"	""	"1.36e+06"	B	"67.8634"	"73.9312"	"2s.2p.(1P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2F*"	"5/2"	6	6		"T5109LS"	""	
O	2	""	"204.2809"	""	"1.85e+06"	D	"26.379157"	"32.446510"	"2s.2p4"	"2P"	"1/2"	"2s2.2p2.(3P).5p"	"2D*"	"3/2"	2	4		"T5723LS"	""	
O	3	""	"205.0080"	""	"4.00e+06"	C	"44.276866"	"50.322703"	"2s2.2p.(2P*).4s"	"3P*"	"2"	"2s.2p2.(4P).3d"	"3D"	"3"	5	7		"T5376LS"	""	
O	3	""	"205.2167"	""	"9.97e+05"	D	"44.276866"	"50.316554"	"2s2.2p.(2P*).4s"	"3P*"	"2"	"2s.2p2.(4P).3d"	"3D"	"2"	5	5		"T5376LS"	""	
O	3	""	"205.309"	""	"7.93e+05"	D	"45.438777"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"1"	"2s2.2p.(2P*).6d"	"3D*"	"2"	3	5		"T5376LS"	""	
O	3	""	"205.309"	""	"3.97e+06"	C	"45.438777"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"1"	"2s2.2p.(2P*).6d"	"3D*"	"1"	3	3		"T5376LS"	""	
O	3	""	"205.3385"	""	"1.11e+05"	D	"44.276866"	"50.312974"	"2s2.2p.(2P*).4s"	"3P*"	"2"	"2s.2p2.(4P).3d"	"3D"	"1"	5	3		"T5376LS"	""	
O	3	""	"205.762"	""	"3.66e+06"	C	"45.452081"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"2"	"2s2.2p.(2P*).6d"	"3D*"	"2"	5	5		"T5376LS"	""	
O	3	""	"205.762"	""	"1.31e+06"	D	"45.452081"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"2"	"2s2.2p.(2P*).6d"	"3D*"	"1"	5	3		"T5376LS"	""	
O	3	""	"205.762"	""	"5.85e+05"	D	"45.452081"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"2"	"2s2.2p.(2P*).6d"	"3D*"	"3"	5	7		"T5376LS"	""	
O	3	""	"206.642"	""	"4.61e+06"	C	"45.477729"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"3"	"2s2.2p.(2P*).6d"	"3D*"	"3"	7	7		"T5376LS"	""	
O	3	""	"206.642"	""	"8.09e+05"	D	"45.477729"	"51.476"	"2s2.2p.(2P*).4p"	"3D"	"3"	"2s2.2p.(2P*).6d"	"3D*"	"2"	7	5		"T5376LS"	""	
O	2	"207.22"	"207.2255"	"12bl"	"3.30e+06"	C+	"20.579946"	"26.5610940"	"2s.2p4"	"2D"	"5/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	6	4		"T6172n"	"L10549"	
O	2	"207.2601"	"207.2601"	"5"	"3.61e+05"	C+	"20.580943"	"26.5610940"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	4	4		"T6172n"	"L10549"	
O	2	"207.5169"	"207.5172"	"12"	"3.55e+06"	C+	"20.580943"	"26.5536859"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	4	2		"T6172n"	"L10549"	
O	4	""	"207.933"	""	"1.71e+06"	B	"68.1655"	"74.1263"	"2s.2p.(1P*).3p"	"2P"	"1/2"	"2s.2p.(3P*).4d"	"2P*"	"1/2"	2	2		"T5109LS"	""	
O	4	""	"208.206"	""	"8.52e+05"	C+	"68.1733"	"74.1263"	"2s.2p.(1P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).4d"	"2P*"	"1/2"	4	2		"T5109LS"	""	
O	4	""	"208.580"	""	"4.24e+05"	C+	"68.1655"	"74.108"	"2s.2p.(1P*).3p"	"2P"	"1/2"	"2s.2p.(3P*).4d"	"2P*"	"3/2"	2	4		"T5109LS"	""	
O	4	""	"208.854"	""	"2.11e+06"	B	"68.1733"	"74.108"	"2s.2p.(1P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).4d"	"2P*"	"3/2"	4	4		"T5109LS"	""	
O	2	"209.2876"	"209.2876"	"10"	"6.69e+06"	C	"26.2254001"	"32.147624"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(1D).4s"	"2D"	"3/2"	4	4		"T5723LS"	"L10549"	
O	2	""	"209.2896"	""	"4.96e+05"	D	"26.2254001"	"32.147566"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(1D).4s"	"2D"	"5/2"	4	6		"T5723LS"	"L11267"	
O	2	""	"210.1263"	""	"7.35e+05"	D	"26.2490334"	"32.147624"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(1D).4s"	"2D"	"3/2"	6	4		"T5723LS"	"L11267"	
O	2	"210.1283"	"210.1283"	"12"	"6.86e+06"	C	"26.2490334"	"32.147566"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(1D).4s"	"2D"	"5/2"	6	6		"T5723LS"	"L10549"	
O	4	""	"210.619"	""	"1.26e+07"	B	"68.1655"	"74.0503"	"2s.2p.(1P*).3p"	"2P"	"1/2"	"2p2.(3P).3p"	"2S*"	"1/2"	2	2		"T5109LS"	""	
O	4	""	"210.899"	""	"2.51e+07"	B	"68.1733"	"74.0503"	"2s.2p.(1P*).3p"	"2P"	"3/2"	"2p2.(3P).3p"	"2S*"	"1/2"	4	2		"T5109LS"	""	
O	4	""	"211.028"	""	"8.79e+07"	B	"72.4738"	"78.3472"	"2s.2p.(3P*).4p"	"2D"	"3/2"	"2p2.(1D).3p"	"2D*"	"3/2"	4	4		"T5109LS"	""	
O	2	""	"211.1198"	""	"1.08e+05"	E	"28.358142"	"34.228977"	"2s2.2p2.(1D).3p"	"2F*"	"5/2"	"2s2.2p2.(1S).3d"	"2D"	"5/2"	6	6		"T5723LS"	""	
O	4	""	"211.211"	""	"1.97e+05"	C+	"61.99147"	"67.8598"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2D"	"3/2"	2	4		"T5109LS"	""	
O	2	""	"211.2251"	""	"2.15e+06"	D	"28.361069"	"34.228977"	"2s2.2p2.(1D).3p"	"2F*"	"7/2"	"2s2.2p2.(1S).3d"	"2D"	"5/2"	8	6		"T5723LS"	""	
O	4	""	"211.273"	""	"2.36e+05"	C+	"61.99679"	"67.8634"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2D"	"5/2"	4	6		"T5109LS"	""	
O	4	""	"211.402"	""	"3.93e+04"	D	"61.99679"	"67.8598"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2D"	"3/2"	4	4		"T5109LS"	""	
O	2	""	"211.5280"	""	"2.25e+06"	D	"28.358142"	"34.217649"	"2s2.2p2.(1D).3p"	"2F*"	"5/2"	"2s2.2p2.(1S).3d"	"2D"	"3/2"	6	4		"T5723LS"	""	
O	4	""	"212.013"	""	"9.63e+06"	B	"72.5011"	"78.3472"	"2s.2p.(3P*).4p"	"2D"	"5/2"	"2p2.(1D).3p"	"2D*"	"3/2"	6	4		"T5109LS"	""	
O	4	""	"212.058"	""	"1.05e+08"	B	"57.92905"	"63.77391"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	2	2		"T5109LS"	""	
O	2	"212.3202"	"212.3182"	"8"	"5.00e+06"	C	"26.2254001"	"32.063101"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).5s"	"2P"	"3/2"	4	4		"T5723LS"	"L10549"	
O	4	""	"212.579"	""	"5.23e+07"	B	"57.94338"	"63.77391"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	4	2		"T5109LS"	""	
O	4	""	"212.739"	""	"2.61e+07"	B	"57.92905"	"63.75520"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	2	4		"T5109LS"	""	
O	2	"213.1818"	"213.1813"	"12"	"4.45e+07"	C	"26.2490334"	"32.063101"	"2s2.2p2.(3P).3p"	"2D*"	"5/2"	"2s2.2p2.(3P).5s"	"2P"	"3/2"	6	4		"T5723LS"	"L10549"	
O	2	"213.1997"	"213.2017"	"10"	"4.94e+07"	C	"26.2254001"	"32.038913"	"2s2.2p2.(3P).3p"	"2D*"	"3/2"	"2s2.2p2.(3P).5s"	"2P"	"1/2"	4	2		"T5723LS"	"L10549"	
O	4	""	"213.264"	""	"1.29e+08"	B	"57.94338"	"63.75520"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	4	4		"T5109LS"	""	
O	3	""	"215.3304"	""	"9.49e+04"	C	"33.150537"	"38.906585"	"2s2.2p.(2P*).3s"	"3P*"	"1"	"2s2.2p.(2P*).3p"	"1S"	"0"	3	1		"u24"	""	
O	4	""	"215.533"	""	"2.11e+06"	B	"67.8598"	"73.6104"	"2s.2p.(1P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2D*"	"5/2"	4	6		"T5109LS"	""	
O	4	""	"215.668"	""	"2.95e+07"	B	"67.8634"	"73.6104"	"2s.2p.(1P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2D*"	"5/2"	6	6		"T5109LS"	""	
O	4	""	"215.910"	""	"2.83e+07"	B	"67.8598"	"73.6004"	"2s.2p.(1P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2D*"	"3/2"	4	4		"T5109LS"	""	
