element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ir	2	"202.2831"	"0.0010"	"202.2824"	"0.0005"	"2300"	"2.25e+07"	B+	"0.383131"	"6.510418"	"5d8"	"3P"	"2"	"5d7.(4F<5/2>).6p"	"(5/2,1/2)*"	"2"	5	5		"T7750"	"L8724,L4457,L7593,L21129"	
Ir	4	"202.8373"	"0.0007"	"202.8374"	"0.0005"	"22"	"3.33e+07"		"9.820604"	"15.931128"	"5d5.6s"	"79208"	"3"	"5d5.6p"	"128493*"	"4"	7	9		"T9563"	"L19451"	
Ir	2	"202.8650"	"0.0020"	"202.8658"	"0.0004"	"2100"	"2.6e+07"	E	"0.593626"	"6.703296"	"5d7.(4F).6s"	"5F"	"4"	"5d6.6s.(6D<7/2>).6p"	"(7/2,1/2)*"	"3"	9	7		"T7959"	"L4457,L7593,L21129"	
Ir	2	"203.1664"	"0.0025"	"203.1654"	"0.0005"	"280"	"9.e+06"	E	"1.230895"	"7.331555"	"5d8"	"3F"	"3"	"5d7.(4P<3/2>).6p"	"(3/2,1/2)*"	"2"	7	5		"T7959"	"L4457"	
Ir	4	"204.3102"	"0.0007"	"204.3102"	"0.0004"	"19"	"1.33e+07"		"9.459415"	"15.525898"	"5d5.(2I).6s"	"3I"	"5"	"5d5.6p"	"125224*"	"4"	11	9		"T9563"	"L19451"	
Ir	2	"204.4190"	"0.0020"	"204.4189"	"0.0005"	"3900"	"1.6e+08"	D+	"0.593626"	"6.656883"	"5d7.(4F).6s"	"5F"	"4"	"5d7.(4F<9/2>).6p"	"(9/2,3/2)*"	"5"	9	11		"T7959"	"L4457,L7593,L21129"	
Ir	2	"204.4830"	"0.0020"	"204.4832"	"0.0005"	"2500"	"7.e+07"	E	"0.383131"	"6.444480"	"5d8"	"3P"	"2"	"5d7.(4F<3/2>).6p"	"(3/2,1/2)*"	"1"	5	3		"T7959"	"L4457,L7593,L21129"	
Ir	2	"205.1160"	"0.0020"	"205.1158"	"0.0004"	"4200"	"1.8e+08"	D+	"0.593626"	"6.636284"	"5d7.(4F).6s"	"5F"	"4"	"5d7.(4F<7/2>).6p"	"(7/2,1/2)*"	"4"	9	9		"T7959"	"L4457,L7593,L21129"	
Ir	2	"207.0510"	"0.0020"	"207.0512"	"0.0005"	"2600"	"2.3e+07"	E	"0.383131"	"6.369313"	"5d8"	"3P"	"2"	"5d7.(4P<5/2>).6p"	"(5/2,1/2)*"	"2"	5	5		"T7959"	"L4457,L7593,L21129"	
Ir	2	"208.0640"	"0.0020"	"208.0631"	"0.0004"	"1700"	"2.1e+07"	E	"1.015045"	"6.972119"	"5d7.(4F).6s"	"5F"	"3"	"5d7.(4F<9/2>).6p"	"(9/2,3/2)*"	"4"	7	9		"T7959"	"L4457,L7593,L21129"	
