element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Tm	1	"540.0600"	"0.0005"	"540.060+"	"26"	"3.6e+05"	B	"2.3375761"	"4.632686"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	""	""	"541.2442+"	""	"1.9e+05"	D+	"2.6951295"	"4.9852185"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"9/2"	"4f12.(3F<3>).6s2.6p<3/2>"	"(3,3/2)*"	"9/2"	10	10		"T6708"	""	
Tm	1	"541.3727"	"0.0005"	"541.373+"	"260"	"1.78e+06"	B+	"2.3176458"	"4.607192"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.5d.6s.6p"	"*"	"15/2"	16	16		"T6708"	"L2006"	
Tm	1	"542.1661"	"0.0005"	"542.1665+"	"8"	"1.5e+05"	C	"2.3355381"	"4.6217314"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"9/2"	"4f12.5d.6s.6p"	"*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"542.6505"	"0.0005"	"542.6502+"	"26"	"3.4e+05"	C+	"2.3375761"	"4.6217314"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"11/2"	12	12		"T6708"	"L2006"	
Tm	1	"543.5645"	"0.0005"	"543.565+"	"53"	"6.2e+05"	B	"2.4135586"	"4.693871"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4D*<7/2>)"	"(6,7/2)*"	"15/2"	14	16		"T6708"	"L2006"	
Tm	1	"544.0751"	"0.0005"	"544.075+"	"16"	"1.38e+05"	C+	"2.3545103"	"4.632686"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"547.3079"	"0.0005"	"547.3081+"	"58"	"1.2e+06"	C	"2.8900691"	"5.1547851"	"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"549.1365"	"0.0005"	"549.1367+"	"23"	"6.2e+04"	B	"1.9326423"	"4.1898171"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"11/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"11/2"	12	12		"T6708"	"L2006"	
Tm	1	"549.5616"	"0.0005"	"549.5617+"	"78"	"5.5e+05"	B+	"2.4135586"	"4.6689880"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.5d.6s.6p"	"*"	"11/2"	14	12		"T6708"	"L2006"	
Tm	1	"552.5560"	"0.0005"	"552.5565+"	"29"	"1.1e+06"	D+	"2.9485548"	"5.1917601"	"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"9/2"	"4f12.5d.6s.6p"	"*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"554.9442"	"0.0005"	"554.9440+"	"26"	"2.7e+05"	C	"2.4491628"	"4.6827173"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"7/2"	"4f12.5d.6s.6p"	"*"	"9/2"	8	10		"T6708"	"L2006"	
Tm	1	"556.6005"	"0.0005"	"556.6000+"	"270"	"1.38e+06"	B+	"1.6266243"	"3.8535338"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"9/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)"	"(6,3/2)*"	"11/2"	10	12		"T6708"	"L2006,L3475"	
Tm	1	"556.6119"	"0.0005"	"556.6120+"	"130"	"3.7e+05"	B+	"2.3176458"	"4.5445074"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.(3H<6>) .5d.(2D).6s.6p.(3P*?) (2D*<3/2>)"	"(6,3/2)*"	"15/2"	16	16		"T6708"	"L2006"	
Tm	1	"561.3230"	"0.0005"	"561.3229+"	"180"	"8.3e+05"	C+	"2.4135586"	"4.6217314"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.5d.6s.6p"	"*"	"11/2"	14	12		"T6708"	"L2006"	
Tm	1	"562.5457"	"0.0005"	"562.5456+"	"14"	"1.2e+06"	D+	"2.8900691"	"5.0934425"	"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"11/2"	12	12		"T6708"	"L2006"	
Tm	1	"563.1406"	"0.0005"	"563.1404+"	"2700"	"1.09e+06"	B+	"0.0000000"	"2.2010461"	"4f13.(2F*).6s2"	"2F*"	"7/2"	"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"5/2"	8	6		"T6708"	"L2006,L3475"	
Tm	1	"563.4718"	"0.0005"	"563.4719+"	"5"	"2.6e+05"	C+	"2.6951295"	"4.8948804"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"9/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[9/2]*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"564.260"	"0.002"	"564.258+"	"400"	"1.02e+06"	B+	"1.0874955"	"3.284180"	"4f13.(2F*).6s2"	"2F*"	"5/2"	"4f13.(2F*<5/2>).6s.6p.(3P*<1>)"	"(5/2,1)"	"3/2"	6	4		"T6708"	"L3475"	
Tm	1	"565.0434"	"0.0005"	"565.043+"	"120"	"6.8e+05"	B+	"2.4135586"	"4.607192"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.5d.6s.6p"	"*"	"15/2"	14	16		"T6708"	"L2006"	
Tm	1	"565.8298"	"0.0005"	"565.8300+"	"700"	"9.3e+05"	B+	"1.0874955"	"3.2780791"	"4f13.(2F*).6s2"	"2F*"	"5/2"	"4f13.(2F*<5/2>).6s.6p.(3P*<1>)"	"(5/2,1)"	"7/2"	6	8		"T6708"	"L2006,L3475"	
Tm	1	"567.5835"	"0.0005"	"567.5837+"	"5200"	"1.30e+06"	B+	"0.0000000"	"2.1838154"	"4f13.(2F*).6s2"	"2F*"	"7/2"	"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"9/2"	8	10		"T6708"	"L2006,L3475"	
Tm	1	"568.3592"	"0.0005"	"568.359+"	"140"	"7.1e+05"	B+	"2.0403972"	"4.221233"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"17/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"15/2"	18	16		"T6708"	"L2006,L3475"	
Tm	1	"570.2740"	"0.0005"	"570.2744+"	"24"	"2.98e+05"	B	"2.3176458"	"4.4911575"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.5d.6s.6p"	"*"	"13/2"	16	14		"T6708"	"L2006"	
Tm	1	"570.3499"	"0.0005"	"570.3499+"	"24"	"4.3e+05"	C+	"2.4485073"	"4.6217314"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"9/2"	"4f12.5d.6s.6p"	"*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"570.4903"	"0.0005"	"570.4906+"	"19"	"2.11e+05"	C+	"2.3375761"	"4.5102641"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"571.2422"	"0.0005"	"571.2424+"	"90"	"5.4e+05"	B+	"2.1024008"	"4.2722293"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"7/2"	"4f12.5d.6s.6p"	"*"	"9/2"	8	10		"T6708"	"L2006"	
Tm	1	"571.5788"	"0.0005"	"571.579+"	"220"	"9.2e+05"	B+	"1.8933629"	"4.061913"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"15/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"17/2"	16	18		"T6708"	"L2006,L3475"	
Tm	1	"571.7104"	"0.0005"	"571.710+"	"160"	"8.5e+05"	B+	"2.3176458"	"4.485699"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.(3H<6>).5d.6s.6p.(4D*<5/2>)"	"(6,5/2)*"	"15/2"	16	16		"T6708"	"L2006"	
Tm	1	"574.9720"	"0.0005"	"574.9721+"	"19"	"2.21e+05"	B	"2.3545103"	"4.5102641"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"575.5516"	"0.0005"	"575.5521+"	"46"	"3.1e+05"	B	"2.3375761"	"4.4911575"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"576.0202"	"0.0005"	"576.0210+"	"550"	"8.2e+05"	B	"1.0874955"	"3.2393236"	"4f13.(2F*).6s2"	"2F*"	"5/2"	"4f13.(2F*<5/2>).6s.6p.(3P*<1>)"	"(5/2,1)"	"5/2"	6	6		"T6708"	"L2006,L3475"	
Tm	1	"576.4287"	"0.0005"	"576.4292+"	"1900"	"3.9e+05"	B	"0.0000000"	"2.1503043"	"4f13.(2F*).6s2"	"2F*"	"7/2"	"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"7/2"	8	8		"T6708"	"L2006,L3475"	
Tm	1	"580.1134"	"0.0005"	"580.1137+"	"14"	"1.28e+05"	C+	"2.3545103"	"4.4911575"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"581.6648"	"0.0005"	"581.6650+"	"16"	"9.3e+04"	C+	"2.4135586"	"4.5445074"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.(3H<6>) .5d.(2D).6s.6p.(3P*?) (2D*<3/2>)"	"(6,3/2)*"	"15/2"	14	16		"T6708"	"L2006"	
Tm	1	"584.1385"	"0.0005"	"584.1386+"	"8"	"7.1e+04"	C+	"2.1503043"	"4.2722293"	"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"7/2"	"4f12.5d.6s.6p"	"*"	"9/2"	8	10		"T6708"	"L2006"	
Tm	1	""	""	"588.2468+"	""	"2.23e+05"	B	"2.1641216"	"4.2712276"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"13/2"	14	14		"T6708"	""	
Tm	1	"589.563"	"0.002"	"589.5634+"	"2400"	"6.5e+05"	B+	"0.0000000"	"2.1024008"	"4f13.(2F*).6s2"	"2F*"	"7/2"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"7/2"	8	8		"T6708"	"L3475"	
Tm	1	"589.9473"	"0.0005"	"589.9479+"	"350"	"9.0e+05"	C+	"1.0874955"	"3.1885261"	"4f13.(2F*).6s2"	"2F*"	"5/2"	"4f12.(3H<5>).5d<5/2>.6s2"	"(5,5/2)"	"7/2"	6	8		"T6708"	"L2006,L3475"	
Tm	1	"590.1572"	"0.0005"	"590.157+"	"240"	"1.53e+06"	B+	"2.3176458"	"4.417930"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.(3H<6>) .5d.(2D).6s.6p.(3P*?) (2D*<5/2>)"	"(6,5/2)*"	"17/2"	16	18		"T6708"	"L2006,L3475"	
Tm	1	"591.6020"	"0.0005"	"591.6039+"	"24"	"8.1e+05"	B	"2.8900691"	"4.9852185"	"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"11/2"	"4f12.(3F<3>).6s2.6p<3/2>"	"(3,3/2)*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"592.0846"	"0.0005"	"592.0854+"	"63"	"6.2e+04"	B	"1.0874955"	"3.1809410"	"4f13.(2F*).6s2"	"2F*"	"5/2"	"4f13.(2F*<5/2>).6s.6p.(3P*<0>)"	"(5/2,0)"	"5/2"	6	6		"T6708"	"L2006"	
Tm	1	"592.2622"	"0.0005"	"592.2622+"	"9"	"2.3e+05"	C	"2.7273391"	"4.8201598"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"11/2"	12	12		"T6708"	"L2006"	
Tm	1	"594.8156"	"0.0005"	"594.816+"	"31"	"2.48e+05"	B	"2.4135586"	"4.497395"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<7/2>)"	"*"	"15/2"	14	16		"T6708"	"L2006"	
Tm	1	"596.6011"	"0.0005"	"596.6015+"	"61"	"4.0e+05"	B	"2.4135586"	"4.4911575"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.5d.6s.6p"	"*"	"13/2"	14	14		"T6708"	"L2006"	
Tm	1	"597.1264"	"0.0005"	"597.1263+"	"1400"	"1.47e+05"	C+	"0.0000000"	"2.0757728"	"4f13.(2F*).6s2"	"2F*"	"7/2"	"4f13.(2F*<7/2>).6s.6p.(3P*<0>)"	"(7/2,0)"	"7/2"	8	8		"T3042n"	"L2006,L3475"	
Tm	1	"598.1735"	"0.0005"	"598.173+"	"60"	"4.9e+05"	B+	"2.4135586"	"4.485699"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4D*<5/2>)"	"(6,5/2)*"	"15/2"	14	16		"T6708"	"L2006"	
Tm	1	""	""	"600.5127+"	""	"2.2e+05"	C+	"2.6186499"	"4.6827173"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"7/2"	"4f12.5d.6s.6p"	"*"	"9/2"	8	10		"T6708"	""	
Tm	1	"601.1856"	"0.0005"	"601.1857+"	"6"	"1.3e+05"	D+	"2.4485073"	"4.5102641"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"9/2"	"4f12.5d.6s.6p"	"*"	"9/2"	10	10		"T6708"	"L2006"	
Tm	1	"602.5437"	"0.0005"	"602.543+"	"190"	"7.1e+05"	B+	"2.1641216"	"4.221233"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"15/2"	14	16		"T6708"	"L2006,L3475"	
Tm	1	"611.8883"	"0.0005"	"611.8881+"	"250"	"7.0e+05"	B	"2.1641216"	"4.1898171"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"11/2"	14	12		"T6708"	"L2006"	
Tm	1	"613.1532"	"0.0005"	"613.153+"	"160"	"5.6e+05"	B+	"2.0403972"	"4.061913"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"17/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"17/2"	18	18		"T6708"	"L2006,L3475"	
Tm	1	"616.4550"	"0.0005"	"616.4550+"	"3"	"4.0e+04"	C	"2.3355381"	"4.3462265"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"9/2"	"4f12.5d.6s.6p"	"*"	"9/2"	10	10		"T6708"	"L2006"	
Tm	1	"617.0806"	"0.0005"	"617.0805+"	"13"	"1.17e+05"	C+	"2.3375761"	"4.3462265"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"617.8956"	"0.0005"	"617.8953+"	"2"	"2.5e+04"	C	"2.1838154"	"4.1898171"	"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"9/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"622.3272"	"0.0005"	"622.3271+"	"8"	"6.6e+04"	C	"2.3545103"	"4.3462265"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"624.2292"	"0.0005"	"624.2294+"	"3"	"8.0e+04"	D+	"2.7273391"	"4.7129859"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"627.9574"	"0.0005"	"627.9574+"	"3"	"9.3e+04"	C	"2.6951295"	"4.6689880"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"9/2"	"4f12.5d.6s.6p"	"*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"633.8916"	"0.0005"	"633.8923+"	"3"	"1.0e+05"	D+	"2.7273391"	"4.6827173"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"634.4748"	"0.0005"	"634.4752+"	"140"	"4.5e+05"	B	"2.3176458"	"4.2712276"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"13/2"	16	14		"T6708"	"L2006"	
Tm	1	"636.8412"	"0.0005"	"636.8407+"	"9"	"4.0e+05"	C+	"2.9485548"	"4.8948804"	"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"9/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[9/2]*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"638.8534"	"0.0005"	"638.8536+"	"7"	"1.3e+05"	D+	"2.7273391"	"4.6675322"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"640.6823"	"0.0005"	"640.6830+"	"63"	"4.2e+05"	B	"2.3375761"	"4.2722293"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"641.0150"	"0.0005"	"641.0149+"	"38"	"1.36e+05"	B	"2.3375761"	"4.2712276"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"641.2770"	"0.0005"	"641.2770+"	"14"	"6.9e+05"	C	"2.9599004"	"4.8927614"	"4f12.(3F<4>).5d<5/2>.6s2"	""	"7/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[7/2]*"	"7/2"	8	8		"T6708"	"L2006"	
Tm	1	"645.2737"	"0.0005"	"645.2730+"	"33"	"6.5e+04"	B	"1.9326423"	"3.8535338"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"11/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)"	"(6,3/2)*"	"11/2"	12	12		"T6708"	"L2006"	
Tm	1	"646.3405"	"0.0005"	"646.3405+"	"35"	"3.8e+05"	B	"2.3545103"	"4.2722293"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	"4f12.5d.6s.6p"	"*"	"9/2"	12	10		"T6708"	"L2006"	
Tm	1	"646.6788"	"0.0005"	"646.6783+"	"23"	"7.9e+04"	B	"2.3545103"	"4.2712276"	"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"13/2"	12	14		"T6708"	"L2006"	
Tm	1	"651.1384"	"0.0005"	"651.139+"	"44"	"1.95e+05"	B	"2.3176458"	"4.221233"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"15/2"	16	16		"T6708"	"L2006"	
Tm	1	"658.3684"	"0.0005"	"658.3678+"	"23"	"3.6e+06"	C+	"3.0274484"	"4.9101341"	"4f13.(2F*<7/2>).6s.6p.(1P*<1>)"	"(7/2,1)"	"5/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[3/2]*"	"3/2"	6	4		"T6708"	"L2006"	
Tm	1	""	""	"666.399+"	""	"2.2e+06"	C	"3.0274484"	"4.887445"	"4f13.(2F*<7/2>).6s.6p.(1P*<1>)"	"(7/2,1)"	"5/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[5/2]*"	"3/2"	6	4		"T6708"	""	
Tm	1	"667.2337"	"0.0005"	"667.2339+"	"45"	"1.76e+05"	B	"2.4135586"	"4.2712276"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"13/2"	14	14		"T6708"	"L2006"	
Tm	1	"668.4533"	"0.0005"	"668.4537+"	"26"	"1.10e+05"	B	"2.3355381"	"4.1898171"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"9/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"685.6863"	"0.0005"	"685.688+"	"34"	"1.65e+05"	B	"2.4135586"	"4.221233"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"15/2"	14	16		"T6708"	"L2006"	
Tm	1	"710.614"	"0.002"	"710.614+"	"100"	"9.6e+04"	C+	"2.3176458"	"4.061913"	"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)"	"(6,5/2)*"	"17/2"	16	18		"T6708"	"L2006,L3475"	
Tm	1	"728.786"	"0.004"	"728.7862+"	"3h"	"4.6e+05"	C+	"3.1919877"	"4.8927614"	"4f13.(2F*<7/2>).6s.6p.(1P*<1>)"	""	"5/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[7/2]*"	"7/2"	6	8		"T6708"	"L2006"	
Tm	1	"733.686"	"0.002"	"733.6875+"	"22"	"6.5e+04"	B	"2.1641216"	"3.8535338"	"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"13/2"	"4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)"	"(6,3/2)*"	"11/2"	14	12		"T6708"	"L2006"	
Tm	1	"794.014"	"0.004"	"794.0156+"	"12h"	"4.7e+05"	C	"3.3338266"	"4.8948804"	"4f12.(3H<5>).5d<5/2>.6s2"	"(5,5/2)"	"9/2"	"4f13.(2F*<7/2>).6s.6d.(3D)"	"3[9/2]*"	"11/2"	10	12		"T6708"	"L2006"	
Tm	1	"806.870"	"0.002"	"806.8703+"	"14"	"7.5e+03"	C+	"1.0874955"	"2.6236793"	"4f13.(2F*).6s2"	"2F*"	"5/2"	"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"5/2"	6	6		"T6708"	"L2006"	
