g,LeveleV
9,0.00000,
11,0.14107,
13,0.29602,
15,0.46059,
17,0.63149,
11,1.89227,
13,2.10006,
15,2.31309,
9,2.34128,
7,2.38186,
9,2.49757,
11,2.52790,
17,2.53063,
11,2.71362,
13,2.73358,
19,2.75208,
15,2.81480,
13,2.95322,
15,2.97602,
17,3.06072,
13,3.28598,
17,3.39610,
7,3.41822,
7,3.44530,
9,3.56396,
11,3.64480,
11,3.74833,
13,3.89243,
15,4.07072,
,22.09,

#ignore,test#64.7
