element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Cs	3	"200.29495"	"0.00006"	"200.29495"	"0.00010"	"7800"	"4.03e+07"		"14.9308096"	"21.1188871"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"3/2"	6	4		"T8611"	"L14869"	
Cs	3	"200.3339"	"0.0002"	"200.33394"	"0.00010"	"1200"	"1.48e+05"		"16.9478340"	"23.1347074"	"5s2.5p4.(3P<1>).5d"	"2[1]"	"3/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"	4	6		"T8611"	"L14869"	
Cs	3	"200.6729"	"0.0002"	"200.67279"	"0.00010"	"1100"	"6.73e+06"		"20.1924655"	"26.3688935"	"5s2.5p4.(1D<2>).5d"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).5f"	"2[2]*"	"5/2"	6	6		"T8611"	"L14869"	
Cs	3	"200.7890"	"0.0004"	"200.78863"	"0.00010"	"50"	"5.75e+03"		"17.1772019"	"23.3500671"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"3/2"	"5s2.5p4.(1D<2>).6p"	"2[1]*"	"1/2"	4	2		"T8611"	"L14869"	
Cs	3	"200.8905"	"0.0002"	"200.89035"	"0.00010"	"7800h"	"3.12e+07"		"16.3389449"	"22.5086846"	"5s2.5p4.(3P<2>).5d"	"2[1]"	"3/2"	"5s2.5p4.(1D<2>).6p"	"2[3]*"	"5/2"	4	6		"T8611"	"L14869"	
Cs	3	"201.0873"	"0.0003"	"201.08679"	"0.00010"	"6"	"6.03e+04"		"23.3500671"	"29.513781"	"5s2.5p4.(1D<2>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(3P<2>).9s"	"2[2]"	"3/2"	2	4		"T8611"	"L14869"	
Cs	3	"201.2637"	"0.0006"	"201.26440"	"0.00010"	"170h"	"9.74e+06"		"23.7004008"	"29.8586759"	"5s2.5p4.(3P<1>).4f"	"2[4]*"	"7/2"	"5s2.5p4.(3P<1>).5g"	"2[4]"	"7/2"	8	8		"T8611"	"L14869"	
Cs	3	"202.09176"	"0.00008"	"202.09176"	"0.00010"	"18000"	"3.55e+08"		"16.9478340"	"23.0809009"	"5s2.5p4.(3P<1>).5d"	"2[1]"	"3/2"	"5s2.5p4.(3P<1>).4f"	"2[2]*"	"5/2"	4	6		"T8611"	"L14869"	
Cs	3	"202.2323"	"0.0002"	"202.23231"	"0.00010"	"2400"	"1.11e+07"		"18.4210589"	"24.5498639"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"3/2"	"5s2.5p4.(3P<1>).4f"	"2[3]*"	"5/2"	4	6		"T8611"	"L14869"	
Cs	3	"202.2444"	"0.0003"	"202.24467"	"0.00010"	"470"	"2.18e+06"		"18.9709890"	"25.0994194"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"7/2"	"5s2.5p4.(1D<2>).4f"	"2[3]*"	"5/2"	8	6		"T8611"	"L14869"	
Cs	3	"202.3077"	"0.0002"	"202.30781"	"0.00010"	"1200"	"2.62e+08"		"23.7004008"	"29.826919"	"5s2.5p4.(3P<1>).4f"	"2[4]*"	"7/2"	"5s2.5p4.(3P<1>).5g"	"2[5]"	"9/2"	8	10		"T8611"	"L14869"	
Cs	3	"202.3160"	"0.0002"	"202.31620"	"0.00010"	"3000"	"2.60e+07"		"22.1322488"	"28.2585130"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(3P<2>).5g"	"2[2]"	"3/2"	2	4		"T8611"	"L14869"	
Cs	3	"202.3559"	"0.0003"	"202.35591"	"0.00010"	"420"	"4.33e+06"		"22.1322488"	"28.257311"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(3P<2>).7d"	"2[1]"	"3/2"	2	4		"T8611"	"L14869"	
Cs	3	"202.89939"	"0.00007"	"202.89938"	"0.00010"	"19000"	"2.50e+08"		"15.0102288"	"21.1188871"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"3/2"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"3/2"	4	4		"T8611"	"L14869"	
Cs	3	"202.9867"	"0.0016"	"202.98668"	"0.00010"	"11000bl"	"6.80e+07"		"16.7479167"	"22.8539482"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"5/2"	"5s2.5p4.(3P<0>).4f"	"2[3]*"	"5/2"	6	6		"T8611"	"L14869"	
Cs	3	"202.98974"	"0.00010"	"202.98980"	"0.00010"	"25000p"	"1.86e+08"		"16.7479167"	"22.8538544"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"5/2"	"5s2.5p4.(3P<0>).4f"	"2[3]*"	"7/2"	6	8		"T8611"	"L14869"	
Cs	3	"203.00129"	"0.00006"	"203.00132"	"0.00010"	"9000"	"3.00e+08"		"18.6092718"	"24.7148629"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"5/2"	"5s2.5p4.(1D<2>).4f"	"2[4]*"	"7/2"	6	8		"T8611"	"L14869"	
Cs	3	"203.02393"	"0.00008"	"203.02394"	"0.00010"	"7200"	"4.20e+08"		"16.5228572"	"22.6277684"	"5s2.5p4.(3P<1>).5d"	"2[1]"	"1/2"	"5s2.5p4.(3P<1>).4f"	"2[2]*"	"3/2"	2	4		"T8611"	"L14869"	
Cs	3	"203.3701"	"0.0002"	"203.37003"	"0.00010"	"3200"	"5.95e+07"		"22.1639897"	"28.2585130"	"5s2.5p4.(3P<2>).4f"	"2[1]*"	"3/2"	"5s2.5p4.(3P<2>).5g"	"2[2]"	"3/2"	4	4		"T8611"	"L14869"	
Cs	3	"203.4099"	"0.0002"	"203.41016"	"0.00010"	"370"	"4.10e+05"		"22.1639897"	"28.257311"	"5s2.5p4.(3P<2>).4f"	"2[1]*"	"3/2"	"5s2.5p4.(3P<2>).7d"	"2[1]"	"3/2"	4	4		"T8611"	"L14869"	
Cs	3	"203.5110"	"0.0003"	"203.51101"	"0.00010"	"420000"	"6.25e+08"		"15.6129393"	"21.7032414"	"5s2.5p4.(3P<2>).5d"	"2[4]"	"9/2"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"11/2"	10	12		"T8611"	"L14869"	
Cs	3	"203.6036"	"0.0003"	"203.60354"	"0.00010"	"480"	"4.91e+06"		"21.8701280"	"27.9576623"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"9/2"	"5s2.5p4.(3P<2>).7d"	"2[4]"	"7/2"	10	8		"T8611"	"L14869"	
Cs	3	"203.6468"	"0.0004"	"203.64662"	"0.00010"	"2400"	"1.15e+06"		"17.6141539"	"23.7004008"	"5s2.5p4.(3P<1>).5d"	"2[2]"	"5/2"	"5s2.5p4.(3P<1>).4f"	"2[4]*"	"7/2"	6	8		"T8611"	"L14869"	
Cs	3	"204.15262"	"0.00014"	"204.15257"	"0.00010"	"2400"	"3.78e+07"		"15.1690043"	"21.2401700"	"5s2.5p4.(3P<2>).5d"	"2[1]"	"1/2"	"5s2.5p4.(3P<0>).6p"	"2[1]*"	"1/2"	2	2		"T8611"	"L14869"	
Cs	3	"204.3335"	"0.0003"	"204.33318"	"0.00010"	"100"	"1.16e+05"		"21.8701280"	"27.9359279"	"5s2.5p4.(3P<2>).4f"	"2[5]*"	"9/2"	"5s2.5p4.(3P<2>).7d"	"2[4]"	"9/2"	10	10		"T8611"	"L14869"	
Cs	3	"204.6313"	"0.0003"	"204.63134"	"0.00010"	"350"	"3.33e+06"		"22.2015500"	"28.2585130"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"5/2"	"5s2.5p4.(3P<2>).5g"	"2[2]"	"3/2"	6	4		"T8611"	"L14869"	
Cs	3	"204.8152"	"0.0003"	"204.81540"	"0.00010"	"3000h"	"9.68e+06"		"17.0831870"	"23.1347074"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"7/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"	8	6		"T8611"	"L14869"	
Cs	3	"205.1759"	"0.0003"	"205.17563"	"0.00010"	"1800"	"2.18e+06"		"19.9604477"	"26.0013448"	"5s2.5p4.(1D<2>).5d"	"2[1]"	"3/2"	"5s2.5p4.(3P<2>).7p"	"2[3]*"	"5/2"	4	6		"T8611"	"L14869"	
Cs	3	"205.2296"	"0.0003"	"205.22984"	"0.00010"	"25"	"1.43e+06"		"21.8561528"	"27.8954544"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"5/2"	"5s2.5p4.(3P<2>).7d"	"2[3]"	"7/2"	6	8		"T8611"	"L14869"	
Cs	3	"205.2592"	"0.0003"	"205.25893"	"0.00010"	"10000"	"2.61e+08"		"22.2015500"	"28.2399959"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"5/2"	"5s2.5p4.(3P<2>).5g"	"2[3]"	"7/2"	6	8		"T8611"	"L14869"	
Cs	3	"205.2725"	"0.0003"	"205.27251"	"0.00010"	"25"	"3.78e+06"		"21.9006808"	"27.938727"	"5s2.5p4.(3P<2>).4f"	"2[1]*"	"1/2"	"5s2.5p4.(3P<2>).7d"	"2[1]"	"1/2"	2	2		"T8611"	"L14869"	
Cs	3	"205.52427"	"0.00009"	"205.52434"	"0.00010"	"19000"	"8.11e+07"		"16.7479167"	"22.7785658"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"5/2"	"5s2.5p4.(1D<2>).6p"	"2[3]*"	"7/2"	6	8		"T8611"	"L14869"	
Cs	3	"205.64267"	"0.00006"	"205.64269"	"0.00010"	"72000"	"2.20e+08"		"14.9308096"	"20.9579882"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[3]*"	"5/2"	6	6		"T8611"	"L14869"	
