element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Sr	1	"460.7331"	"0.0002"	"460.73330"	"0.00008"	"29000r"	"2.01e+08"	AA	"0.0000000"	"2.6902652"	"5s2"	"1S"	"0"	"5s.5p"	"1P*"	"1"	1	3		"T3039"	"L7362"	
Sr	1	"467.8326"	"0.0003"	"467.829"	"0.004"	"1000h"	"1.9e+07"	C	"2.4982425"	"5.147705"	"5s.4d"	"1D"	"2"	"5s.5f"	"1F*"	"3"	5	7		"T5363"	"L7362"	
Sr	1	"472.2278"	"0.0002"	"472.22769"	"0.00019"	"1600"	"3.6e+07"	B+	"1.7983082"	"4.4230913"	"5s.5p"	"3P*"	"1"	"5p2"	"3P"	"2"	3	5		"T5178"	"L7362"	
Sr	1	"474.1922"	"0.0002"	"474.19221"	"0.00011"	"1600"	"3.9e+07"	B+	"1.77514463"	"4.3890536"	"5s.5p"	"3P*"	"0"	"5p2"	"3P"	"1"	1	3		"T5178"	"L7362"	
Sr	1	"475.5495"	"0.0003"	"475.5508"	"0.0003"	"700h"	"2.1e+07"	C+	"2.4982425"	"5.1046841"	"5s.4d"	"1D"	"2"	"4d.5p"	"1P*"	"1"	5	3		"T5960"	"L7362"	
Sr	1	"478.4320"	"0.0002"	"478.43198"	"0.00013"	"1700"	"3.0e+07"	B+	"1.7983082"	"4.3890536"	"5s.5p"	"3P*"	"1"	"5p2"	"3P"	"1"	3	3		"T5178"	"L7362"	
Sr	1	"481.1881"	"0.0002"	"481.18799"	"0.00021"	"2300"	"9.0e+07"	B+	"1.8471842"	"4.4230913"	"5s.5p"	"3P*"	"2"	"5p2"	"3P"	"2"	5	5		"T5178"	"L7362"	
Sr	1	"483.2043"	"0.0005"	"483.20425"	"0.00017"	"2900"	"3.3e+07"	A'	"1.77514463"	"4.3403034"	"5s.5p"	"3P*"	"0"	"5s.5d"	"3D"	"1"	1	3		"T5178"	"L4447"	
Sr	1	"485.5045"	"0.0002"	"485.50448"	"0.00018"	"1200"	"2.63e+07"	B+	"2.2514340"	"4.8044398"	"5s.4d"	"3D"	"1"	"5s.4f"	"3F*"	"2"	3	5		"T5178"	"L7362"	
Sr	1	"486.8700"	"0.0002"	"486.87005"	"0.00018"	"1200"	"3.4e+07"	A'	"2.2588413"	"4.8046865"	"5s.4d"	"3D"	"2"	"5s.4f"	"3F*"	"3"	5	7		"T5178"	"L7362"	
