element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ta	1	"645.036"	"645.038+"	"200"	"2.20e+06"	B+	"1.516917"	"3.438507"	"5d4.(5D).6s"	"a 6D"	"7/2"	"5d3.6s.(5F).6p"	"z 6F*"	"9/2"	8	10		"T4976"	"L3475"	
Ta	1	"645.583"	"645.583+"	"20"	"1.45e+05"	B+	"1.147279"	"3.067249"	"5d3.6s2"	"a 4P"	"5/2"	"5d3.6s.(5F).6p"	"z 6D*"	"3/2"	6	4		"T4976"	"L3475"	
Ta	1	"648.537"	"648.531+"	"380*"	"5.8e+06"	B+	"1.655369"	"3.566610"	"5d4.(5D).6s"	"a 6D"	"9/2"	"5d3.6s.(5F).6p"	"z 6D*"	"9/2"	10	10		"T4976"	"L3475"	
Ta	1	"650.552"	"650.547+"	"65"	"6.e+06"	E	"2.559845"	"4.465163"	"5d4.(3H).6s"	"a 4H"	"7/2"	"5d3.6s.(3H).6p"	"z 4G*?"	"5/2"	8	6		"T7871"	"L3475"	
Ta	1	"651.439"	"651.439+"	"100"	"2.15e+06"	B+	"1.394032"	"3.296744"	"5d4.(5D).6s"	"a 6D"	"5/2"	"5d2.6s2.(3P).6p"	"z 4P*?"	"3/2"	6	4		"T4976"	"L3475"	
Ta	1	"651.610"	"651.613+"	"100"	"1.25e+06"	B+	"1.394032"	"3.296235"	"5d4.(5D).6s"	"a 6D"	"5/2"	"5d3.6s.(5F).6p"	"z 6F*"	"7/2"	6	8		"T4976"	"L3475"	
Ta	1	"661.195"	"661.190+"	"110"	"1.88e+06"	C+	"1.394032"	"3.268681"	"5d4.(5D).6s"	"a 6D"	"5/2"	"5d3.6s.(5F).6p"	"y 4D*"	"3/2"	6	4		"T4976"	"L3475"	
Ta	1	"662.130"	"662.126+"	"75"	"3.03e+05"	B	"0.752449"	"2.624449"	"5d3.6s2"	"a 4P"	"3/2"	"5d2.6s2.(3F).6p"	"z 4D*"	"5/2"	4	6		"T4976"	"L3475"	
Ta	1	"667.373"	"667.370+"	"100"	"9.0e+05"	B+	"1.209958"	"3.067249"	"5d4.(5D).6s"	"a 6D"	"1/2"	"5d3.6s.(5F).6p"	"z 6D*"	"3/2"	2	4		"T4976"	"L3475"	
Ta	1	"670.646"	"670.638+"	"15"	"1.30e+05"	C+	"1.873915"	"3.722154"	"5d3.6s2"	"a 2H"	"11/2"	""	"300*"	"9/2"	12	10		"T4976"	"L3475"	
Ta	1	"675.585"	"675.585+"	"13c"	"1.38e+05"	C+	"1.462038"	"3.296744"	"5d3.6s2"	"a 2P"	"1/2"	"5d2.6s2.(3P).6p"	"z 4P*?"	"3/2"	2	4		"T4976"	"L3475"	
Ta	1	"677.174"	"677.172+"	"75"	"5.75e+05"	B+	"1.236843"	"3.067249"	"5d4.(5D).6s"	"a 6D"	"3/2"	"5d3.6s.(5F).6p"	"z 6D*"	"3/2"	4	4		"T4976"	"L3475"	
Ta	1	"678.899"	"678.897+"	"40cw"	"2.14e+05"	B	"1.516917"	"3.342671"	"5d4.(5D).6s"	"a 6D"	"7/2"	""	"269*"	"7/2"	8	8		"T4976"	"L3475"	
Ta	1	"679.927"	"679.927+"	"13"	"3.0e+04"	D+	"0.752449"	"2.575439"	"5d3.6s2"	"a 4P"	"3/2"	"5d2.6s2.(3P).6p"	"z 2D*"	"3/2"	4	4		"T4976"	"L3475"	
Ta	1	"686.513"	"686.510+"	"15"	"1.5e+05"	C	"1.357654"	"3.163163"	"5d3.6s2"	"a 2P"	"3/2"	"5d3.6s.(5F).6p"	"y 4D*"	"1/2"	4	2		"T4976"	"L3475"	
Ta	1	"686.623"	"686.624+"	"210"	"2.58e+06"	B+	"1.516917"	"3.322127"	"5d4.(5D).6s"	"a 6D"	"7/2"	"5d3.6s.(5F).6p"	"z 6D*"	"5/2"	8	6		"T4976"	"L3475"	
Ta	1	"692.738"	"692.74+"	"140"	"1.01e+06"	C+	"1.655369"	"3.44465?"	"5d4.(5D).6s"	"a 6D"	"9/2"	""	"277*"	"11/2"	10	12		"T4976"	"L3475"	
Ta	1	"692.854"	"692.849+"	"140"	"1.69e+06"	B+	"1.655369"	"3.444358"	"5d4.(5D).6s"	"a 6D"	"9/2"	"5d3.6s.(5F).6p"	"z 6D*"	"7/2"	10	8		"T4976"	"L3475"	
Ta	1	"695.126"	"695.123+"	"65"	"3.7e+05"	B	"1.655369"	"3.438507"	"5d4.(5D).6s"	"a 6D"	"9/2"	"5d3.6s.(5F).6p"	"z 6F*"	"9/2"	10	10		"T4976"	"L3475"	
Ta	1	"695.388"	"695.389+"	"45"	"8.3e+05"	C+	"2.135562"	"3.918018"	"5d3.6s2"	"a 2F"	"5/2"	""	"316*"	"7/2"	6	8		"T4976"	"L3475"	
Ta	1	"696.613"	"696.615+"	"180"	"1.21e+06"	B+	"1.516917"	"3.296235"	"5d4.(5D).6s"	"a 6D"	"7/2"	"5d3.6s.(5F).6p"	"z 6F*"	"7/2"	8	8		"T4976"	"L3475"	
