element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Fr	1	"330.5752"	"0.0005"	"330.5752"	""	"1.56e+05"		"0.00000000"	"3.749481"	"7s"	"2S"	"1/2"	"11p"	"2P*"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"331.4578"	"0.0006"	"331.4578"	""	"1.56e+05"		"0.00000000"	"3.739496"	"7s"	"2S"	"1/2"	"11p"	"2P*"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"342.3900"	"0.0006"	"342.3900"	""	"3.04e+05"		"0.00000000"	"3.620102"	"7s"	"2S"	"1/2"	"10p"	"2P*"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"343.9675"	"0.0006"	"343.9675"	""	"3.02e+05"		"0.00000000"	"3.603499"	"7s"	"2S"	"1/2"	"10p"	"2P*"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"365.3102"	"0.0007"	"365.3102"	""	"7.52e+05"		"0.00000000"	"3.392976"	"7s"	"2S"	"1/2"	"9p"	"2P*"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"368.6510"	"0.0007"	"368.6510"	""	"7.24e+05"		"0.00000000"	"3.362230"	"7s"	"2S"	"1/2"	"9p"	"2P*"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"422.5655"	"0.0009"	"422.56552"	""	"2.82e+06"		"0.00000000"	"2.9332561"	"7s"	"2S"	"1/2"	"8p"	"2P*"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"432.5361"	"0.0009"	"432.53607"	""	"2.64e+06"		"0.00000000"	"2.8656418"	"7s"	"2S"	"1/2"	"8p"	"2P*"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"494.6157"	"0.0002"	"494.61573"	""	"1.67e+05"		"1.51724535"	"4.0232231"	"7p"	"2P*"	"1/2"	"20d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"495.9144"	"0.0002"	"495.91444"	""	"2.00e+05"		"1.51724535"	"4.0166605"	"7p"	"2P*"	"1/2"	"19d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"496.9031"	"0.0002"	"496.90308"	""	"4.57e+04"		"1.51724535"	"4.0116878"	"7p"	"2P*"	"1/2"	"20s"	"2S"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"497.4988"	"0.0002"	"497.49878"	""	"2.39e+05"		"1.51724535"	"4.0087010"	"7p"	"2P*"	"1/2"	"18d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"498.7192"	"0.0002"	"498.71920"	""	"5.59e+04"		"1.51724535"	"4.0026042"	"7p"	"2P*"	"1/2"	"19s"	"2S"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"499.4600"	"0.0002"	"499.45999"	""	"2.98e+05"		"1.51724535"	"3.9989180"	"7p"	"2P*"	"1/2"	"17d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"500.9918"	"0.0002"	"500.99176"	""	"6.97e+04"		"1.51724535"	"3.9913304"	"7p"	"2P*"	"1/2"	"18s"	"2S"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"501.9293"	"0.0002"	"501.92929"	""	"3.81e+05"		"1.51724535"	"3.9867093"	"7p"	"2P*"	"1/2"	"16d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"503.8896"	"0.0002"	"503.88964"	""	"8.88e+04"		"1.51724535"	"3.9771021"	"7p"	"2P*"	"1/2"	"17s"	"2S"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"505.1011"	"0.0002"	"505.10105"	""	"4.84e+05"		"1.51724535"	"3.9712026"	"7p"	"2P*"	"1/2"	"15d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"507.6691"	"0.0002"	"507.66912"	""	"1.15e+05"		"1.51724535"	"3.9587893"	"7p"	"2P*"	"1/2"	"16s"	"2S"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"509.2753"	"0.0002"	"509.27532"	""	"6.28e+05"		"1.51724535"	"3.9510890"	"7p"	"2P*"	"1/2"	"14d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
Fr	1	"512.7362"	"0.0002"	"512.73622"	""	"1.56e+05"		"1.51724535"	"3.9346611"	"7p"	"2P*"	"1/2"	"15s"	"2S"	"1/2"	2	2		"T6898"	"L12264"	
Fr	1	"514.9331"	"0.0002"	"514.93307"	""	"8.48e+05"		"1.51724535"	"3.9243478"	"7p"	"2P*"	"1/2"	"13d"	"2D"	"3/2"	2	4		"T6898"	"L12264"	
