element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ne	3	"200.0714"	"0.0010"	"200.0712"	"0.0010"	"240"	"3.0e+08"	D	"54.663056"	"60.858053"	"2s2.2p3.(2D*).3d"	"1F*"	"3"	"2s2.2p3.(2D*).4f"	"1F"	"3"	7	7		"T8046"	"L10704"	
Ne	3	"200.1491"	"0.0010"	"200.1488"	"0.0010"	"1000"	"7.9e+08"	D	"54.663056"	"60.855651"	"2s2.2p3.(2D*).3d"	"1F*"	"3"	"2s2.2p3.(2D*).4f"	"1G"	"4"	7	9		"T8046"	"L10704"	
Ne	8	"200.94"	"0.10"	"200.79"	"0.10"	"100i*"	"2.7e+08"	B	"[214.704]"	"[220.877]"	"1s2.6p"	"2P*"	"1/2"	"1s2.7s"	"2S"	"1/2"	2	2		"T7495"	"L9090"	
Ne	8	"200.94"	"0.10"	"201.03"	"0.10"	"100i*"	"5.4e+08"	B	"[214.712]"	"[220.877]"	"1s2.6p"	"2P*"	"3/2"	"1s2.7s"	"2S"	"1/2"	4	2		"T7495"	"L9090"	
Ne	3	"201.2042"	"0.0010"	"201.2034"	"0.0020"	"50*"	"5.9e+07"	D	"55.34346+x"	"61.50360+x"	"2s2.2p3.(4S*).4d"	"5D*"	"4"	"2s2.2p3.(4S*).8f"	"5F"	"5"	9	11		"T8046"	"L10704"	
Ne	3	"201.2042"	"0.0010"	"201.2037"	"0.0018"	"50*"	"4.1e+07"	D	"55.343468+x"	"61.50360+x"	"2s2.2p3.(4S*).4d"	"5D*"	"2"	"2s2.2p3.(4S*).8f"	"5F"	"3"	5	7		"T8046"	"L10704"	
Ne	3	"201.2042"	"0.0010"	"201.2059"	"0.0018"	"50*"	"4.9e+07"	D	"55.343537+x"	"61.50360+x"	"2s2.2p3.(4S*).4d"	"5D*"	"3"	"2s2.2p3.(4S*).8f"	"5F"	"4"	7	9		"T8046"	"L10704"	
Ne	4	""	""	"201.8144"	"0.0016"	""	"4.0e+07"	D	"63.44525"	"69.58675"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	"2s2.2p2.(1D).3p"	"2D*"	"3/2"	6	4		"T1115CA,LS"	""	
Ne	4	"201.8421"	"0.0010"	"201.8421"	"0.0009"	"17"	"3.7e+08"	D	"63.44610"	"69.58675"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2D*"	"3/2"	4	4		"T1115CA,LS"	"L2677"	
Ne	4	"202.2186"	"0.0008"	"202.2185"	"0.0008"	"26"	"3.8e+08"	D	"63.44525"	"69.57448"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"	6	6		"T1115CA,LS"	"L3684"	
Ne	4	""	""	"202.2464"	"0.0016"	""	"2.7e+07"	D	"63.44610"	"69.57448"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"	4	6		"T1115CA,LS"	""	
Ne	6	"204.2382"	"0.0010"	"204.2382"	"0.0010"	"350"	"2.17e+08"	A	"89.58882"	"95.65744"	"2s2.3s"	"2S"	"1/2"	"2s2.3p"	"2P*"	"3/2"	2	4		"T7194c75"	"L9340"	
Ne	3	"205.2586"	"0.0010"	"205.2586"	"0.0010"	"200"	"3.3e+08"	D	"51.357875"	"57.396332"	"2s2.2p3.(2P*).3p"	"1P"	"1"	"2s2.2p3.(2P*).3d"	"1P*"	"1"	3	3		"T8046"	"L10704"	
Ne	6	"205.593"	"0.002"	"205.5932"	"0.0020"	"90bl"	"2.12e+08"	A	"89.58882"	"95.6174"	"2s2.3s"	"2S"	"1/2"	"2s2.3p"	"2P*"	"1/2"	2	2		"T7194c75"	"L9340"	
Ne	3	"205.8267"	"0.0010"	"205.8267"	"0.0010"	"300"	"4.0e+08"	C	"50.817831"	"56.839623"	"2s2.2p3.(2P*).3p"	"3S"	"1"	"2s2.2p3.(2P*).3d"	"3P*"	"2"	3	5		"c52"	"L10704"	
Ne	3	"206.2813"	"0.0010"	"206.2811"	"0.0010"	"240"	"4.1e+08"	C	"50.817831"	"56.826360"	"2s2.2p3.(2P*).3p"	"3S"	"1"	"2s2.2p3.(2P*).3d"	"3P*"	"1"	3	3		"c52"	"L10704"	
Ne	3	"206.4939"	"0.0010"	"206.4929"	"0.0010"	"180"	"4.1e+08"	C	"50.817831"	"56.820198"	"2s2.2p3.(2P*).3p"	"3S"	"1"	"2s2.2p3.(2P*).3d"	"3P*"	"0"	3	1		"c52"	"L10704"	
