element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
W	1	"786.347"	"786.3466"	"0.0037"	"60"	"1.2e+05"	D	"2.532729"	"4.109007"	"5d5.(4P).6s"	"5P"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"786.704"	"786.7012"	"0.0037"	"50"	"2.09e+04"	D	"2.037223"	"3.612790"	"5d4.6s2"	"3G"	"4"	"5d4.6s.(6D).6p"	"5F*"	"3"	9	7		"T4976"	"L153"	
W	1	"788.040"	"788.0326"	"0.0037"	"70"	"1.8e+04"	E	"1.856810"	"3.429715"	"5d4.6s2"	"3D"	"2"	"5d4.6s.(6D).6p"	"5F*"	"2"	5	5		"T4976"	"L153"	
W	1	"788.648"	"788.6443"	"0.0037"	"80"	"3.0e+04"	C	"1.649870"	"3.221556"	"5d4.6s2"	"3P2"	"1"	"5d4.6s.(6D).6p"	"5F*"	"1"	3	3		"T4976"	"L153"	
W	1	"794.092"	"794.0899"	"0.0038"	"120"	"5.0e+04"	D	"1.708218"	"3.269126"	"5d4.6s2"	"3F2"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"801.719"	"801.7170"	"0.0051"	"120"	"1.6e+05"	E	"2.246202"	"3.792260"	"5d5.(4G).6s"	"5G"	"2"	"5d4.6s.(6D).6p"	"5P*"	"3"	5	7		"T4976"	"L153"	
W	1	"805.489"	"805.4835"	"0.0052"	"30"	"3.3e+04"	D	"1.708218"	"3.247047"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"7D*"	"3"	5	7		"T4976"	"L153"	
W	1	"812.382"	"812.3778"	"0.0053"	"150"	"1.0e+05"	E	"2.266491"	"3.792260"	"5d5.(6S).6s"	"5S"	"2"	"5d4.6s.(6D).6p"	"5P*"	"3"	5	7		"T4976"	"L153"	
W	1	"821.022"	"821.0169"	"0.0047"	"50"	"6.0e+04"	C	"2.387469"	"3.897184"	"5d5.(4G).6s"	"5G"	"4"	"5d4.6s.(6D).6p"	"5F*"	"4"	9	9		"T4976"	"L153"	
W	1	"832.205"	"832.1966"	"0.0062"	"50"	"7.4e+04"	D	"2.966952"	"4.456385"	"5d5.(4D).6s"	"5D"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"835.872"	"835.8648"	"0.0063"	"75"	"1.89e+05"	D	"2.973488"	"4.456385"	"5d5.(4D).6s"	"5D"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"838.294"	"838.2850"	"0.0063"	"30"	"1.0e+04"	E	"1.181329"	"2.659945"	"5d4.6s2"	"3P2"	"0"	"5d4.6s.(6D).6p"	"7D*"	"1"	1	3		"T4976"	"L153"	
W	1	"840.260"	"840.2536"	"0.0057"	"40"	"3.8e+04"	D	"2.422033"	"3.897184"	"5d5.(4G).6s"	"5G"	"5"	"5d4.6s.(6D).6p"	"5F*"	"4"	11	9		"T4976"	"L153"	
W	1	"861.327"	"861.3221"	"0.0067"	"50"	"5.7e+04"	D	"2.458116"	"3.897184"	"5d4.6s2"	"3G"	"5"	"5d4.6s.(6D).6p"	"5F*"	"4"	11	9		"T4976"	"L153"	
W	1	"861.450"	"861.4438"	"0.0067"	"30"	"2.6e+04"	D	"2.458319"	"3.897184"	"5d5.(4P).6s"	"5P"	"3"	"5d4.6s.(6D).6p"	"5F*"	"4"	7	9		"T4976"	"L153"	
W	1	"874.047"	"874.0433"	"0.0069"	"25"	"2.74e+04"	D	"2.194667"	"3.612790"	"5d4.6s2"	"3F2"	"3"	"5d4.6s.(6D).6p"	"5F*"	"3"	7	7		"T4976"	"L153"	
W	1	"886.553"	"886.5518"	"0.0079"	"10"	"1.4e+05"	D	"2.246202"	"3.644317"	"5d5.(4G).6s"	"5G"	"2"	"5d4.6s.(6D).6p"	"5P*"	"2"	5	5		"T4976"	"L153"	
W	1	"887.162"	"887.1560"	"0.0079"	"8"	"8.3e+04"	D	"2.833386"	"4.230549"	"5d4.6s2"	"1G2"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
