element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Eu	1	"237.2831"	"237.2840+"	"20w"	"2.2e+07"	C+	"0.000000"	"5.223544"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"8P"	"5/2"	8	6		"T7227,T4819"	"L3780,L7586"	
Eu	1	"237.5298"	"237.5304+"	"60w"	"2.3e+07"	C+	"0.000000"	"5.218125"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"8P"	"7/2"	8	8		"T7227,T4819"	"L3780,L7586"	
Eu	1	"237.9640"	"237.9645+"	"50w"	"2.3e+07"	C+	"0.000000"	"5.208607"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"8P"	"9/2"	8	10		"T7227,T4819"	"L3780,L7586"	
Eu	1	"261.9268"	"261.9272+"	"10"	"8.e+05"	E	"0.000000"	"4.732125"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"z 6D"	"9/2"	8	10		"T7227,T4819"	"L3780,L7586"	
Eu	1	"264.3815"	"264.3820+"	"6"	"7.e+05"	E	"0.000000"	"4.688190"	"4f7.6s2"	"a 8S*"	"7/2"	""	"143"	"7/2"	8	8		"T7227,T4819"	"L3780,L7586"	
Eu	1	"265.9398"	"265.9405+"	"15"	"1.39e+06"	C+	"0.000000"	"4.660716"	"4f7.6s2"	"a 8S*"	"7/2"	""	"141"	"9/2"	8	10		"T7227,T4819"	"L3780,L7586"	
Eu	1	"268.2582"	"268.2588+"	"8"	"1.4e+06"	E	"0.000000"	"4.620440"	"4f7.6s2"	"a 8S*"	"7/2"	""	"135"	"5/2"	8	6		"T7227,T4819"	"L3780,L7586"	
Eu	1	"270.9981"	"270.9986+"	"180"	"1.6e+07"	C+	"0.000000"	"4.573730"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"y 8D"	"9/2"	8	10		"T7227,T4819"	"L3780,L3475"	
Eu	1	"272.3954"	"272.3960+"	"70"	"1.37e+07"	C+	"0.000000"	"4.550268"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"y 8D"	"7/2"	8	8		"T7227,T4819"	"L3780,L3475"	
Eu	2	"272.778"	"272.7783+"	"4200"	"6.5e+07"		"0.000000"	"4.543891"	"4f7.(8S*).6s"	"a 9S*"	"4"	"4f6.(7F).5d (8P).6s"	"y 9P"	"5"	9	11		"T7237"	"L3475"	
Eu	1	"273.1365"	"273.1370+"	"50"	"3.6e+06"	C+	"0.000000"	"4.537925"	"4f7.6s2"	"a 8S*"	"7/2"	""	""	"7/2"	8	8		"T7227,T4819"	"L3780,L3475"	
Eu	1	"273.2598"	"273.2603+"	"40"	"4.2e+06"	C+	"0.000000"	"4.535876"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (7D*).6p"	"y 8D"	"5/2"	8	6		"T7227,T4819"	"L3780,L3475"	
Eu	1	"273.5248"	"273.5256+"	"80"	"5.4e+06"	C+	"0.000000"	"4.531477"	"4f7.6s2"	"a 8S*"	"7/2"	""	""	"9/2"	8	10		"T7227,T4819"	"L3780,L3475"	
Eu	1	"273.8568"	"273.8573+"	"15"	"1.44e+06"	C+	"0.000000"	"4.525989"	"4f7.6s2"	"a 8S*"	"7/2"	""	""	"9/2"	8	10		"T7227,T4819"	"L3780,L7586"	
Eu	1	"274.3286"	"274.3292+"	"70"	"1.19e+07"	C+	"0.000000"	"4.518204"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).6s.7p.(1P*)?"	"8P?"	"5/2"	8	6		"T7227,T4819"	"L3780,L3475"	
Eu	1	"274.5609"	"274.5614+"	"40"	"5.7e+06"	C+	"0.000000"	"4.514384"	"4f7.6s2"	"a 8S*"	"7/2"	""	""	"5/2"	8	6		"T7227,T4819"	"L3780,L3475"	
Eu	1	"274.7830"	"274.7836+"	"80"	"6.0e+06"	C+	"0.000000"	"4.510732"	"4f7.6s2"	"a 8S*"	"7/2"	""	""	"7/2"	8	8		"T7227,T4819"	"L3780,L3475"	
Eu	1	"277.2898"	"277.2903+"	"10"	"1.2e+06"	E	"0.000000"	"4.469959"	"4f7.6s2"	"a 8S*"	"7/2"	""	"128"	"5/2"	8	6		"T7227,T4819"	"L3780,L7586"	
Eu	2	"281.394"	"281.3930+"	"3400"	"5.5e+07"		"0.000000"	"4.404789"	"4f7.(8S*).6s"	"a 9S*"	"4"	"4f6.(7F).5d (8P).6s"	"y 9P"	"4"	9	9		"T7237"	"L3475"	
Eu	1	"287.8848"	"287.8858+"	"100"	"3.2e+06"	C+	"0.000000"	"4.305452"	"4f7.6s2"	"a 8S*"	"7/2"	"4f7.(8S*).5d (9D*).6p"	"x 8P"	"9/2"	8	10		"T7227,T4819"	"L3780,L3475"	
