element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Rh	1	"328.914"	"328.9137"	"280"	"1.02e+07"	C+	"0.430557"	"4.198978"	"4d8.(3F).5s"	"a 4F"	"3/2"	"4d8.(3F).5p"	"z 2D*"	"3/2"	4	4		"T5181"	"L3475"	
Rh	1	"332.309"	"332.3091"	"4200"	"6.3e+07"	B	"0.189692"	"3.919609"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 2G*"	"9/2"	8	10		"T5181"	"L3475"	
Rh	1	"333.109"	"333.1095"	"60"	"5.4e+06"	C+	"0.701499"	"4.422454"	"4d9"	"a 2D"	"3/2"	"4d8.(3P).5p"	"z 4P*"	"1/2"	4	2		"T5181"	"L3475"	
Rh	1	"333.854"	"333.8548"	"330"	"3.5e+06"	C+	"0.189692"	"3.902341"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 4F*"	"5/2"	8	6		"T5181"	"L3475"	
Rh	1	"336.080"	"336.0800"	"280"	"1.23e+07"	C+	"0.701499"	"4.389566"	"4d9"	"a 2D"	"3/2"	"4d8.(3P).5p"	"z 4P*"	"3/2"	4	4		"T5181"	"L3475"	
Rh	1	"336.838"	"336.8373"	"420"	"1.06e+07"	C+	"0.322115"	"4.001891"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 4F*"	"3/2"	6	4		"T5181"	"L3475"	
Rh	1	""	"336.8772"	""	"8.e+05"	D+	"0.701499"	"4.380839"	"4d9"	"a 2D"	"3/2"	"4d8.(3P).5p"	"z 4P*"	"5/2"	4	6		"T5181"	""	
Rh	1	""	"337.2523"	""	"5.e+05"	D	"0.705590"	"4.380839"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3P).5p"	"z 4P*"	"5/2"	8	6		"T5181"	""	
Rh	1	"339.682"	"339.6819"	"5600"	"6.5e+07"	B+	"0.000000"	"3.648962"	"4d8.(3F).5s"	"a 4F"	"9/2"	"4d8.(3F).5p"	"z 4F*"	"9/2"	10	10		"T5181"	"L3475"	
Rh	1	"339.970"	"339.9693"	"820"	"1.21e+07"	C+	"0.322115"	"3.967992"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 2F*"	"7/2"	6	8		"T5181"	"L3475"	
Rh	1	"343.489"	"343.4885"	"8200"	"1.32e+08"	B+	"0.000000"	"3.608524"	"4d8.(3F).5s"	"a 4F"	"9/2"	"4d8.(3F).5p"	"z 4G*"	"11/2"	10	12		"T6355"	"L3475"	
Rh	1	"346.204"	"346.2036"	"5900"	"6.2e+07"	B+	"0.322115"	"3.902341"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 4F*"	"5/2"	6	6		"T5181"	"L3475"	
Rh	1	"347.066"	"347.0656"	"4700"	"8.4e+07"	B	"0.430557"	"4.001891"	"4d8.(3F).5s"	"a 4F"	"3/2"	"4d8.(3F).5p"	"z 4F*"	"3/2"	4	4		"T5181"	"L3475"	
Rh	1	"347.891"	"347.8904"	"2100"	"3.3e+07"	B	"0.410370"	"3.973237"	"4d9"	"a 2D"	"5/2"	"4d8.(3F).5p"	"z 2D*"	"5/2"	6	6		"T5181"	"L3475"	
Rh	1	"348.404"	"348.4034"	"95"	"9.2e+05"	D+	"0.410370"	"3.967992"	"4d9"	"a 2D"	"5/2"	"4d8.(3F).5p"	"z 2F*"	"7/2"	6	8		"T5181"	"L3475"	
Rh	1	"349.873"	"349.8728"	"1200"	"2.11e+07"	B	"0.430557"	"3.973237"	"4d8.(3F).5s"	"a 4F"	"3/2"	"4d8.(3F).5p"	"z 2D*"	"5/2"	4	6		"T5181"	"L3475"	
Rh	1	"350.252"	"350.2522"	"5900"	"4.3e+07"	B+	"0.000000"	"3.538843"	"4d8.(3F).5s"	"a 4F"	"9/2"	"4d8.(3F).5p"	"z 4G*"	"9/2"	10	10		"T5181"	"L3475"	
Rh	1	"350.732"	"350.7311"	"2800"	"3.36e+07"	B	"0.322115"	"3.856126"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 4G*"	"7/2"	6	8		"T5181"	"L3475"	
Rh	1	"352.802"	"352.8025"	"8800"	"8.5e+07"	B+	"0.189692"	"3.702954"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 4F*"	"7/2"	8	8		"T5181"	"L3475"	
Rh	1	"353.814"	"353.8139"	"880bl"	"1.66e+07"	B	"0.705590"	"4.208810"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 2F*"	"5/2"	8	6		"T5181"	"L3475"	
Rh	1	"354.395"	"354.3946"	"1200"	"4.6e+07"	B	"0.701499"	"4.198978"	"4d9"	"a 2D"	"3/2"	"4d8.(3F).5p"	"z 2D*"	"3/2"	4	4		"T5181"	"L3475"	
Rh	1	"354.954"	"354.9537"	"1800"	"2.22e+07"	B	"0.410370"	"3.902341"	"4d9"	"a 2D"	"5/2"	"4d8.(3F).5p"	"z 4F*"	"5/2"	6	6		"T5181"	"L3475"	
Rh	1	"357.018"	"357.0177"	"1200"	"1.82e+07"	B	"0.430557"	"3.902341"	"4d8.(3F).5s"	"a 4F"	"3/2"	"4d8.(3F).5p"	"z 4F*"	"5/2"	4	6		"T5181"	"L3475"	
Rh	1	"358.310"	"358.3092"	"4700"	"2.6e+07"	C+	"0.189692"	"3.648962"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 4F*"	"9/2"	8	10		"T5181"	"L3475"	
Rh	1	"359.619"	"359.6195"	"4700"	"5.48e+07"	B+	"0.322115"	"3.768781"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 4D*"	"3/2"	6	4		"T5181"	"L3475"	
Rh	1	"359.715"	"359.7146"	"5900"	"5.9e+07"	B+	"0.410370"	"3.856126"	"4d9"	"a 2D"	"5/2"	"4d8.(3F).5p"	"z 4G*"	"7/2"	6	8		"T5181"	"L3475"	
Rh	1	"361.247"	"361.2470"	"3100"	"8.9e+07"	B+	"0.430557"	"3.861696"	"4d8.(3F).5s"	"a 4F"	"3/2"	"4d8.(3F).5p"	"z 4D*"	"1/2"	4	2		"T5181"	"L3475"	
Rh	1	"362.046"	"362.0449"	"200"	"8.4e+06"	B	"0.965989"	"4.389566"	"4d8.(3F).5s"	"a 2F"	"5/2"	"4d8.(3P).5p"	"z 4P*"	"3/2"	6	4		"T5181"	"L3475"	
Rh	1	"365.487"	"365.4873"	"350"	"6.0e+06"	C+	"0.705590"	"4.096923"	"4d8.(3F).5s"	"a 2F"	"7/2"	"4d8.(3F).5p"	"z 2G*"	"7/2"	8	8		"T5181"	"L3475"	
Rh	1	"365.799"	"365.7985"	"8200"	"8.8e+07"	B+	"0.189692"	"3.578139"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 4D*"	"5/2"	8	6		"T5181"	"L3475"	
Rh	1	"366.622"	"366.6216"	"1300"	"8.4e+06"	C+	"0.322115"	"3.702954"	"4d8.(3F).5s"	"a 4F"	"5/2"	"4d8.(3F).5p"	"z 4F*"	"7/2"	6	8		"T5181"	"L3475"	
Rh	1	"369.070"	"369.0701"	"1900"	"3.23e+07"	B+	"0.410370"	"3.768781"	"4d9"	"a 2D"	"5/2"	"4d8.(3F).5p"	"z 4D*"	"3/2"	6	4		"T5181"	"L3475"	
Rh	1	"369.236"	"369.2358"	"9400"	"9.1e+07"	B+	"0.000000"	"3.356904"	"4d8.(3F).5s"	"a 4F"	"9/2"	"4d8.(3F).5p"	"z 4D*"	"7/2"	10	8		"T5181"	"L3475"	
Rh	1	"370.091"	"370.0907"	"7600"	"3.9e+07"	B	"0.189692"	"3.538843"	"4d8.(3F).5s"	"a 4F"	"7/2"	"4d8.(3F).5p"	"z 4G*"	"9/2"	8	10		"T5181"	"L3475"	
Rh	1	"371.302"	"371.3021"	"940"	"8.2e+06"	B+	"0.430557"	"3.768781"	"4d8.(3F).5s"	"a 4F"	"3/2"	"4d8.(3F).5p"	"z 4D*"	"3/2"	4	4		"T5181"	"L3475"	
