element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Xe	1	"368.5900"	"0.0010"	"368.5900+"	"40"	"4.5e+05"	D	"8.3153161"	"11.678101"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"2"	5	5		"T3269"	"L4739"	
Xe	1	"369.3490"	"0.0010"	"369.3487+"	"40"	"3.1e+05"	D+	"8.3153161"	"11.671194"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"3"	5	7		"T3269"	"L4739"	
Xe	1	"379.6300"	"0.0010"	"379.63060+"	"40"	"1.6e+05"	C	"8.3153161"	"11.5803059"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"3"	5	7		"T3269"	"L4739"	
Xe	1	"395.0924"	"0.0002"	"395.09237+"	"120"	"5.6e+05"	C+	"8.3153161"	"11.4525348"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"2"	5	5		"T3269"	"L7292"	
Xe	1	"396.75411"	"0.00005"	"396.75405+"	"200"	"5.3e+05"	C+	"8.3153161"	"11.4393959"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[5/2]"	"3"	5	7		"T3269"	"L7292"	
Xe	1	"397.4417"	"0.0002"	"397.44158+"	"40"	"1.4e+05"	D+	"8.3153161"	"11.4339916"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8p"	"2[5/2]"	"2"	5	5		"T3269"	"L7292"	
Xe	1	"419.3528"	"0.0002"	"419.35296+"	"150"	"2.20e+05"	B	"8.3153161"	"11.2710427"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).4f"	"2[5/2]"	"3"	5	7		"T3269"	"L7292"	
Xe	1	"420.3695"	"0.0002"	"420.3695+"	""	"1.1e+05"	D+	"8.3153161"	"11.2638950"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).4f"	"2[3/2]"	"2"	5	5		"T3269"	"L7292"	
Xe	2	"433.052"	"0.010"	"433.052+"	"1000"	"1.4e+08"		"14.073739"	"16.935970"	"5p4.(3P<2>).6p"	"2[3]*"	"5/2"	"5p4.(3P<2>).6d"	"2[4]"	"7/2"	6	8		"T8043"	"L6925"	
Xe	2	"441.484"	"0.010"	"441.482+"	"300*"	"1.0e+08"		"13.584098"	"16.391673"	"5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5p4.(1D<2>).6p"	"2[2]*"	"5/2"	6	6		"T8043"	"L6925"	
Xe	1	"450.0978"	"0.0002"	"450.0979+"	""	"1.46e+06"	C+	"8.3153161"	"11.0691488"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6p"	"2[1/2]"	"1"	5	3		"T3269"	"L7292"	
Xe	1	"452.46805"	"0.00005"	"452.4681+"	""	"4.6e+05"	C+	"8.3153161"	"11.0547232"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"2"	5	5		"T3269"	"L7292"	
Xe	1	"458.27472"	"0.00005"	"458.2747+"	""	"1.3e+06"	C	"8.4365241"	"11.1412219"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).6p"	"2[1/2]"	"0"	3	1		"T5100n,T4106n"	"L7292"	
Xe	2	"460.303"	"0.010"	"460.304+"	"600h"	"8.2e+07"		"11.786481"	"14.479258"	"5p4.(3P<2>).6s"	"2[2]"	"3/2"	"5p4.(3P<2>).6p"	"2[1]*"	"3/2"	4	4		"T8043"	"L6925"	
Xe	1	"461.18882"	"0.00005"	"461.1890+"	"100"	"3.0e+04"	D	"8.3153161"	"11.0029230"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[3/2]"	"1"	5	3		"T8608"	"L7292"	
Xe	1	"462.42756"	"0.00005"	"462.4276+"	""	"2.42e+06"	B	"8.3153161"	"10.9957246"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[3/2]"	"2"	5	5		"T8608n,T6672"	"L7292"	
Xe	1	"467.12258"	"0.00005"	"467.1226+"	""	"2.49e+06"	B	"8.3153161"	"10.9687845"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[5/2]"	"3"	5	7		"T8608"	"L7292"	
Xe	1	"469.0970"	"0.0002"	"469.0972+"	"100"	"2.8e+05"	C+	"8.3153161"	"10.9576151"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"1"	5	3		"T3269"	"L7292"	
Xe	1	"469.70208"	"0.00005"	"469.7021+"	""	"7.36e+05"	B	"8.3153161"	"10.9542123"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[5/2]"	"2"	5	5		"T8608n,T6672"	"L7292"	
Xe	1	"473.41518"	"0.00005"	"473.4152+"	"600"	"1.38e+06"	C+	"8.4365241"	"11.0547232"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).6p"	"2[3/2]"	"2"	3	5		"T5100n,T3269"	"L7292c110"	
Xe	1	"479.2619"	"0.0002"	"479.2620+"	"150"	"1.2e+05"	D+	"8.3153161"	"10.9015749"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7p"	"2[1/2]"	"1"	5	3		"T8608"	"L7292c110"	
Xe	1	"480.70190"	"0.00005"	"480.7019+"	"500"	"4.29e+06"	B	"8.4365241"	"11.0150359"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"1"	"5p5.(2P*<3/2>).7p"	"2[1/2]"	"0"	3	1		"T8608n,T6672"	"L7292c110"	
