element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Li	2	""	"484.2944"	"0.0010"	""	"6.9871e+06"	AAA	"69.585282"	"72.144667"	"1s.3d"	"3D"	"2"	"1s.4p"	"3P*"	"1"	5	3		"T8636c73"	""	
Li	2	"484.30"	"484.3045"	"0.0010"	""	"9.3199e+04"	AAA	"69.585425"	"72.144756"	"1s.3d"	"3D"	"1"	"1s.4p"	"3P*"	"2"	3	5		"T8636c73"	"L1560"	
Li	2	""	"484.3214"	"0.0010"	""	"2.3299e+06"	AAA	"69.585425"	"72.144667"	"1s.3d"	"3D"	"1"	"1s.4p"	"3P*"	"1"	3	3		"T8636c73"	""	
Li	2	""	"484.3308"	"0.0010"	""	"9.3195e+06"	AAA	"69.585425"	"72.144617"	"1s.3d"	"3D"	"1"	"1s.4p"	"3P*"	"0"	3	1		"T8636c73"	""	
Li	2	"488.132"	"488.1216"	"0.0010"	"4"	"2.3783e+07"	AAA	"69.369202"	"71.908520"	"1s.3p"	"3P*"	"1"	"1s.4s"	"3S"	"1"	3	3		"T8636c73"	"L3501"	
Li	2	"488.139"	"488.1471"	"0.0010"	"4"	"3.9642e+07"	AAA	"69.369335"	"71.908520"	"1s.3p"	"3P*"	"2"	"1s.4s"	"3S"	"1"	5	3		"T8636c73"	"L3501"	
Li	2	"488.149"	"488.1685"	"0.0010"	"1"	"7.9292e+06"	AAA	"69.369447"	"71.908520"	"1s.3p"	"3P*"	"0"	"1s.4s"	"3S"	"1"	1	3		"T8636c73"	"L3501"	
Li	1	"497.166"	"497.1659"	"0.0010"	"8"	"3.460e+06"	AA	"1.847818"	"4.340942"	"1s2.2p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"	2	2		"T7401LS"	"L7397"	
Li	1	"497.175"	"497.1743"	"0.0010"	"8"	"6.919e+06"	AA	"1.847860"	"4.340942"	"1s2.2p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"	4	2		"T7401LS"	"L7397"	
Li	2	"503.792"	"503.7914"	"0.0010"	""	"5.3935e+07"	AAA	"69.648473"	"72.108809"	"1s.3p"	"1P*"	"1"	"1s.4s"	"1S"	"0"	3	1		"T8636c73"	"L3501"	
Li	2	""	"515.3"	"1.0"	""	"3.4292e+06"	AAA	"72.108809"	"74.5143"	"1s.4s"	"1S"	"0"	"1s.7p"	"1P*"	"1"	1	3		"T8636c73"	""	
Li	2	""	"519.917"	"0.010"	""	"6.3210e+06"	AAA	"72.144667"	"74.528693"	"1s.4p"	"3P*"	"1"	"1s.7d"	"3D"	"2"	3	5		"T8636c73"	""	
Li	2	""	"519.917"	"0.010"	""	"4.6828e+06"	AAA	"72.144617"	"74.528645"	"1s.4p"	"3P*"	"0"	"1s.7d"	"3D"	"1"	1	3		"T8636c73"	""	
Li	2	""	"519.919"	"0.010"	""	"8.4291e+06"	AAA	"72.144756"	"74.528775"	"1s.4p"	"3P*"	"2"	"1s.7d"	"3D"	"3"	5	7		"T8636c73"	""	
Li	2	""	"519.928"	"0.010"	""	"3.5121e+06"	AAA	"72.144667"	"74.528645"	"1s.4p"	"3P*"	"1"	"1s.7d"	"3D"	"1"	3	3		"T8636c73"	""	
Li	2	""	"519.937"	"0.010"	""	"2.1070e+06"	AAA	"72.144756"	"74.528693"	"1s.4p"	"3P*"	"2"	"1s.7d"	"3D"	"2"	5	5		"T8636c73"	""	
Li	2	""	"519.947"	"0.010"	""	"2.3414e+05"	AAA	"72.144756"	"74.528645"	"1s.4p"	"3P*"	"2"	"1s.7d"	"3D"	"1"	5	3		"T8636c73"	""	
Li	2	""	"532.949"	"0.010"	""	"7.6822e+05"	AAA	"72.144617"	"74.470352"	"1s.4p"	"3P*"	"0"	"1s.7s"	"3S"	"1"	1	3		"T8636c73"	""	
Li	2	""	"532.960"	"0.010"	""	"2.3047e+06"	AAA	"72.144667"	"74.470352"	"1s.4p"	"3P*"	"1"	"1s.7s"	"3S"	"1"	3	3		"T8636c73"	""	
Li	2	""	"532.980"	"0.010"	""	"3.8412e+06"	AAA	"72.144756"	"74.470352"	"1s.4p"	"3P*"	"2"	"1s.7s"	"3S"	"1"	5	3		"T8636c73"	""	
Li	2	""	"540.153"	"0.010"	""	"1.589e+06"	AA	"72.234857"	"74.529574"	"1s.4d"	"3D"	"2"	"1s.7f"	"1F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"540.17"	"0.10"	""	"9.9189e+06"	AAA	"72.234808"	"74.52943"	"1s.4d"	"3D"	"1"	"1s.7f"	"3F*"	"2"	3	5		"T8636c73"	""	
Li	2	""	"540.172"	"0.010"	""	"2.130e+05"	AA	"72.234938"	"74.529574"	"1s.4d"	"3D"	"3"	"1s.7f"	"1F*"	"3"	7	7		"T8636c73"	""	
Li	2	""	"540.19"	"0.10"	""	"8.9075e+06"	AAA	"72.234857"	"74.52943"	"1s.4d"	"3D"	"2"	"1s.7f"	"3F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"540.19"	"0.10"	""	"1.8365e+06"	AAA	"72.234857"	"74.52943"	"1s.4d"	"3D"	"2"	"1s.7f"	"3F*"	"2"	5	5		"T8636c73"	""	
Li	2	""	"540.21"	"0.10"	""	"1.0990e+06"	AAA	"72.234938"	"74.52943"	"1s.4d"	"3D"	"3"	"1s.7f"	"3F*"	"3"	7	7		"T8636c73"	""	
Li	2	""	"540.21"	"0.10"	""	"1.1808e+07"	AAA	"72.234938"	"74.52943"	"1s.4d"	"3D"	"3"	"1s.7f"	"3F*"	"4"	7	9		"T8636c73"	""	
Li	2	""	"540.21"	"0.10"	""	"5.2482e+04"	AAA	"72.234938"	"74.52943"	"1s.4d"	"3D"	"3"	"1s.7f"	"3F*"	"2"	7	5		"T8636c73"	""	
Li	2	""	"540.665"	"0.010"	""	"9.9778e+06"	AAA	"72.237031"	"74.529574"	"1s.4d"	"1D"	"2"	"1s.7f"	"1F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"540.70"	"0.10"	""	"1.796e+06"	AA	"72.237031"	"74.52943"	"1s.4d"	"1D"	"2"	"1s.7f"	"3F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"540.70"	"0.10"	""	"3.693e+02"	AA	"72.237031"	"74.52943"	"1s.4d"	"1D"	"2"	"1s.7f"	"3F*"	"2"	5	5		"T8636c73"	""	
Li	2	""	"541.091"	"0.010"	""	"5.193e+04"	AA	"72.238522"	"74.529260"	"1s.4f"	"3F*"	"3"	"1s.7d"	"1D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"541.122"	"0.010"	""	"1.3011e+05"	AAA	"72.238654"	"74.529260"	"1s.4f"	"1F*"	"3"	"1s.7d"	"1D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"541.205"	"0.010"	""	"4.2047e+02"	AAA	"72.238522"	"74.528775"	"1s.4f"	"3F*"	"2"	"1s.7d"	"3D"	"3"	5	7		"T8636c73"	""	
Li	2	""	"541.205"	"0.010"	""	"1.0369e+04"	AAA	"72.238522"	"74.528775"	"1s.4f"	"3F*"	"3"	"1s.7d"	"3D"	"3"	7	7		"T8636c73"	""	
Li	2	""	"541.205"	"0.010"	""	"1.7029e+05"	AAA	"72.238522"	"74.528775"	"1s.4f"	"3F*"	"4"	"1s.7d"	"3D"	"3"	9	7		"T8636c73"	""	
Li	2	""	"541.225"	"0.010"	""	"1.1797e+05"	AAA	"72.238522"	"74.528693"	"1s.4f"	"3F*"	"3"	"1s.7d"	"3D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"541.225"	"0.010"	""	"2.0600e+04"	AAA	"72.238522"	"74.528693"	"1s.4f"	"3F*"	"2"	"1s.7d"	"3D"	"2"	5	5		"T8636c73"	""	
Li	2	""	"541.236"	"0.010"	""	"1.8543e+05"	AAA	"72.238522"	"74.528645"	"1s.4f"	"3F*"	"2"	"1s.7d"	"3D"	"1"	5	3		"T8636c73"	""	
Li	2	""	"541.237"	"0.010"	""	"4.347e+03"	AA	"72.238654"	"74.528775"	"1s.4f"	"1F*"	"3"	"1s.7d"	"3D"	"3"	7	7		"T8636c73"	""	
Li	2	""	"541.256"	"0.010"	""	"4.686e+04"	AA	"72.238654"	"74.528693"	"1s.4f"	"1F*"	"3"	"1s.7d"	"3D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"544.3"	"1.0"	""	"7.4249e+05"	AAA	"72.237031"	"74.5143"	"1s.4d"	"1D"	"2"	"1s.7p"	"1P*"	"1"	5	3		"T8636c73"	""	
Li	2	""	"546.628"	"0.010"	""	"8.5185e+06"	AAA	"72.261724"	"74.529260"	"1s.4p"	"1P*"	"1"	"1s.7d"	"1D"	"2"	3	5		"T8636c73"	""	
Li	2	"548.355"	"548.3462"	"0.0010"	"600c"	"2.2726e+07"	AAA	"59.020815"	"61.281244"	"1s.2s"	"3S"	"1"	"1s.2p"	"3P*"	"0"	3	1		"T8636c73"	"L7397"	
Li	2	""	"548.4403"	"0.0010"	""	"2.2727e+07"	AAA	"59.020815"	"61.280856"	"1s.2s"	"3S"	"1"	"1s.2p"	"3P*"	"2"	3	5		"T8636c73"	""	
Li	2	"548.565"	"548.5086"	"0.0010"	"600c"	"2.2720e+07"	AAA	"59.020815"	"61.280575"	"1s.2s"	"3S"	"1"	"1s.2p"	"3P*"	"1"	3	3		"T8636c73"	"L7397"	
Li	2	""	"552.3"	"1.0"	""	"5.6589e+06"	AAA	"72.261724"	"74.5058"	"1s.4p"	"1P*"	"1"	"1s.7s"	"1S"	"0"	3	1		"T8636c73"	""	
Li	2	""	"565.388"	"0.010"	""	"4.5795e+06"	AAA	"71.908520"	"74.100818"	"1s.4s"	"3S"	"1"	"1s.6p"	"3P*"	"2"	3	5		"T8636c73"	""	
Li	2	""	"565.409"	"0.010"	""	"4.5797e+06"	AAA	"71.908520"	"74.100735"	"1s.4s"	"3S"	"1"	"1s.6p"	"3P*"	"1"	3	3		"T8636c73"	""	
Li	2	""	"565.421"	"0.010"	""	"4.5795e+06"	AAA	"71.908520"	"74.100687"	"1s.4s"	"3S"	"1"	"1s.6p"	"3P*"	"0"	3	1		"T8636c73"	""	
Li	1	"610.354"	"610.353"	"0.010"	"320"	"5.7138e+07"	AAA	"1.847818"	"3.878608"	"1s2.2p"	"2P*"	"1/2"	"1s2.3d"	"2D"	"3/2"	2	4		"T6505LS"	"L7397"	
Li	1	""	"610.364"	"0.010"	""	"6.8562e+07"	AAA	"1.847860"	"3.878613"	"1s2.2p"	"2P*"	"3/2"	"1s2.3d"	"2D"	"5/2"	4	6		"T6505LS"	""	
Li	1	"610.365"	"610.366"	"0.010"	"320"	"1.1427e+07"	AAA	"1.847860"	"3.878608"	"1s2.2p"	"2P*"	"3/2"	"1s2.3d"	"2D"	"3/2"	4	4		"T6505LS"	"L7397"	
Li	2	""	"615.6"	"1.0"	""	"5.1772e+06"	AAA	"72.108809"	"74.1222"	"1s.4s"	"1S"	"0"	"1s.6p"	"1P*"	"1"	1	3		"T8636c73"	""	
Li	2	""	"625.219"	"0.010"	""	"9.9176e+06"	AAA	"72.144667"	"74.127169"	"1s.4p"	"3P*"	"1"	"1s.6d"	"3D"	"2"	3	5		"T8636c73"	""	
Li	2	""	"625.219"	"0.010"	""	"7.3471e+06"	AAA	"72.144617"	"74.127121"	"1s.4p"	"3P*"	"0"	"1s.6d"	"3D"	"1"	1	3		"T8636c73"	""	
Li	2	""	"625.222"	"0.010"	""	"1.3225e+07"	AAA	"72.144756"	"74.127251"	"1s.4p"	"3P*"	"2"	"1s.6d"	"3D"	"3"	5	7		"T8636c73"	""	
Li	2	""	"625.235"	"0.010"	""	"5.5103e+06"	AAA	"72.144667"	"74.127121"	"1s.4p"	"3P*"	"1"	"1s.6d"	"3D"	"1"	3	3		"T8636c73"	""	
Li	2	""	"625.248"	"0.010"	""	"3.3058e+06"	AAA	"72.144756"	"74.127169"	"1s.4p"	"3P*"	"2"	"1s.6d"	"3D"	"2"	5	5		"T8636c73"	""	
Li	2	""	"625.263"	"0.010"	""	"3.6735e+05"	AAA	"72.144756"	"74.127121"	"1s.4p"	"3P*"	"2"	"1s.6d"	"3D"	"1"	5	3		"T8636c73"	""	
Li	2	""	"654.566"	"0.010"	""	"3.131e+06"	AA	"72.234857"	"74.128476"	"1s.4d"	"3D"	"2"	"1s.6f"	"1F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"654.595"	"0.010"	""	"4.177e+05"	AA	"72.234938"	"74.128476"	"1s.4d"	"3D"	"3"	"1s.6f"	"1F*"	"3"	7	7		"T8636c73"	""	
Li	2	""	"654.595"	"0.010"	""	"1.7365e+07"	AAA	"72.234808"	"74.128346"	"1s.4d"	"3D"	"1"	"1s.6f"	"3F*"	"2"	3	5		"T8636c73"	""	
Li	2	""	"654.611"	"0.010"	""	"3.2150e+06"	AAA	"72.234857"	"74.128346"	"1s.4d"	"3D"	"2"	"1s.6f"	"3F*"	"2"	5	5		"T8636c73"	""	
Li	2	""	"654.611"	"0.010"	""	"1.5246e+07"	AAA	"72.234857"	"74.128346"	"1s.4d"	"3D"	"2"	"1s.6f"	"3F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"654.640"	"0.010"	""	"1.8793e+06"	AAA	"72.234938"	"74.128346"	"1s.4d"	"3D"	"3"	"1s.6f"	"3F*"	"3"	7	7		"T8636c73"	""	
Li	2	""	"654.640"	"0.010"	""	"9.1879e+04"	AAA	"72.234938"	"74.128346"	"1s.4d"	"3D"	"3"	"1s.6f"	"3F*"	"2"	7	5		"T8636c73"	""	
Li	2	""	"654.640"	"0.010"	""	"2.0673e+07"	AAA	"72.234938"	"74.128346"	"1s.4d"	"3D"	"3"	"1s.6f"	"3F*"	"4"	7	9		"T8636c73"	""	
Li	2	""	"655.319"	"0.010"	""	"1.7092e+07"	AAA	"72.237031"	"74.128476"	"1s.4d"	"1D"	"2"	"1s.6f"	"1F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"655.364"	"0.010"	""	"6.461e+02"	AA	"72.237031"	"74.128346"	"1s.4d"	"1D"	"2"	"1s.6f"	"3F*"	"2"	5	5		"T8636c73"	""	
Li	2	""	"655.364"	"0.010"	""	"3.542e+06"	AA	"72.237031"	"74.128346"	"1s.4d"	"1D"	"2"	"1s.6f"	"3F*"	"3"	5	7		"T8636c73"	""	
Li	2	""	"656.006"	"0.010"	""	"9.900e+04"	AA	"72.238522"	"74.127985"	"1s.4f"	"3F*"	"3"	"1s.6d"	"1D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"656.052"	"0.010"	""	"2.4840e+05"	AAA	"72.238654"	"74.127985"	"1s.4f"	"1F*"	"3"	"1s.6d"	"1D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"656.143"	"0.010"	""	"1.3056e+06"	AAA	"72.144617"	"74.033686"	"1s.4p"	"3P*"	"0"	"1s.6s"	"3S"	"1"	1	3		"T8636c73"	""	
Li	2	""	"656.160"	"0.010"	""	"3.9167e+06"	AAA	"72.144667"	"74.033686"	"1s.4p"	"3P*"	"1"	"1s.6s"	"3S"	"1"	3	3		"T8636c73"	""	
Li	2	""	"656.191"	"0.010"	""	"6.5280e+06"	AAA	"72.144756"	"74.033686"	"1s.4p"	"3P*"	"2"	"1s.6s"	"3S"	"1"	5	3		"T8636c73"	""	
Li	2	""	"656.261"	"0.010"	""	"1.9769e+04"	AAA	"72.238522"	"74.127251"	"1s.4f"	"3F*"	"3"	"1s.6d"	"3D"	"3"	7	7		"T8636c73"	""	
Li	2	""	"656.261"	"0.010"	""	"8.0165e+02"	AAA	"72.238522"	"74.127251"	"1s.4f"	"3F*"	"2"	"1s.6d"	"3D"	"3"	5	7		"T8636c73"	""	
Li	2	""	"656.261"	"0.010"	""	"3.2466e+05"	AAA	"72.238522"	"74.127251"	"1s.4f"	"3F*"	"4"	"1s.6d"	"3D"	"3"	9	7		"T8636c73"	""	
Li	2	""	"656.290"	"0.010"	""	"2.2504e+05"	AAA	"72.238522"	"74.127169"	"1s.4f"	"3F*"	"3"	"1s.6d"	"3D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"656.290"	"0.010"	""	"3.9275e+04"	AAA	"72.238522"	"74.127169"	"1s.4f"	"3F*"	"2"	"1s.6d"	"3D"	"2"	5	5		"T8636c73"	""	
Li	2	""	"656.306"	"0.010"	""	"3.5353e+05"	AAA	"72.238522"	"74.127121"	"1s.4f"	"3F*"	"2"	"1s.6d"	"3D"	"1"	5	3		"T8636c73"	""	
Li	2	""	"656.307"	"0.010"	""	"8.289e+03"	AA	"72.238654"	"74.127251"	"1s.4f"	"1F*"	"3"	"1s.6d"	"3D"	"3"	7	7		"T8636c73"	""	
Li	2	""	"656.336"	"0.010"	""	"8.922e+04"	AA	"72.238654"	"74.127169"	"1s.4f"	"1F*"	"3"	"1s.6d"	"3D"	"2"	7	5		"T8636c73"	""	
Li	2	""	"657.5"	"1.0"	""	"1.2963e+06"	AAA	"72.237031"	"74.1222"	"1s.4d"	"1D"	"2"	"1s.6p"	"1P*"	"1"	5	3		"T8636c73"	""	
Li	2	""	"664.162"	"0.010"	""	"1.3880e+07"	AAA	"72.261724"	"74.127985"	"1s.4p"	"1P*"	"1"	"1s.6d"	"1D"	"2"	3	5		"T8636c73"	""	
Li	2	""	"664.252"	"0.010"	""	"2.3329e+04"	AAA	"72.234808"	"74.100818"	"1s.4d"	"3D"	"1"	"1s.6p"	"3P*"	"2"	3	5		"T8636c73"	""	
Li	2	""	"664.269"	"0.010"	""	"3.4986e+05"	AAA	"72.234857"	"74.100818"	"1s.4d"	"3D"	"2"	"1s.6p"	"3P*"	"2"	5	5		"T8636c73"	""	
Li	2	""	"664.281"	"0.010"	""	"5.8322e+05"	AAA	"72.234808"	"74.100735"	"1s.4d"	"3D"	"1"	"1s.6p"	"3P*"	"1"	3	3		"T8636c73"	""	
Li	2	""	"664.298"	"0.010"	""	"1.7493e+06"	AAA	"72.234857"	"74.100735"	"1s.4d"	"3D"	"2"	"1s.6p"	"3P*"	"1"	5	3		"T8636c73"	""	
Li	2	""	"664.298"	"0.010"	""	"1.9596e+06"	AAA	"72.234938"	"74.100818"	"1s.4d"	"3D"	"3"	"1s.6p"	"3P*"	"2"	7	5		"T8636c73"	""	
Li	2	""	"664.298"	"0.010"	""	"2.3329e+06"	AAA	"72.234808"	"74.100687"	"1s.4d"	"3D"	"1"	"1s.6p"	"3P*"	"0"	3	1		"T8636c73"	""	
Li	2	""	"664.452"	"0.010"	""	"1.834e+03"	AA	"72.261724"	"74.127169"	"1s.4p"	"1P*"	"1"	"1s.6d"	"3D"	"2"	3	5		"T8636c73"	""	
Li	1	"670.776"	"670.776"	"0.010"	"3600"	"3.6891e+07"	AAA	"0.000000"	"1.847860"	"1s2.2s"	"2S"	"1/2"	"1s2.2p"	"2P*"	"3/2"	2	4		"T6505LS"	"L7397"	
Li	1	"670.791"	"670.791"	"0.010"	"3600"	"3.6890e+07"	AAA	"0.000000"	"1.847818"	"1s2.2s"	"2S"	"1/2"	"1s2.2p"	"2P*"	"1/2"	2	2		"T6505LS"	"L7397"	
Li	2	""	"677.760"	"0.010"	""	"9.4930e+06"	AAA	"72.261724"	"74.090543"	"1s.4p"	"1P*"	"1"	"1s.6s"	"1S"	"0"	3	1		"T8636c73"	""	
Li	1	""	"687.308"	"0.010"	""	"2.78e+04"	B	"3.373129"	"5.176542"	"1s2.3s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"1/2"	2	2		"T5118LS"	""	
Li	1	""	"687.308"	"0.010"	""	"2.79e+04"	B	"3.373129"	"5.176542"	"1s2.3s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"3/2"	2	4		"T5118LS"	""	
Li	1	""	"713.517"	"0.010"	""	"3.59e+04"	B	"3.373129"	"5.110300"	"1s2.3s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"1/2"	2	2		"T5118LS"	""	
Li	1	""	"713.517"	"0.010"	""	"3.61e+04"	B	"3.373129"	"5.110300"	"1s2.3s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"3/2"	2	4		"T5118LS"	""	
Li	1	""	"758.245"	"0.010"	""	"4.38e+04"	B	"3.373129"	"5.007826"	"1s2.3s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"3/2"	2	4		"T5118LS"	""	
Li	1	""	"758.245"	"0.010"	""	"4.37e+04"	B	"3.373129"	"5.007826"	"1s2.3s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"1/2"	2	2		"T5118LS"	""	
Li	1	"812.623"	"812.622"	"0.010"	"48"	"1.1156e+07"	AAA	"1.847818"	"3.373129"	"1s2.2p"	"2P*"	"1/2"	"1s2.3s"	"2S"	"1/2"	2	2		"T7401LS"	"L7397"	
Li	1	"812.645"	"812.645"	"0.010"	"48"	"2.2309e+07"	AAA	"1.847860"	"3.373129"	"1s2.2p"	"2P*"	"3/2"	"1s2.3s"	"2S"	"1/2"	4	2		"T7401LS"	"L7397"	
Li	2	""	"822.591"	"0.010"	""	"6.4409e+06"	AAA	"71.908520"	"73.415346"	"1s.4s"	"3S"	"1"	"1s.5p"	"3P*"	"2"	3	5		"T8636c73"	""	
Li	2	""	"822.636"	"0.010"	""	"6.4409e+06"	AAA	"71.908520"	"73.415263"	"1s.4s"	"3S"	"1"	"1s.5p"	"3P*"	"1"	3	3		"T8636c73"	""	
Li	2	""	"822.662"	"0.010"	""	"6.4407e+06"	AAA	"71.908520"	"73.415216"	"1s.4s"	"3S"	"1"	"1s.5p"	"3P*"	"0"	3	1		"T8636c73"	""	
Li	3	""	"828.097144"	"0.000004"	""	"3.0370e+07"	AA	"(117.5562933536)"	"(119.0530999705)"	"5p"	"2P*"	"1/2"	"6d"	"2D"	"3/2"	2	4		"T8637"	""	
Li	3	""	"828.106292"	"0.000004"	""	"1.9698e+07"	AA	"(117.5563101193)"	"(119.0531002016)"	"5s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"	2	4		"T8637"	""	
Li	3	""	"828.166997"	"0.000004"	""	"7.2464e+06"	AA	"(117.5562933536)"	"(119.0529737211)"	"5p"	"2P*"	"1/2"	"6s"	"2S"	"1/2"	2	2		"T8637"	""	
Li	3	""	"828.181646"	"0.000004"	""	"1.9694e+07"	AA	"(117.5563101193)"	"(119.0529640131)"	"5s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"	2	2		"T8637"	""	
Li	3	""	"828.202072"	"0.000005"	""	"5.4714e+07"	AA	"(117.556528294)"	"(119.0531452756)"	"5d"	"2D"	"3/2"	"6f"	"2F*"	"5/2"	4	6		"T8637"	""	
Li	3	""	"828.202245"	"0.000004"	""	"3.6432e+07"	AA	"(117.5565286896)"	"(119.0531453587)"	"5p"	"2P*"	"3/2"	"6d"	"2D"	"5/2"	4	6		"T8637"	""	
Li	3	""	"828.227016"	"0.000005"	""	"7.7751e+05"	AA	"(117.556528294)"	"(119.0531002016)"	"5d"	"2D"	"3/2"	"6p"	"2P*"	"3/2"	4	4		"T8637"	""	
Li	3	""	"828.227363"	"0.000004"	""	"6.0716e+06"	AA	"(117.5565286896)"	"(119.0530999705)"	"5p"	"2P*"	"3/2"	"6d"	"2D"	"3/2"	4	4		"T8637"	""	
Li	3	""	"828.232863"	"0.000004"	""	"8.6411e+07"	AA	"(117.5566065829)"	"(119.0531679258)"	"5f"	"2F*"	"5/2"	"6g"	"2G"	"7/2"	6	8		"T8637"	""	
Li	3	""	"828.232917"	"0.000005"	""	"5.8616e+07"	AA	"(117.556606724)"	"(119.0531679697)"	"5d"	"2D"	"5/2"	"6f"	"2F*"	"7/2"	6	8		"T8637"	""	
Li	3	""	"828.245352"	"0.000005"	""	"1.5081e+05"	AA	"(117.5566065829)"	"(119.0531453587)"	"5f"	"2F*"	"5/2"	"6d"	"2D"	"5/2"	6	6		"T8637"	""	
Li	3	""	"828.245477"	"0.000005"	""	"3.9076e+06"	AA	"(117.556606724)"	"(119.0531452756)"	"5d"	"2D"	"5/2"	"6f"	"2F*"	"5/2"	6	6		"T8637"	""	
Li	3	""	"828.247003"	"0.000004"	""	"1.3034e+08"	AA	"(117.5566457216)"	"(119.05318151457)"	"5g"	"2G"	"7/2"	"6h"	"2H*"	"9/2"	8	10		"T8637"	""	
Li	3	""	"828.247029"	"0.000004"	""	"8.9607e+07"	AA	"(117.5566457954)"	"(119.0531815412)"	"5f"	"2F*"	"7/2"	"6g"	"2G"	"9/2"	8	10		"T8637"	""	
Li	3	""	"828.254500"	"0.000004"	""	"2.5601e+04"	AA	"(117.5566457216)"	"(119.0531679697)"	"5g"	"2G"	"7/2"	"6f"	"2F*"	"7/2"	8	8		"T8637"	""	
Li	3	""	"828.254565"	"0.000004"	""	"3.2002e+06"	AA	"(117.5566457954)"	"(119.0531679258)"	"5f"	"2F*"	"7/2"	"6g"	"2G"	"7/2"	8	8		"T8637"	""	
Li	3	""	"828.255001"	"0.000004"	""	"1.3330e+08"	AA	"(117.5566692492)"	"(119.05319059158)"	"5g"	"2G"	"9/2"	"6h"	"2H*"	"11/2"	10	12		"T8637"	""	
Li	3	""	"828.260025"	"0.000004"	""	"2.9621e+06"	AA	"(117.5566692492)"	"(119.05318151457)"	"5g"	"2G"	"9/2"	"6h"	"2H*"	"9/2"	10	10		"T8637"	""	
Li	3	""	"828.267055"	"0.000005"	""	"3.0161e+06"	AA	"(117.5566457954)"	"(119.0531453587)"	"5f"	"2F*"	"7/2"	"6d"	"2D"	"5/2"	8	6		"T8637"	""	
Li	3	""	"828.267060"	"0.000004"	""	"9.2164e+05"	AA	"(117.5566457216)"	"(119.0531452756)"	"5g"	"2G"	"7/2"	"6f"	"2F*"	"5/2"	8	6		"T8637"	""	
Li	3	""	"828.267521"	"0.000004"	""	"8.9603e+05"	AA	"(117.5566692492)"	"(119.0531679697)"	"5g"	"2G"	"9/2"	"6f"	"2F*"	"7/2"	10	8		"T8637"	""	
Li	3	""	"828.270423"	"0.000005"	""	"6.9969e+06"	AA	"(117.556606724)"	"(119.0531002016)"	"5d"	"2D"	"5/2"	"6p"	"2P*"	"3/2"	6	4		"T8637"	""	
Li	3	""	"828.270473"	"0.000005"	""	"3.1670e+06"	AA	"(117.5566065829)"	"(119.0530999705)"	"5f"	"2F*"	"5/2"	"6d"	"2D"	"3/2"	6	4		"T8637"	""	
Li	3	""	"828.297238"	"0.000004"	""	"1.4488e+07"	AA	"(117.5565286896)"	"(119.0529737211)"	"5p"	"2P*"	"3/2"	"6s"	"2S"	"1/2"	4	2		"T8637"	""	
Li	3	""	"828.302392"	"0.000005"	""	"7.7742e+06"	AA	"(117.556528294)"	"(119.0529640131)"	"5d"	"2D"	"3/2"	"6p"	"2P*"	"1/2"	4	2		"T8637"	""	
Li	1	""	"846.548"	"0.010"	""	"4.04e+04"	B	"3.373129"	"4.837313"	"1s2.3s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"1/2"	2	2		"T5118LS"	""	
Li	1	""	"846.548"	"0.010"	""	"4.04e+04"	B	"3.373129"	"4.837313"	"1s2.3s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"3/2"	2	4		"T5118LS"	""	
