element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
N	2	"209.686"	"209.6859"	"110"	"3.74e+07"	C+	"20.653592"	"26.564568"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.5s"	"3P*"	"1"	5	3		"T5520LS"	"L3513"	
N	3	""	"210.647"	""	"1.73e+07"	B	"38.64467"	"44.52869"	"2s2.4p"	"2P*"	"1/2"	"2s2.7s"	"2S"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"210.757"	""	"3.45e+07"	B	"38.64776"	"44.52869"	"2s2.4p"	"2P*"	"3/2"	"2s2.7s"	"2S"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"211.652"	""	"3.73e+06"	C+	"42.12296"	"47.97903"	"2s.2p.(3P*).3d"	"2F*"	"5/2"	"2s.2p.(3P*).4f"	"2F"	"7/2"	6	8		"T7192LS"	""	
N	3	"211.759"	"211.758"	"90"	"9.94e+07"	C+	"42.12296"	"47.97611"	"2s.2p.(3P*).3d"	"2F*"	"5/2"	"2s.2p.(3P*).4f"	"2F"	"5/2"	6	6		"T7192LS"	"L3513"	
N	3	"212.150"	"212.150"	"90"	"1.00e+08"	C+	"42.13671"	"47.97903"	"2s.2p.(3P*).3d"	"2F*"	"7/2"	"2s.2p.(3P*).4f"	"2F"	"7/2"	8	8		"T7192LS"	"L3513"	
N	3	""	"212.257"	""	"4.94e+06"	C+	"42.13671"	"47.97611"	"2s.2p.(3P*).3d"	"2F*"	"7/2"	"2s.2p.(3P*).4f"	"2F"	"5/2"	8	6		"T7192LS"	""	
N	2	"213.018"	"213.0180"	"110"	"2.42e+07"	B	"21.599539"	"27.418065"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.5d"	"1F*"	"3"	5	7		"T5520"	"L3513"	
N	2	""	"213.901"	""	"5.15e+01"	B	"0.00604"	"5.80055"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"5S*"	"2"	3	5		"T7333"	""	
N	3	""	"214.163"	""	"5.75e+05"	B	"40.94783"	"46.73525"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"7/2"	6	8		"T7192LS"	""	
N	2	"214.278"	"214.277"	"160"	"1.27e+02"	B	"0.01622"	"5.80055"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"5S*"	"2"	5	5		"T7333"	"L3513"	
N	3	""	"214.282"	""	"9.90e+05"	C	"39.71055"	"45.495"	"2s2.4f"	"2F*"	"5/2"	"2s2.8d"	"2D"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"214.282"	""	"4.72e+04"	D	"39.71055"	"45.495"	"2s2.4f"	"2F*"	"5/2"	"2s2.8d"	"2D"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"214.287"	""	"9.43e+05"	C	"39.71069"	"45.495"	"2s2.4f"	"2F*"	"7/2"	"2s2.8d"	"2D"	"5/2"	8	6		"T7192LS"	""	
N	3	""	"214.402"	""	"1.13e+07"	B	"40.95427"	"46.73525"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4p"	"4D"	"7/2"	8	8		"T7192LS"	""	
N	3	""	"214.411"	""	"1.05e+06"	B	"40.94356"	"46.72429"	"2s.2p.(3P*).3d"	"4F*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"214.556"	""	"1.75e+06"	B	"41.26249"	"47.03931"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"214.569"	""	"1.92e+07"	B	"40.94783"	"46.72429"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"214.656"	""	"1.57e+07"	B	"41.26516"	"47.03931"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"214.692"	""	"2.21e+07"	B	"40.94356"	"46.71671"	"2s.2p.(3P*).3d"	"4F*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"3/2"	4	4		"T7192LS"	""	
N	3	"214.731"	"214.731"	"90"	"9.84e+07"	B	"40.96313"	"46.73525"	"2s.2p.(3P*).3d"	"4F*"	"9/2"	"2s.2p.(3P*).4p"	"4D"	"7/2"	10	8		"T7192LS"	"L3513"	
N	3	""	"214.739"	""	"4.36e+06"	B	"41.26086"	"47.03276"	"2s.2p.(3P*).3d"	"4D*"	"1/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"214.785"	""	"6.97e+07"	B	"41.26864"	"47.03931"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"	8	6		"T7192LS"	""	
N	3	""	"214.799"	""	"2.79e+07"	B	"41.26249"	"47.03276"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"214.809"	""	"8.99e+07"	B	"40.95427"	"46.72429"	"2s.2p.(3P*).3d"	"4F*"	"7/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"	8	6		"T7192LS"	""	
N	3	""	"214.851"	""	"8.84e+07"	B	"40.94783"	"46.71671"	"2s.2p.(3P*).3d"	"4F*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"214.899"	""	"5.48e+07"	B	"41.26516"	"47.03276"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"214.902"	""	"1.10e+08"	B	"40.94356"	"46.71110"	"2s.2p.(3P*).3d"	"4F*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"214.945"	""	"4.35e+07"	B	"41.26086"	"47.02722"	"2s.2p.(3P*).3d"	"4D*"	"1/2"	"2s.2p.(3P*).4p"	"4P"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"215.006"	""	"4.34e+07"	B	"41.26249"	"47.02722"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"1/2"	4	2		"T7192LS"	""	
N	2	""	"215.9927"	""	"1.23e+07"	B	"21.599539"	"27.337940"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.5d"	"1D*"	"2"	5	5		"T5520"	""	
N	2	""	"219.7506"	""	"7.00e+06"	C+	"20.939965"	"26.580245"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.5s"	"3P*"	"2"	3	5		"T5520LS"	""	
N	5	""	"219.832"	""	"2.11e+07"	B	"88.02124"	"[93.65944]"	"1s2.6s"	"2S"	"1/2"	"1s2.9p"	"2P*"	"3/2"	2	4		"T3225LS"	""	
N	5	""	"219.845"	""	"2.11e+07"	B	"88.02124"	"[93.65909]"	"1s2.6s"	"2S"	"1/2"	"1s2.9p"	"2P*"	"1/2"	2	2		"T3225LS"	""	
N	2	""	"220.3632"	""	"6.94e+06"	C+	"20.939965"	"26.564568"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.5s"	"3P*"	"1"	3	3		"T5520LS"	""	
N	2	""	"220.5855"	""	"6.92e+06"	C+	"20.939965"	"26.558898"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.5s"	"3P*"	"0"	3	1		"T5520LS"	""	
N	2	"220.609"	"220.6087"	"160"	"7.04e+06"	B	"20.409133"	"26.027477"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.4d"	"1D*"	"2"	3	5		"T5520"	"L3513"	
N	3	""	"221.578"	""	"4.06e+05"	C+	"46.71110"	"52.30487"	"2s.2p.(3P*).4p"	"4D"	"1/2"	"2s.2p.(3P*).6d"	"4P*"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"221.696"	""	"4.05e+04"	D	"46.71110"	"52.30189"	"2s.2p.(3P*).4p"	"4D"	"1/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"221.801"	""	"4.05e+05"	C+	"46.71671"	"52.30487"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"221.919"	""	"2.59e+05"	C+	"46.71671"	"52.30189"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"221.937"	""	"3.88e+06"	B	"46.71110"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"1/2"	"2s.2p.(3P*).6d"	"4D*"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"221.937"	""	"1.94e+06"	B	"46.71110"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"1/2"	"2s.2p.(3P*).6d"	"4D*"	"3/2"	2	4		"T7192LS"	""	
N	4	""	"221.961"	""	"4.68e+03"	B	"16.20398"	"21.78810"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p2"	"3P"	"2"	3	5		"u24"	""	
N	3	""	"222.160"	""	"3.10e+06"	B	"46.71671"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4D*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"222.160"	""	"1.81e+06"	B	"46.71671"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4D*"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"222.160"	""	"3.87e+06"	B	"46.71671"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4D*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"222.160"	""	"1.61e+04"	D	"46.71671"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"222.220"	""	"5.07e+05"	B	"46.72429"	"52.30189"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"222.463"	""	"2.70e+06"	B	"46.72429"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4D*"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"222.463"	""	"4.42e+06"	B	"46.72429"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4D*"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"222.463"	""	"1.10e+06"	B	"46.72429"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4D*"	"7/2"	6	8		"T7192LS"	""	
N	3	""	"222.463"	""	"1.44e+05"	C+	"46.72429"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"	6	6		"T7192LS"	""	
N	4	""	"222.578"	""	"7.96e+01"	B	"16.20398"	"21.77263"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p2"	"3P"	"1"	3	3		"u24"	""	
N	3	""	"222.901"	""	"6.57e+06"	B	"46.73525"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"7/2"	"2s.2p.(3P*).6d"	"4D*"	"7/2"	8	8		"T7192LS"	""	
N	3	""	"222.901"	""	"1.46e+06"	B	"46.73525"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"7/2"	"2s.2p.(3P*).6d"	"4D*"	"5/2"	8	6		"T7192LS"	""	
N	3	""	"222.901"	""	"6.38e+05"	B	"46.73525"	"52.29582"	"2s.2p.(3P*).4p"	"4D"	"7/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"	8	6		"T7192LS"	""	
N	4	""	"222.938"	""	"1.24e+03"	B	"16.20398"	"21.76362"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p2"	"3P"	"0"	3	1		"u24"	""	
N	3	""	"223.162"	""	"3.28e+06"	B	"36.84205"	"42.39611"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s2.5d"	"2D"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"223.722"	""	"3.91e+06"	B	"36.85609"	"42.39625"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"223.728"	""	"6.51e+05"	B	"36.85609"	"42.39611"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s2.5d"	"2D"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"224.280"	""	"5.43e+07"	C+	"39.39569"	"44.92207"	"2s2.4d"	"2D"	"3/2"	"2s2.7f"	"2F*"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"224.441"	""	"3.87e+06"	C+	"39.39964"	"44.92207"	"2s2.4d"	"2D"	"5/2"	"2s2.7f"	"2F*"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"224.441"	""	"5.80e+07"	C+	"39.39964"	"44.92207"	"2s2.4d"	"2D"	"5/2"	"2s2.7f"	"2F*"	"7/2"	6	8		"T7192LS"	""	
N	3	""	"224.767"	""	"1.09e+07"	B	"33.13334"	"38.64776"	"2s2.3d"	"2D"	"3/2"	"2s2.4p"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"224.795"	""	"9.84e+07"	B	"33.13403"	"38.64776"	"2s2.3d"	"2D"	"5/2"	"2s2.4p"	"2P*"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"224.893"	""	"1.09e+08"	B	"33.13334"	"38.64467"	"2s2.3d"	"2D"	"3/2"	"2s2.4p"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"225.606"	""	"6.26e+05"	B	"38.32738"	"43.82129"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"225.616"	""	"2.51e+06"	B	"38.32738"	"43.82105"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"225.881"	""	"3.12e+06"	B	"38.33408"	"43.82129"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"225.891"	""	"1.25e+06"	B	"38.33408"	"43.82105"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"226.589"	""	"3.19e+06"	B	"41.26516"	"46.73525"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"7/2"	6	8		"T7192LS"	""	
N	3	""	"226.733"	""	"1.91e+07"	B	"41.26864"	"46.73525"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4p"	"4D"	"7/2"	8	8		"T7192LS"	""	
N	3	""	"226.932"	""	"5.20e+06"	B	"41.26249"	"46.72429"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"227.044"	""	"1.28e+07"	B	"41.26516"	"46.72429"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"227.180"	""	"5.55e+06"	B	"41.26086"	"46.71671"	"2s.2p.(3P*).3d"	"4D*"	"1/2"	"2s.2p.(3P*).4p"	"4D"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"227.188"	""	"4.22e+06"	B	"41.26864"	"46.72429"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"	8	6		"T7192LS"	""	
N	3	""	"227.247"	""	"8.87e+06"	B	"41.26249"	"46.71671"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"227.359"	""	"7.75e+06"	B	"41.26516"	"46.71671"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"227.414"	""	"1.11e+07"	B	"41.26086"	"46.71110"	"2s.2p.(3P*).3d"	"4D*"	"1/2"	"2s.2p.(3P*).4p"	"4D"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"227.482"	""	"1.11e+07"	B	"41.26249"	"46.71110"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"1/2"	4	2		"T7192LS"	""	
N	2	""	"228.3639"	""	"7.66e+06"	C+	"21.152682"	"26.580245"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5s"	"3P*"	"2"	3	5		"T5520LS"	""	
N	2	""	"228.5304"	""	"3.55e+05"	C	"20.646058"	"26.069666"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4d"	"3D*"	"2"	3	5		"T5520LS"	""	
N	2	""	"228.6618"	""	"2.64e+05"	C	"20.653592"	"26.074085"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"3"	5	7		"T5520LS"	""	
N	2	""	"228.6675"	""	"1.77e+06"	C+	"20.646058"	"26.066417"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4d"	"3D*"	"1"	3	3		"T5520LS"	""	
N	2	"228.669"	"228.6687"	"160"	"2.29e+07"	C+	"21.159916"	"26.580245"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.5s"	"3P*"	"2"	5	5		"T5520LS"	"L3513"	
N	2	"228.844"	"228.8405"	"110"	"1.01e+07"	C+	"21.148308"	"26.564568"	"2s2.2p.3p"	"3P"	"0"	"2s2.2p.5s"	"3P*"	"1"	1	3		"T5520LS"	"L3513"	
N	2	""	"228.8483"	""	"1.64e+06"	C+	"20.653592"	"26.069666"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"2"	5	5		"T5520LS"	""	
N	2	""	"228.9857"	""	"5.89e+05"	C	"20.653592"	"26.066417"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"1"	5	3		"T5520LS"	""	
N	2	""	"229.0255"	""	"7.59e+06"	C+	"21.152682"	"26.564568"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5s"	"3P*"	"1"	3	3		"T5520LS"	""	
N	2	""	"229.1660"	""	"2.09e+06"	C+	"20.665518"	"26.074085"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3D*"	"3"	7	7		"T5520LS"	""	
N	2	""	"229.2657"	""	"3.03e+07"	C+	"21.152682"	"26.558898"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5s"	"3P*"	"0"	3	1		"T5520LS"	""	
N	2	""	"229.3320"	""	"1.26e+07"	C+	"21.159916"	"26.564568"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.5s"	"3P*"	"1"	5	3		"T5520LS"	""	
N	2	""	"229.3534"	""	"3.66e+05"	C	"20.665518"	"26.069666"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3D*"	"2"	7	5		"T5520LS"	""	
N	3	""	"230.161"	""	"2.55e+07"	B	"46.91969"	"52.30487"	"2s.2p.(3P*).4p"	"4S"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"230.289"	""	"2.55e+07"	B	"46.91969"	"52.30189"	"2s.2p.(3P*).4p"	"4S"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"230.549"	""	"2.54e+07"	B	"46.91969"	"52.29582"	"2s.2p.(3P*).4p"	"4S"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"231.460"	""	"7.03e+06"	B	"41.68434"	"47.03931"	"2s.2p.(3P*).3d"	"4P*"	"5/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"	6	6		"T7192LS"	""	
N	5	""	"231.623"	""	"4.99e+07"	B	"88.33534"	"93.6866"	"1s2.6p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"5/2"	4	6		"T3225LS"	""	
N	2	"231.649"	"231.6489"	"220"	"1.75e+07"	C+	"20.653592"	"26.004194"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3F*"	"3"	5	7		"T5520LS"	"L3513"	
N	2	"231.669"	"231.6680"	"160"	"1.65e+07"	C+	"20.646058"	"25.996219"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4d"	"3F*"	"2"	3	5		"T5520LS"	"L3513"	
N	2	"231.705"	"231.7039"	"285"	"1.97e+07"	C+	"20.665518"	"26.014849"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3F*"	"4"	7	9		"T5520LS"	"L3513"	
