element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Sc	3	"201.0420"	"0.0010"	"201.0420"	"0.0010"	"60"	"1.10e+09"	C	"7.758705"	"13.923791"	"3p6.4p"	"2P*"	"3/2"	"3p6.4d"	"2D"	"5/2"	4	6		"T2886LS"	"L1891"	
Sc	3	"201.2256"	"0.0010"	"201.2255"	"0.0010"	"50"	"1.8e+08"	D	"7.758705"	"13.918171"	"3p6.4p"	"2P*"	"3/2"	"3p6.4d"	"2D"	"3/2"	4	4		"T2886LS"	"L1891"	
Sc	2	"206.4255"	"0.0010"	"206.4256"	"0.0010"	"6"	"2.2e+08"	E	"3.491540"	"9.49586"	"3p6.3d.4p"	"3D*"	"3"	"3p6.4p2"	"3P"	"2"	7	5		"T2757"	"L5141"	
Sc	2	"206.8041"	"0.0010"	"206.8041"	"0.0010"	"5"	"2.0e+08"	E	"3.474197"	"9.46753"	"3p6.3d.4p"	"3D*"	"2"	"3p6.4p2"	"3P"	"1"	5	3		"T2757"	"L5141"	
Sc	3	"209.6270"	"0.0010"	"209.6271"	"0.0010"	"1"	"2.0e+07"	E	"15.883259"	"21.795893"	"3p6.5p"	"2P*"	"1/2"	"3p6.8s"	"2S"	"1/2"	2	2		"T2886LS"	"L1891"	
Sc	3	"210.4042"	"0.0010"	"210.4038"	"0.0010"	"2"	"3.8e+07"	D	"15.905084"	"21.795893"	"3p6.5p"	"2P*"	"3/2"	"3p6.8s"	"2S"	"1/2"	4	2		"T2886LS"	"L1891"	
Sc	3	"211.1268"	"0.0010"	"211.1268"	"0.0010"	"2"	"2.1e+07"	D	"15.883259"	"21.753899"	"3p6.5p"	"2P*"	"1/2"	"3p6.7d"	"2D"	"3/2"	2	4		"T2886LS"	"L1891"	
Sc	1	"211.28464"	"0.00006"	"211.28467"	"0.00004"	"7g"	"3.2e+06"	C	"0.00000000"	"5.8662536"	"3d.4s2"	"2D"	"3/2"	"3d2.(3F).5p"	"2D*"	"5/2"	4	6		"T3038"	"L2110,L4189c12"	
Sc	1	"211.66506"	"0.00006"	"211.66505"	"0.00004"	"9g"	"2.0e+07"	C	"0.00000000"	"5.8557128"	"3d.4s2"	"2D"	"3/2"	"3d2.(3F).5p"	"2D*"	"3/2"	4	4		"T3038"	"L2110,L4189c12"	
Sc	3	"211.8854"	"0.0010"	"211.8853"	"0.0010"	"5"	"2.4e+07"	D	"15.905084"	"21.754709"	"3p6.5p"	"2P*"	"3/2"	"3p6.7d"	"2D"	"5/2"	4	6		"T2886LS"	"L1891"	
Sc	3	"211.9158"	"0.0010"	"211.9147"	"0.0010"	"1"	"4.1e+06"	E	"15.905084"	"21.753899"	"3p6.5p"	"2P*"	"3/2"	"3p6.7d"	"2D"	"3/2"	4	4		"T2886LS"	"L1891"	
Sc	1	"212.03919"	"0.00006"	"212.03916"	"0.00004"	"9g"	"2.0e+07"	C	"0.0208711"	"5.8662536"	"3d.4s2"	"2D"	"5/2"	"3d2.(3F).5p"	"2D*"	"5/2"	6	6		"T3038"	"L2110,L4189c12"	
Sc	2	"223.2905"	"0.0010"	"223.2905"	"0.0010"	"5"	"7.8e+07"	D	"1.356952"	"6.907824"	"3p6.3d2"	"1D"	"2"	"3p6.4s.4p"	"1P*"	"1"	5	3		"u2"	"L5141"	
Sc	1	"226.2292"	"0.0002"	"226.22920"	"0.00009"	"6g"	"5.8e+06"	C	"0.00000000"	"5.478773"	"3d.4s2"	"2D"	"3/2"	"3d2.(3P).4p"	"2P*"	"3/2"	4	4		"T3038"	"L4189c12"	
Sc	1	"226.6594"	"0.0002"	"226.65935"	"0.00010"	"9g"	"4.8e+07"	C	"0.00000000"	"5.468376"	"3d.4s2"	"2D"	"3/2"	"3d2.(3P).4p"	"2P*"	"1/2"	4	2		"T3038"	"L4189c12"	
Sc	1	"227.0944"	"0.0002"	"227.09438"	"0.00009"	"9g"	"4.6e+07"	C	"0.0208711"	"5.478773"	"3d.4s2"	"2D"	"5/2"	"3d2.(3P).4p"	"2P*"	"3/2"	6	4		"T3038"	"L4189c12"	
Sc	2	"227.3109"	"0.0010"	"227.3110"	"0.0010"	"11"	"7.7e+08"	D	"1.455123"	"6.907824"	"3p6.4s2"	"1S"	"0"	"3p6.4s.4p"	"1P*"	"1"	1	3		"u2"	"L5141"	
Sc	1	"228.0833"	"0.0002"	"228.08321"	"0.00009"	"9g"	"2.8e+07"	C	"0.00000000"	"5.4342420"	"3d.4s2"	"2D"	"3/2"	"3d2.(1G).4p"	"2F*"	"5/2"	4	6		"T3038"	"L4189c12"	
Sc	1	"228.9628"	"0.0003"	"228.96266"	"0.00009"	"2g"	"4.1e+06"	C	"0.0208711"	"5.4342420"	"3d.4s2"	"2D"	"5/2"	"3d2.(1G).4p"	"2F*"	"5/2"	6	6		"T3038"	"L4189c12"	
Sc	3	"230.7822"	"0.0010"	"230.7822"	"0.0010"	"5"	"1.7e+06"	E	"13.918171"	"19.288866"	"3p6.4d"	"2D"	"3/2"	"3p6.6p"	"2P*"	"3/2"	4	4		"T2886LS"	"L1891"	
Sc	3	"231.0239"	"0.0010"	"231.0239"	"0.0010"	"7"	"1.6e+07"	E	"13.923791"	"19.288866"	"3p6.4d"	"2D"	"5/2"	"3p6.6p"	"2P*"	"3/2"	6	4		"T2886LS"	"L1891"	
Sc	1	"231.1291"	"0.0003"	"231.12912"	"0.00008"	"4g"	"4.1e+06"	C	"0.00000000"	"5.3626336"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(1D).5p"	"2D*"	"5/2"	4	6		"T3038"	"L4189c12"	
Sc	3	"231.2382"	"0.0010"	"231.2382"	"0.0010"	"6"	"1.7e+07"	E	"13.918171"	"19.278276"	"3p6.4d"	"2D"	"3/2"	"3p6.6p"	"2P*"	"1/2"	4	2		"T2886LS"	"L1891"	
Sc	1	"231.5687"	"0.0003"	"231.56881"	"0.00010"	"5g"	"2.5e+07"	C	"0.00000000"	"5.352452"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(1D).5p"	"2D*"	"3/2"	4	4		"T3038"	"L4189c12"	
Sc	1	"232.0321"	"0.0003"	"232.03226"	"0.00008"	"5g"	"2.4e+07"	C	"0.0208711"	"5.3626336"	"3d.4s2"	"2D"	"5/2"	"3d.4s.(1D).5p"	"2D*"	"5/2"	6	6		"T3038"	"L4189c12"	
Sc	1	"232.4753"	"0.0003"	"232.47540"	"0.00010"	"4g"	"4.1e+06"	C	"0.0208711"	"5.352452"	"3d.4s2"	"2D"	"5/2"	"3d.4s.(1D).5p"	"2D*"	"3/2"	6	4		"T3038"	"L4189c12"	
Sc	1	"232.8186"	"0.0003"	"232.81826"	"0.00013"	"5g"	"4.6e+06"	C	"0.00000000"	"5.323730"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(1D).5p"	"2F*"	"5/2"	4	6		"T3038"	"L4189c12"	
Sc	1	"233.4671"	"0.0003"	"233.46709"	"0.00010"	"5g"	"1.7e+07"	C	"0.00000000"	"5.308936"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(1D).5p"	"2P*"	"1/2"	4	2		"T3038"	"L4189c12"	
Sc	1	"233.5165"	"0.0003"	"233.51615"	"0.00008"	"5g"	"3.6e+06"	C	"0.0208711"	"5.328692"	"3d.4s2"	"2D"	"5/2"	"3d.4s.(1D).5p"	"2F*"	"7/2"	6	8		"T3038"	"L4189c12"	
Sc	1	"233.6806"	"0.0003"	"233.68028"	"0.00009"	"4g"	"3.7e+06"	C	"0.00000000"	"5.3040932"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(1D).5p"	"2P*"	"3/2"	4	4		"T3038"	"L4189c12"	
Sc	1	"234.6034"	"0.0003"	"234.60350"	"0.00009"	"5g"	"1.3e+07"	C	"0.0208711"	"5.3040932"	"3d.4s2"	"2D"	"5/2"	"3d.4s.(1D).5p"	"2P*"	"3/2"	6	4		"T3038"	"L4189c12"	
Sc	1	"242.86573"	"0.00020"	"242.86582"	"0.00008"	"5g"	"2.07e+06"	C	"0.00000000"	"5.1035003"	"3d.4s2"	"2D"	"3/2"	"3d2.(3P).4p"	"2D*"	"5/2"	4	6		"T7574"	"L2110,L4189c12"	
Sc	1	"242.91943"	"0.00020"	"242.91948"	"0.00008"	"5g"	"2.82e+07"	C	"0.00000000"	"5.1023730"	"3d.4s2"	"2D"	"3/2"	"3d2.(3P).4p"	"2D*"	"3/2"	4	4		"T7574"	"L2110,L4189c12"	
Sc	1	"243.86312"	"0.00020"	"243.86319"	"0.00008"	"5g"	"2.10e+07"	C	"0.0208711"	"5.1035003"	"3d.4s2"	"2D"	"5/2"	"3d2.(3P).4p"	"2D*"	"5/2"	6	6		"T7574"	"L2110,L4189c12"	
Sc	1	"243.91705"	"0.00015"	"243.91729"	"0.00008"	"5g"	"2.17e+06"	C	"0.0208711"	"5.1023730"	"3d.4s2"	"2D"	"5/2"	"3d2.(3P).4p"	"2D*"	"3/2"	6	4		"T7574"	"L2110,L4189c12"	
Sc	3	"245.552"	"0.010"	"245.5492"	"0.0010"	"1"	"1.0e+06"	E	"14.241133"	"19.288866"	"3p6.5s"	"2S"	"1/2"	"3p6.6p"	"2P*"	"3/2"	2	4		"T2886LS"	"L1891"	
Sc	3	""	""	"246.0655"	"0.0010"	""	"1.0e+06"	E	"14.241133"	"19.278276"	"3p6.5s"	"2S"	"1/2"	"3p6.6p"	"2P*"	"1/2"	2	2		"T2886LS"	""	
Sc	1	"246.26715"	"0.00015"	"246.26722"	"0.00009"	"4g"	"2.08e+06"	C	"0.00000000"	"5.0330168"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(3D).5p"	"2P*"	"3/2"	4	4		"T7574"	"L2110,L4189c12"	
Sc	1	"246.8403"	"0.0003"	"246.84079"	"0.00012"	"5g"	"4.88e+06"	C	"0.00000000"	"5.021323"	"3d.4s2"	"2D"	"3/2"	"3d.4s.(3D).5p"	"2P*"	"1/2"	4	2		"T7574"	"L4189c12"	
Sc	1	"247.29283"	"0.00020"	"247.29278"	"0.00009"	"5g"	"2.92e+06"	C	"0.0208711"	"5.0330168"	"3d.4s2"	"2D"	"5/2"	"3d.4s.(3D).5p"	"2P*"	"3/2"	6	4		"T7574"	"L2110,L4189c12"	
Sc	2	"254.0824"	"0.0010"	"254.0822"	"0.0010"	"3g"	"2.6e+06"	B'	"0.000000"	"4.878223"	"3p6.3d.4s"	"3D"	"1"	"3p6.4s.4p"	"3P*"	"2"	3	5		"T5448"	"L5141"	
Sc	2	"254.5196"	"0.0010"	"254.5203"	"0.0010"	"8g"	"4.0e+07"	A'	"0.008396"	"4.878223"	"3p6.3d.4s"	"3D"	"2"	"3p6.4s.4p"	"3P*"	"2"	5	5		"T5448"	"L5141"	
Sc	2	"255.2350"	"0.0010"	"255.2354"	"0.0010"	"10g"	"2.21e+08"	A'	"0.022039"	"4.878223"	"3p6.3d.4s"	"3D"	"3"	"3p6.4s.4p"	"3P*"	"2"	7	5		"T5448"	"L5141"	
Sc	2	"255.5789"	"0.0010"	"255.5795"	"0.0010"	"8g"	"6.9e+07"	B+	"0.000000"	"4.849647"	"3p6.3d.4s"	"3D"	"1"	"3p6.4s.4p"	"3P*"	"1"	3	3		"T5448"	"L5141"	
Sc	2	"256.0232"	"0.0010"	"256.0228"	"0.0010"	"10g"	"2.01e+08"	A'	"0.008396"	"4.849647"	"3p6.3d.4s"	"3D"	"2"	"3p6.4s.4p"	"3P*"	"1"	5	3		"T5448"	"L5141"	
Sc	2	"256.3192"	"0.0010"	"256.3190"	"0.0010"	"8g"	"2.70e+08"	B+	"0.000000"	"4.835657"	"3p6.3d.4s"	"3D"	"1"	"3p6.4s.4p"	"3P*"	"0"	3	1		"T5448"	"L5141"	
Sc	2	"261.1194"	"0.0010"	"261.1186"	"0.0010"	"7"	"2.2e+08"	E	"3.233674"	"7.980451"	"3p6.3d.4p"	"1D*"	"2"	"3p6.3d.4d"	"1D"	"2"	5	5		"T2757"	"L5141"	
Sc	3	"262.7334"	"0.0010"	"262.7334"	"0.0010"	"1"	"3.5e+07"	D	"15.883259"	"20.600864"	"3p6.5p"	"2P*"	"1/2"	"3p6.7s"	"2S"	"1/2"	2	2		"T2886LS"	"L1891"	
Sc	3	"263.9546"	"0.0010"	"263.9546"	"0.0010"	"2"	"6.9e+07"	D	"15.905084"	"20.600864"	"3p6.5p"	"2P*"	"3/2"	"3p6.7s"	"2S"	"1/2"	4	2		"T2886LS"	"L1891"	
Sc	3	"266.6907"	"0.0010"	"266.6910"	"0.0010"	"6"	"4.8e+07"	D	"15.883259"	"20.530860"	"3p6.5p"	"2P*"	"1/2"	"3p6.6d"	"2D"	"3/2"	2	4		"T2886LS"	"L1891"	
Sc	2	"266.7699"	"0.0010"	"266.7705"	"0.0010"	"3*"	"1.5e+08"	E	"4.849647"	"9.49586"	"3p6.4s.4p"	"3P*"	"1"	"3p6.4p2"	"3P"	"2"	3	5		"T2757"	"L5141"	
Sc	3	"267.8725"	"0.0010"	"267.8722"	"0.0010"	"8"	"5.6e+07"	D	"15.905084"	"20.532191"	"3p6.5p"	"2P*"	"3/2"	"3p6.6d"	"2D"	"5/2"	4	6		"T2886LS"	"L1891"	
Sc	3	"267.9493"	"0.0010"	"267.9494"	"0.0010"	"1"	"9.5e+06"	D	"15.905084"	"20.530860"	"3p6.5p"	"2P*"	"3/2"	"3p6.6d"	"2D"	"3/2"	4	4		"T2886LS"	"L1891"	
Sc	1	"269.27735"	"0.00015"	"269.27730"	"0.00012"	"6g"	"1.61e+07"	C+	"0.00000000"	"4.6029653"	"3d.4s2"	"2D"	"3/2"	"3d2.(1D).4p"	"2P*"	"1/2"	4	2		"T5448"	"L2110,L4189c12"	
Sc	1	"269.56345"	"0.00015"	"269.56339"	"0.00009"	"5g"	"6.0e+05"	C+	"0.00000000"	"4.5980805"	"3d.4s2"	"2D"	"3/2"	"3d2.(1D).4p"	"2P*"	"3/2"	4	4		"T5448"	"L2110,L4189c12"	
Sc	1	"269.9016"	"0.0002"	"269.90154"	"0.00010"	"6g"	"2.4e+06"	B	"0.00000000"	"4.5923200"	"3d.4s2"	"2D"	"3/2"	"3d2.(1D).4p"	"2D*"	"5/2"	4	6		"T5448"	"L2110,L4189c12"	
Sc	3	"269.9067"	"0.0010"	"269.9066"	"0.0010"	"350"	"3.43e+08"	C	"3.166472"	"7.758705"	"3p6.4s"	"2S"	"1/2"	"3p6.4p"	"2P*"	"3/2"	2	4		"T1256LS"	"L1891"	
Sc	1	"270.67365"	"0.00015"	"270.67371"	"0.00008"	"6g"	"3.1e+07"	B	"0.00000000"	"4.5792199"	"3d.4s2"	"2D"	"3/2"	"3d2.(1D).4p"	"2D*"	"3/2"	4	4		"T5448"	"L2110,L4189c12"	
Sc	1	"270.79255"	"0.00015"	"270.79261"	"0.00009"	"6g"	"1.49e+07"	C+	"0.0208711"	"4.5980805"	"3d.4s2"	"2D"	"5/2"	"3d2.(1D).4p"	"2P*"	"3/2"	6	4		"T5448"	"L2110,L4189c12"	
Sc	1	"271.1338"	"0.0002"	"271.13385"	"0.00010"	"6g"	"3.2e+07"	B	"0.0208711"	"4.5923200"	"3d.4s2"	"2D"	"5/2"	"3d2.(1D).4p"	"2D*"	"5/2"	6	6		"T5448"	"L2110,L4189c12"	
Sc	1	"271.7053"	"0.0004"	"271.70555"	"0.00012"	"5g"	"3.58e+06"	C	"0.00000000"	"4.5618306"	"3d.4s2"	"2D"	"3/2"	"3d2.(3P).4p"	"4D*"	"3/2"	4	4		"T7574"	"L4189c12"	
Sc	1	"271.9129"	"0.0002"	"271.91310"	"0.00009"	"5g"	"3.9e+05"	C+	"0.0208711"	"4.5792199"	"3d.4s2"	"2D"	"5/2"	"3d2.(1D).4p"	"2D*"	"3/2"	6	4		"T5448"	"L2110,L4189c12"	
Sc	1	"272.4594"	"0.0004"	"272.45923"	"0.00010"	"5g"	"1.57e+06"	C	"0.0208711"	"4.5700835"	"3d.4s2"	"2D"	"5/2"	"3d2.(3P).4p"	"4D*"	"5/2"	6	6		"T7574"	"L4189c12"	
