element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ba	2	"426.79199"	"0.00010"	"426.7923+"	"8"	"3.1e+07"	D	"5.9833059"	"8.8875126u"	"4f"	"2F*"	"5/2"	"7g"	"2G"	"7/2"	6	8		"T3225,T7387"	"L9224"	
Ba	1	"428.30973"	"0.00010"	"428.3097+"	"530"	"6.4e+07"	E	"1.4128433"	"4.3067614"	"6s.5d"	"1D"	"2"	"6s.4f"	"1F*"	"3"	5	7		"T4515"	"L9224"	
Ba	2	"428.780"	"0.010"	"428.7794+"	""	"2.4e+06"	E	"6.1235575"	"9.014306"	"7p"	"2P*"	"1/2"	"11s"	"2S"	"1/2"	2	2		"T4515"	"L6094"	
Ba	2	"430.92662"	"0.00010"	"430.9265+"	"4*"	"3.1e+07"	D	"6.0111671"	"8.8875126u"	"4f"	"2F*"	"7/2"	"7g"	"2G"	"9/2"	8	10		"T3225,T7387"	"L9224"	
Ba	2	"430.92662"	"0.00010"	"430.9265+"	"4*"	"1.1e+07"	D	"6.0111671"	"8.8875126u"	"4f"	"2F*"	"7/2"	"7g"	"2G"	"7/2"	8	8		"T3225,T7387"	"L9224"	
Ba	1	"432.30031"	"0.00010"	"432.3003+"	"61"	"8.8e+06"	C+	"1.5667416"	"4.4339461"	"6s.6p"	"3P*"	"1"	"6s.7d"	"1D"	"2"	3	5		"T5495"	"L9224"	
Ba	1	"432.51085"	"0.00010"	"432.5108+"	"18"	"7.1e+06"	E	"1.6756148"	"4.5414238"	"6s.6p"	"3P*"	"2"	"5d.6d"	"3D"	"3"	5	7		"T4515"	"L9224"	
Ba	2	"432.573"	"0.010"	"432.5726+"	""	"5.65e+06"	B	"6.2006159"	"9.066016"	"7p"	"2P*"	"3/2"	"10d"	"2D"	"5/2"	4	6		"T3225,T7387"	"L6094"	
Ba	2	"432.962"	"0.010"	"432.9617+"	""	"9.39e+05"	B	"6.2006159"	"9.063441"	"7p"	"2P*"	"3/2"	"10d"	"2D"	"3/2"	4	4		"T3225,T7387"	"L6094"	
Ba	1	"433.29146"	"0.00010"	"433.2915+"	"39"	"1.5e+07"	E	"1.5667416"	"4.4273876"	"6s.6p"	"3P*"	"1"	"6s.7d"	"3D"	"1"	3	3		"T4515"	"L9224"	
Ba	1	"435.03255"	"0.00010"	"435.0326+"	"271"	"6.0e+07"	E	"1.5667416"	"4.4159389"	"6s.6p"	"3P*"	"1"	"6s.7d"	"3D"	"2"	3	5		"T4515"	"L9224"	
Ba	1	"440.25386"	"0.00010"	"440.2538+"	"273"	"2.7e+07"	C	"1.5667416"	"4.3821487"	"6s.6p"	"3P*"	"1"	"6p2"	"3P"	"2"	3	5		"T5429"	"L9224"	
Ba	2	"440.523"	"0.010"	"440.5225+"	""	"3.9e+06"	E	"6.2006159"	"9.014306"	"7p"	"2P*"	"3/2"	"11s"	"2S"	"1/2"	4	2		"T4515"	"L6094"	
Ba	1	"440.68319"	"0.00010"	"440.6832+"	"29"	"1.0e+07"	E	"1.6756148"	"4.4882791"	"6s.6p"	"3P*"	"2"	"5d.6d"	"3D"	"2"	5	5		"T4515"	"L9224"	
Ba	1	"443.18943"	"0.00010"	"443.1894+"	"374"	"1.2e+08"	E	"1.5207932"	"4.3175521"	"6s.6p"	"3P*"	"0"	"6p2"	"3P"	"1"	1	3		"T4515"	"L9224"	
Ba	1	"446.70914"	"0.00010"	"446.7091+"	"30"	"6.6e+06"	E	"1.6756148"	"4.4503378"	"6s.6p"	"3P*"	"2"	"5d.6d"	"3G"	"3"	5	7		"T4515"	"L9224"	
Ba	1	"448.8980"	"0.0010"	"448.8980+"	"234"	"2.8e+07"	C+	"1.6756148"	"4.4368084"	"6s.6p"	"3P*"	"2"	"6s.7d"	"3D"	"3"	5	7		"T5495"	"L9224"	
Ba	1	"449.3638"	"0.0010"	"449.3638+"	"137"	"2.0e+07"	C+	"1.6756148"	"4.4339461"	"6s.6p"	"3P*"	"2"	"6s.7d"	"1D"	"2"	5	5		"T5495"	"L9224"	
Ba	1	"450.5924"	"0.0010"	"450.5924+"	"209"	"1.1e+08"	E	"1.5667416"	"4.3175521"	"6s.6p"	"3P*"	"1"	"6p2"	"3P"	"1"	3	3		"T4515"	"L9224"	
Ba	2	"450.963"	"0.010"	"450.9625+"	""	"1.2e+06"	E	"6.0111671"	"8.7597198"	"4f"	"2F*"	"7/2"	"9d"	"2D"	"5/2"	8	6		"T4515"	"L6094"	
Ba	1	"452.3167"	"0.0010"	"452.3167+"	"327"	"9.6e+07"	E	"1.6756148"	"4.4159389"	"6s.6p"	"3P*"	"2"	"6s.7d"	"3D"	"2"	5	5		"T4515"	"L9224"	
Ba	2	"452.4926"	"0.0010"	"452.4926+"	"188"	"6.63e+07"	B	"2.5121134"	"5.2513724"	"6p"	"2P*"	"1/2"	"7s"	"2S"	"1/2"	2	2		"T3225,T7387"	"L9224"	
Ba	2	"455.4033"	"0.0010"	"455.4033+"	"9300"	"1.11e+08"	B	"0.0000000"	"2.7217512"	"6s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"	2	4		"T5855"	"L9224"	
Ba	1	"457.3853"	"0.0010"	"457.3853+"	"230"	"1.21e+08"	B	"1.5667416"	"4.2766990"	"6s.6p"	"3P*"	"1"	"6p2"	"3P"	"0"	3	1		"T5429"	"L9224"	
Ba	1	"457.9638"	"0.0010"	"457.9638+"	"580"	"7.0e+07"	C+	"1.6756148"	"4.3821487"	"6s.6p"	"3P*"	"2"	"6p2"	"3P"	"2"	5	5		"T5429"	"L9224"	
Ba	1	"459.1824"	"0.0010"	"459.1824+"	"28"	"1.6e+06"	E	"1.1425765"	"3.8419281"	"6s.5d"	"3D"	"2"	"6s.7p"	"3P*"	"2"	5	5		"T4515"	"L9224"	
Ba	1	"459.9717"	"0.0010"	"459.9717+"	"108"	"4.1e+07"	B+	"1.5667416"	"4.2614611"	"6s.6p"	"3P*"	"1"	"6s.8s"	"1S"	"0"	3	1		"T5429"	"L9224"	
Ba	1	"460.4983"	"0.0010"	"460.4983+"	"28"	"7.7e+06"	E	"1.1200690"	"3.8117070"	"6s.5d"	"3D"	"1"	"6s.7p"	"3P*"	"0"	3	1		"T4515"	"L9224"	
Ba	1	"461.9920"	"0.0010"	"461.9920+"	"40"	"2.7e+06"	C+	"1.5207932"	"4.2037286"	"6s.6p"	"3P*"	"0"	"6s.8s"	"3S"	"1"	1	3		"T5495"	"L9224"	
Ba	1	"462.8331"	"0.0010"	"462.8331+"	"63"	"6.0e+06"	E	"1.1425765"	"3.8206366"	"6s.5d"	"3D"	"2"	"6s.7p"	"3P*"	"1"	5	3		"T4515"	"L9224"	
Ba	1	"467.3619"	"0.0010"	"467.3619+"	"133"	"6.5e+06"	E	"1.1898185"	"3.8419281"	"6s.5d"	"3D"	"3"	"6s.7p"	"3P*"	"2"	7	5		"T4515"	"L9224"	
Ba	1	"469.1614"	"0.0010"	"469.1614+"	"306"	"1.6e+08"	E	"1.6756148"	"4.3175521"	"6s.6p"	"3P*"	"2"	"6p2"	"3P"	"1"	5	3		"T4515"	"L9224"	
Ba	1	"470.0422"	"0.0010"	"470.0422+"	"80"	"6.1e+06"	C+	"1.5667416"	"4.2037286"	"6s.6p"	"3P*"	"1"	"6s.8s"	"3S"	"1"	3	3		"T5495"	"L9224"	
Ba	2	"470.894"	"0.010"	"470.8904+"	""	"8.47e+06"	B	"6.1235575"	"8.7557947"	"7p"	"2P*"	"1/2"	"9d"	"2D"	"3/2"	2	4		"T3225,T7387"	"L6094"	
Ba	1	"472.6434"	"0.0010"	"472.6434+"	"371"	"3.3e+07"	C	"1.4128433"	"4.0353178"	"6s.5d"	"1D"	"2"	"6s.7p"	"1P*"	"1"	5	3		"T5037"	"L9224"	
Ba	2	"484.346"	"0.010"	"484.3475+"	""	"9.34e+06"	B	"6.2006159"	"8.7597198"	"7p"	"2P*"	"3/2"	"9d"	"2D"	"5/2"	4	6		"T3225,T7387"	"L6094"	
Ba	2	"484.714"	"0.010"	"484.7187+"	""	"3.5e+06"	C+	"6.1235575"	"8.6807021"	"7p"	"2P*"	"1/2"	"10s"	"2S"	"1/2"	2	2		"T3225,T7387"	"L6094"	
Ba	2	"485.084"	"0.010"	"485.0916+"	""	"1.55e+06"	B	"6.2006159"	"8.7557947"	"7p"	"2P*"	"3/2"	"9d"	"2D"	"3/2"	4	4		"T3225,T7387"	"L6094"	
Ba	2	"489.9927"	"0.0010"	"489.9927+"	"273"	"1.04e+08"	B	"2.7217512"	"5.2513724"	"6p"	"2P*"	"3/2"	"7s"	"2S"	"1/2"	4	2		"T3225,T7387"	"L9224"	
Ba	1	"490.2848"	"0.0010"	"490.2848+"	"63"	"5.4e+06"	C+	"1.6756148"	"4.2037286"	"6s.6p"	"3P*"	"2"	"6s.8s"	"3S"	"1"	5	3		"T5495"	"L9224"	
Ba	2	"493.4077"	"0.0010"	"493.4077+"	"6900"	"9.53e+07"	B	"0.0000000"	"2.5121134"	"6s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"	2	2		"T5855"	"L9224"	
Ba	2	"495.7092"	"0.0010"	"495.7095+"	"10"	"5.1e+07"	C	"5.9833059"	"8.4837545u"	"4f"	"2F*"	"5/2"	"6g"	"2G"	"7/2"	6	8		"T3225,T7387"	"L9224"	
Ba	2	"499.781"	"0.010"	"499.7795+"	""	"6.4e+06"	C+	"6.2006159"	"8.6807021"	"7p"	"2P*"	"3/2"	"10s"	"2S"	"1/2"	4	2		"T3225,T7387"	"L6094"	
Ba	2	"501.2954"	"0.0010"	"501.2952+"	"5*"	"5.2e+07"	C	"6.0111671"	"8.4837545u"	"4f"	"2F*"	"7/2"	"6g"	"2G"	"9/2"	8	10		"T3225,T7387"	"L9224"	
Ba	2	"501.2954"	"0.0010"	"501.2952+"	"5*"	"1.9e+06"	C	"6.0111671"	"8.4837545u"	"4f"	"2F*"	"7/2"	"6g"	"2G"	"7/2"	8	8		"T3225,T7387"	"L9224"	
Ba	2	"536.135"	"0.010"	"536.134+"	""	"4.0e+06"	C+	"5.6970085"	"8.008924"	"6d"	"2D"	"3/2"	"6f"	"2F*"	"5/2"	4	6		"T3225,T7387"	"L6094"	
Ba	2	"539.160"	"0.010"	"539.159+"	""	"4.2e+06"	C+	"5.7224717"	"8.021416"	"6d"	"2D"	"5/2"	"6f"	"2F*"	"7/2"	6	8		"T3225,T7387"	"L6094"	
Ba	2	"542.105"	"0.010"	"542.105+"	""	"2.8e+05"	C+	"5.7224717"	"8.008924"	"6d"	"2D"	"5/2"	"6f"	"2F*"	"5/2"	6	6		"T3225,T7387"	"L6094"	
