element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ni	1	""	"200.0497"	""	"5.4e+06"	C	"0.1090833"	"6.3047451"	"3d9.(2D).4s"	"3D"	"2"	"3d9.(2D).5p"	"3D*"	"1"	5	3		"T3861"	""	
Ni	1	""	"200.183"	""	"7.3e+06"	C	"0.0253904"	"6.21691"	"3d9.(2D).4s"	"3D"	"3"	"3d9.(2D).5p"	"*"	"3"	7	7		"T3861"	""	
Ni	1	""	"200.6993"	""	"1.7e+07"	C	"0.1090833"	"6.2846957"	"3d9.(2D).4s"	"3D"	"2"	"3d9.(2D).5p"	"3D*"	"2"	5	5		"T3861"	""	
Ni	1	""	"200.7685"	""	"9.0e+06"	C	"0.1651673"	"6.3386502"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(1G).4s.4p.(3P*)"	"3F*"	"3"	7	7		"T3861"	""	
Ni	1	""	"201.4241"	""	"9.3e+07"	C	"0.2123957"	"6.3657885"	"3d9.(2D).4s"	"3D"	"1"	"3d8.(1G).4s.4p.(3P*)"	"3F*"	"2"	3	5		"T3861"	""	
Ni	1	""	"202.5389"	""	"2.3e+07"	D	"0.1651673"	"6.2846957"	"3d8.(3F).4s2"	"3F"	"3"	"3d9.(2D).5p"	"3D*"	"2"	7	5		"T3861"	""	
Ni	1	""	"202.6588"	""	"2.4e+07"	C	"0.0000000"	"6.1159099"	"3d8.(3F).4s2"	"3F"	"4"	"3d9.(2D).5p"	"3D*"	"3"	9	7		"T3861"	""	
Ni	1	""	"202.927"	""	"2.3e+06"	C	"0.1090833"	"6.21691"	"3d9.(2D).4s"	"3D"	"2"	"3d9.(2D).5p"	"*"	"3"	5	7		"T3861"	""	
Ni	2	""	"203.3389"	""	"2.3e+06"	C	"1.156778"	"7.252234"	"3p6.3d8.(3F).4s"	"4F"	"7/2"	"3p6.3d8.(3F).4p"	"2F*"	"5/2"	8	6		"T1024n"	""	
Ni	1	""	"203.3546"	""	"3.0e+06"	D	"0.1090833"	"6.2040690"	"3d9.(2D).4s"	"3D"	"2"	"3d9.(2D).5p"	"3F*"	"2"	5	5		"T3861"	""	
Ni	1	""	"204.1144"	""	"3.2e+06"	D	"0.2123957"	"6.2846957"	"3d9.(2D).4s"	"3D"	"1"	"3d9.(2D).5p"	"3D*"	"2"	3	5		"T3861"	""	
Ni	1	""	"204.7343"	""	"1.8e+07"	C	"0.0253904"	"6.0793080"	"3d9.(2D).4s"	"3D"	"3"	"3d9.(2D).5p"	"1D*"	"2"	7	5		"T3861"	""	
Ni	1	""	"205.0831"	""	"7.6e+06"	E	"0.2123957"	"6.2560185"	"3d9.(2D).4s"	"3D"	"1"	"3d9.(2D).5p"	"1P*"	"1"	3	3		"T3861"	""	
Ni	1	""	"205.2074"	""	"9.7e+06"	C	"0.0000000"	"6.0399629"	"3d8.(3F).4s2"	"3F"	"4"	"3d9.(2D).5p"	"3F*"	"4"	9	9		"T3861"	""	
Ni	1	""	"205.2434"	""	"3.2e+06"	C	"0.1651673"	"6.2040690"	"3d8.(3F).4s2"	"3F"	"3"	"3d9.(2D).5p"	"3F*"	"2"	7	5		"T3861"	""	
Ni	2	""	"205.3293"	""	"2.5e+06"	B	"1.040711"	"7.077086"	"3p6.3d8.(3F).4s"	"4F"	"9/2"	"3p6.3d8.(3F).4p"	"2F*"	"7/2"	10	8		"T1024n"	""	
Ni	1	""	"205.391"	""	"7.5e+05"	D	"0.0000000"	"6.0345650"	"3d8.(3F).4s2"	"3F"	"4"	"3d9.(2D).5p"	"1F*"	"3"	9	7		"T3861"	""	
Ni	1	""	"205.5489"	""	"3.3e+07"	C	"0.2748172"	"6.3047451"	"3d8.(3F).4s2"	"3F"	"2"	"3d9.(2D).5p"	"3D*"	"1"	5	3		"T3861"	""	
Ni	1	""	"205.9901"	""	"2.1e+07"	D	"0.0253904"	"6.0424059"	"3d9.(2D).4s"	"3D"	"3"	"3d9.(2D).5p"	"3P*"	"2"	7	5		"T3861"	""	
Ni	1	""	"206.0195"	""	"2.3e+07"	E	"0.1090833"	"6.1252392"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(3P).4s.4p.(3P*)"	"3S*"	"1"	5	3		"T3861"	""	
Ni	1	""	"206.2347"	""	"4.6e+06"	E	"0.2748172"	"6.2846957"	"3d8.(3F).4s2"	"3F"	"2"	"3d9.(2D).5p"	"3D*"	"2"	5	5		"T3861"	""	
Ni	1	""	"206.3395"	""	"5.0e+06"	D	"0.1090833"	"6.1159099"	"3d9.(2D).4s"	"3D"	"2"	"3d9.(2D).5p"	"3D*"	"3"	5	7		"T3861"	""	
Ni	1	""	"206.4373"	""	"4.0e+07"	D	"0.2123957"	"6.2163765"	"3d9.(2D).4s"	"3D"	"1"	"3d9.(2D).5p"	"3P*"	"0"	3	1		"T3861"	""	
Ni	1	""	"206.9505"	""	"1.1e+07"	D	"0.1090833"	"6.0981799"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(3P).4s.4p.(3P*)"	"1D*"	"2"	5	5		"T3861"	""	
Ni	2	""	"208.0847"	""	"8.0e+06"	C	"1.322154"	"7.278610"	"3p6.3d8.(3F).4s"	"4F"	"3/2"	"3p6.3d8.(3F).4p"	"2D*"	"3/2"	4	4		"T1024n"	""	
Ni	1	""	"208.2845"	""	"8.5e+06"	C	"0.1651673"	"6.1159099"	"3d8.(3F).4s2"	"3F"	"3"	"3d9.(2D).5p"	"3D*"	"3"	7	7		"T3861"	""	
Ni	1	""	"208.5352"	""	"7.7e+06"	C	"0.1090833"	"6.0526726"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(3P).4s.4p.(3P*)"	"1P*"	"1"	5	3		"T3861"	""	
Ni	1	""	"208.5555"	""	"2.6e+08"	D	"0.4227783"	"6.3657885"	"3d9.(2D).4s"	"1D"	"2"	"3d8.(1G).4s.4p.(3P*)"	"3F*"	"2"	5	5		"T3861"	""	
Ni	1	""	"208.8961"	""	"4.2e+06"	D	"0.1090833"	"6.0424059"	"3d9.(2D).4s"	"3D"	"2"	"3d9.(2D).5p"	"3P*"	"2"	5	5		"T3861"	""	
Ni	1	""	"208.9070"	""	"9.7e+06"	D	"0.1651673"	"6.0981799"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(3P).4s.4p.(3P*)"	"1D*"	"2"	7	5		"T3861"	""	
Ni	2	""	"209.0103"	""	"7.0e+06"	C	"1.322154"	"7.252234"	"3p6.3d8.(3F).4s"	"4F"	"3/2"	"3p6.3d8.(3F).4p"	"2F*"	"5/2"	4	6		"T1024n"	""	
Ni	2	""	"209.3553"	""	"6.5e+06"	C+	"1.156778"	"7.077086"	"3p6.3d8.(3F).4s"	"4F"	"7/2"	"3p6.3d8.(3F).4p"	"2F*"	"7/2"	8	8		"T1024n"	""	
Ni	1	""	"209.5123"	""	"1.1e+07"	E	"0.4227783"	"6.3386502"	"3d9.(2D).4s"	"1D"	"2"	"3d8.(1G).4s.4p.(3P*)"	"3F*"	"3"	5	7		"T3861"	""	
Ni	1	""	"210.5835"	""	"3.0e+06"	C	"0.2123957"	"6.0981799"	"3d9.(2D).4s"	"3D"	"1"	"3d8.(3P).4s.4p.(3P*)"	"1D*"	"2"	3	5		"T3861"	""	
Ni	1	""	"210.9774"	""	"1.5e+06"	C	"0.1651673"	"6.0399629"	"3d8.(3F).4s2"	"3F"	"3"	"3d9.(2D).5p"	"3F*"	"4"	7	9		"T3861"	""	
Ni	1	""	"211.1715"	""	"6.5e+06"	C	"0.1651673"	"6.0345650"	"3d8.(3F).4s2"	"3F"	"3"	"3d9.(2D).5p"	"1F*"	"3"	7	7		"T3861"	""	
Ni	1	""	"211.4410"	""	"9.7e+06"	C	"0.4227783"	"6.2846957"	"3d9.(2D).4s"	"1D"	"2"	"3d9.(2D).5p"	"3D*"	"2"	5	5		"T3861"	""	
Ni	1	""	"212.1390"	""	"2.8e+07"	C	"0.0253904"	"5.8680213"	"3d9.(2D).4s"	"3D"	"3"	"3d8.(3P).4s.4p.(3P*)"	"5S*"	"2"	7	5		"T3861"	""	
Ni	1	""	"212.4806"	""	"3.8e+07"	C	"0.4227783"	"6.2560185"	"3d9.(2D).4s"	"1D"	"2"	"3d9.(2D).5p"	"1P*"	"1"	5	3		"T3861"	""	
Ni	2	""	"212.5117"	""	"6.4e+06"	C	"1.156778"	"6.989164"	"3p6.3d8.(3F).4s"	"4F"	"7/2"	"3p6.3d8.(3F).4p"	"2G*"	"7/2"	8	8		"T1024n"	""	
Ni	1	""	"212.5626"	""	"5.1e+06"	C	"0.0000000"	"5.8309895"	"3d8.(3F).4s2"	"3F"	"4"	"3d8.(3P).4s.4p.(3P*)"	"3D*"	"3"	9	7		"T3861"	""	
