element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Y	5	"209.3373"	"0.0007"	"209.3381"	"0.0007"	"4000"	"4.38e+08"		"36.464053"	"42.384848"	"4s2.4p4.(3P<2>).5s"	"2[2]"	"5/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"3/2"	6	4		"T9678"	"L19755"	
Y	5	"211.0893"	"0.0007"	"211.0898"	"0.0007"	"1200"	"1.11e+08"		"39.567396"	"45.439066"	"4s2.4p4.(1D<2>).5s"	"2[2]"	"5/2"	"4s2.4p4.(1D<2>).5p"	"2[3]*"	"5/2"	6	6		"T9678"	"L19755"	
Y	5	"211.1417"	"0.0007"	"211.1423"	"0.0013"	"1"	"1.64e+07"		"49.30077"	"55.170976"	"4s2.4p4.(1S<0>).5p"	"2[1]*"	"3/2"	"4s2.4p4.(1D<2>).5d"	"2[1]"	"3/2"	4	4		"T9678"	"L19755c153"	
Y	5	"211.4293"	"0.0007"	"211.4290"	"0.0005"	"8"	"6.e+06"	E	"38.688528"	"44.550778"	"4s2.4p4.(3P).4d"	"2D"	"3/2"	"4s2.4p4.(3P<0>).5p"	"2[1]*"	"3/2"	4	4		"T9678"	"L19755"	
Y	5	"212.4090"	"0.0007"	"212.4099"	"0.0006"	"3000"	"5.10e+08"		"36.994255"	"42.829438"	"4s2.4p4.(3P<2>).5s"	"2[2]"	"3/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"1/2"	4	2		"T9678"	"L19755"	
Y	5	"213.1921"	"0.0007"	"213.1925"	"0.0007"	"20"	"5.43e+06"		"36.571083"	"42.384848"	"4s2.4p4.(1D).4d"	"2S"	"1/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"3/2"	2	4		"T9678"	"L19755"	
Y	5	"213.2112"	"0.0007"	"213.2116"	"0.0007"	"1200"	"4.37e+08"		"39.625822"	"45.439066"	"4s2.4p4.(1D<2>).5s"	"2[2]"	"3/2"	"4s2.4p4.(1D<2>).5p"	"2[3]*"	"5/2"	4	6		"T9678"	"L19755"	
Y	5	"213.7684"	"0.0007"	"213.7690"	"0.0005"	"15"	"1.2e+06"	E	"37.965867"	"43.763955"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"3/2"	"4s2.4p4.(3P<2>).5p"	"2[2]*"	"3/2"	4	4		"T9678"	"L19755"	
Y	5	"215.2918"	"0.0007"	"215.2926"	"0.0006"	"1200"	"2.72e+07"		"37.223056"	"42.980114"	"4s2.4p4.(3P).4d"	"2D"	"5/2"	"4s2.4p4.(3P<2>).5p"	"2[3]*"	"5/2"	6	6		"T9678"	"L19755"	
Y	5	"215.4958"	"0.0007"	"215.4970"	"0.0006"	"2400"	"4.66e+08"		"37.965867"	"43.717466"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"3/2"	"4s2.4p4.(3P<1>).5p"	"2[0]*"	"1/2"	4	2		"T9678"	"L19755"	
Y	5	"222.1602"	"0.0007"	"222.1593"	"0.0006"	"1"	"1.03e+06"		"38.688528"	"44.267660"	"4s2.4p4.(3P).4d"	"2D"	"3/2"	"4s2.4p4.(3P<1>).5p"	"2[2]*"	"5/2"	4	6		"T9678"	"L19755c153"	
Y	5	"226.0967"	"0.0007"	"226.0961"	"0.0006"	"100"	"5.e+06"	E	"38.541455"	"44.023452"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"1/2"	"4s2.4p4.(3P<1>).5p"	"2[2]*"	"3/2"	2	4		"T9678"	"L19755"	
