element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Be	1	"203.265"	"0.005"	"203.2602"	"0.0003"	"9*"	"1.06e+06"	C	"2.724963"	"8.822779"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2s.6s"	"3S"	"1"	1	3		"u28"	"L7412"	
Be	1	"203.265"	"0.005"	"203.26274"	"0.00025"	"9*"	"3.17e+06"	C	"2.7250394"	"8.822779"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.6s"	"3S"	"1"	3	3		"u28"	"L7412"	
Be	1	"203.265"	"0.005"	"203.27239"	"0.00025"	"9*"	"5.3e+06"	C	"2.725329"	"8.822779"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.6s"	"3S"	"1"	5	3		"u28"	"L7412"	
Be	1	"205.5902"	"0.0010"	"205.5878"	"0.0003"	"11*"	"2.28e+07"	B	"2.724963"	"8.753751"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2s.5d"	"3D"	"1"	1	3		"u28"	"L4743"	
Be	1	"205.5902"	"0.0010"	"205.5904"	"0.0003"	"11*"	"3.08e+07"	B	"2.7250394"	"8.753751"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.5d"	"3D"	"2"	3	5		"u28"	"L4743"	
Be	1	"205.5902"	"0.0010"	"205.5904"	"0.0003"	"11*"	"1.71e+07"	B	"2.7250394"	"8.753751"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.5d"	"3D"	"1"	3	3		"u28"	"L4743"	
Be	1	"205.6012"	"0.0010"	"205.6003"	"0.0003"	"13*"	"1.03e+07"	B	"2.725329"	"8.753751"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"2"	5	5		"u28"	"L4743"	
Be	1	"205.6012"	"0.0010"	"205.6003"	"0.0003"	"13*"	"1.14e+06"	B	"2.725329"	"8.753751"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"1"	5	3		"u28"	"L4743"	
Be	1	"205.6012"	"0.0010"	"205.6004"	"0.0003"	"13*"	"4.13e+07"	B	"2.725329"	"8.753747"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"3"	5	7		"u28"	"L4743"	
Be	3	""	""	"206.68"	"0.10"	""	"2.4214e+07"	AAA	"140.2834"	"146.280"	"1s.3d"	"1D"	"2"	"1s.4p"	"1P*"	"1"	5	3		"T8636c73"	""	
Be	3	"207.694"	"0.010"	"207.70"	"0.10"	"75w*"	"7.1380e+08"	AAA	"140.2736"	"146.2412"	"1s.3d"	"3D"	"2"	"1s.4f"	"3F*"	"3"	5	7		"T8636c73"	"L2683"	
Be	3	"207.694"	"0.010"	"207.70"	"0.10"	"75w*"	"9.4058e+08"	AAA	"140.2736"	"146.2412"	"1s.3d"	"3D"	"1"	"1s.4f"	"3F*"	"2"	3	5		"T8636c73"	"L2683"	
Be	3	"207.694"	"0.010"	"207.70"	"0.10"	"75w*"	"1.1197e+09"	AAA	"140.2736"	"146.2412"	"1s.3d"	"3D"	"3"	"1s.4f"	"3F*"	"4"	7	9		"T8636c73"	"L2683"	
Be	3	"207.694"	"0.010"	"207.70"	"0.10"	"75w*"	"4.9767e+06"	AAA	"140.2736"	"146.2412"	"1s.3d"	"3D"	"3"	"1s.4f"	"3F*"	"2"	7	5		"T8636c73"	"L2683"	
Be	3	"207.694"	"0.010"	"207.70"	"0.10"	"75w*"	"8.5649e+07"	AAA	"140.2736"	"146.2412"	"1s.3d"	"3D"	"3"	"1s.4f"	"3F*"	"3"	7	7		"T8636c73"	"L2683"	
Be	3	"207.694"	"0.010"	"207.70"	"0.10"	"75w*"	"1.7403e+08"	AAA	"140.2736"	"146.2412"	"1s.3d"	"3D"	"2"	"1s.4f"	"3F*"	"2"	5	5		"T8636c73"	"L2683"	
Be	3	""	""	"207.70"	"0.10"	""	"3.8767e+07"	AAA	"140.2736"	"146.2411"	"1s.3d"	"3D"	"3"	"1s.4f"	"1F*"	"3"	7	7		"T8636c73"	""	
Be	3	""	""	"207.70"	"0.10"	""	"2.8163e+08"	AAA	"140.2736"	"146.2411"	"1s.3d"	"3D"	"2"	"1s.4f"	"1F*"	"3"	5	7		"T8636c73"	""	
Be	3	"208.038"	"0.010"	"208.04"	"0.10"	"60w"	"7.9805e+08"	AAA	"140.2834"	"146.2411"	"1s.3d"	"1D"	"2"	"1s.4f"	"1F*"	"3"	5	7		"T8636c73"	"L2683"	
Be	3	""	""	"208.04"	"0.10"	""	"1.5117e+05"	AAA	"140.2834"	"146.2412"	"1s.3d"	"1D"	"2"	"1s.4f"	"3F*"	"2"	5	5		"T8636c73"	""	
Be	3	""	""	"208.04"	"0.10"	""	"3.1990e+08"	AAA	"140.2834"	"146.2412"	"1s.3d"	"1D"	"2"	"1s.4f"	"3F*"	"3"	5	7		"T8636c73"	""	
Be	3	"212.227"	"0.010"	"212.22"	"0.10"	"15w"	"5.7407e+08"	AAA	"140.3985"	"146.2387"	"1s.3p"	"1P*"	"1"	"1s.4d"	"1D"	"2"	3	5		"T8636c73"	"L2683"	
Be	3	""	""	"212.42"	"0.10"	""	"2.5574e+05"	AAA	"140.3985"	"146.2333"	"1s.3p"	"1P*"	"1"	"1s.4d"	"3D"	"2"	3	5		"T8636c73"	""	
Be	1	"212.5568"	"0.0010"	"212.5546"	"0.0003"	"3*"	"2.02e+06"	C	"2.724963"	"8.556172"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2s.5s"	"3S"	"1"	1	3		"u28"	"L4743"	
