element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
S	3	"434.0230"	"434.0211"	"14"	"1.93e+07"	B+	"18.193138"	"21.048975"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.4p"	"3D"	"1"	3	3		"T7942c84"	"L11011"	
S	2	"434.2808"	"434.2815"	"11"	"1.8e+06"	E	"15.867044"	"18.721169"	"3s2.3p2.(3P).4p"	"4D*"	"3/2"	"3s2.3p2.(3P).5s"	"4P"	"5/2"	4	6		"T1619CA,LS"	"L5883"	
S	13	""	"400+"	""	"5.26e+06"	C+	"534.1?"	"537.0"	"1s2.2p.4p"	"3D"	"3"	"1s2.2p.4d"	"3D*"	"3"	7	7		"T5633c4,LS"	""	
S	3	"435.4516"	"435.4492"	"14"	"5.53e+06"	B+	"18.311500"	"21.157972"	"3s2.3p.3d"	"3D*"	"2"	"3s2.3p.4p"	"3D"	"3"	5	7		"T7942c84"	"L11011"	
S	4	""	"435.91+"	""	"3.11e+06"	D	"34.54725"	"37.39071"	"3s.3p.(1P*).3d"	"2P*"	"3/2"	"3s.3p.(3P*).4p"	"2D"	"5/2"	4	6		"T6527c4,LS"	""	
S	3	"436.1476"	"436.1468"	"16"	"1.74e+07"	B+	"18.243916"	"21.085835"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.4p"	"3D"	"2"	5	5		"T7942c84"	"L11011"	
S	3	"436.4682"	"436.4661"	"12"	"7.83e+06"	B+	"18.318132"	"21.157972"	"3s2.3p.3d"	"3D*"	"3"	"3s2.3p.4p"	"3D"	"3"	7	7		"T7942c84"	"L11011"	
S	15	""	"439.1+"	""	"2.12e+05"	A	"[2880.7021]"	"[2883.5247]"	"1s.3p"	"3P*"	"2"	"1s.3d"	"1D"	"2"	5	5		"T7549"	""	
S	2	"439.1818"	"439.1820"	"16"	"1.6e+07"	E	"15.898891"	"18.721169"	"3s2.3p2.(3P).4p"	"4D*"	"5/2"	"3s2.3p2.(3P).5s"	"4P"	"5/2"	6	6		"T1619CA,LS"	"L5883"	
S	5	"439.5440"	"439.5433"	"0"	"1.55e+08"	D+	"55.21062"	"58.03058"	"3s.5p"	"3P*"	"0"	"3s.5d"	"3D"	"1"	1	3		"T6298c4,LS"	"L5337"	
S	5	"439.8934"	"439.8933"	"1"	"2.09e+08"	D+	"55.21642"	"58.03414"	"3s.5p"	"3P*"	"1"	"3s.5d"	"3D"	"2"	3	5		"T6298c4,LS"	"L5337"	
S	4	""	"439.95+"	""	"3.60e+06"	D+	"38.42531"	"41.24267"	"3s2.5g"	"2G"	"9/2"	"3s2.6f"	"2F*"	"7/2"	10	8		"T6527c4,LS"	""	
S	4	""	"439.95+"	""	"1.80e+05"	E	"38.42533"	"41.24267"	"3s2.5g"	"2G"	"7/2"	"3s2.6f"	"2F*"	"7/2"	8	8		"T6527c4,LS"	""	
S	4	""	"440.07+"	""	"3.36e+06"	D	"38.42533"	"41.24193"	"3s2.5g"	"2G"	"7/2"	"3s2.6f"	"2F*"	"5/2"	8	6		"T6527c4,LS"	""	
S	14	""	"440+"	""	"8.21e+05"	A	"407.480"	"410.296"	"1s2.3p"	"2P*"	"3/2"	"1s2.3d"	"2D"	"3/2"	4	4		"u32,u30"	""	
S	2	"440.2841"	"440.2841"	"13"	"4.6e+06"	E	"15.848290"	"18.663504"	"3s2.3p2.(3P).4p"	"4D*"	"1/2"	"3s2.3p2.(3P).5s"	"4P"	"3/2"	2	4		"T1619CA,LS"	"L5883"	
S	5	""	"440.45+"	""	"1.16e+08"	D+	"55.21642"	"58.03058"	"3s.5p"	"3P*"	"1"	"3s.5d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
S	2	"440.4730"	"440.4725"	"12"	"1.79e+07"	E	"17.790362"	"20.604372"	"3s2.3p2.(1D).4p"	"2P*"	"1/2"	"3s2.3p2.(1D).4d"	"2P"	"3/2"	2	4		"u20,LS"	"L5883"	
S	2	"441.1313"	"441.1306"	"14"	"7.12e+07"	E	"17.790362"	"20.600174"	"3s2.3p2.(1D).4p"	"2P*"	"1/2"	"3s2.3p2.(1D).4d"	"2P"	"1/2"	2	2		"u20,LS"	"L5883"	
S	5	"441.6885"	"441.6892"	"1"	"2.76e+08"	D+	"55.23472"	"58.04098"	"3s.5p"	"3P*"	"2"	"3s.5d"	"3D"	"3"	5	7		"T6298c4,LS"	"L5337"	
S	3	"441.8782"	"441.8781"	"10"	"2.48e+06"	B	"18.243916"	"21.048975"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.4p"	"3D"	"1"	5	3		"T7942c84"	"L11011"	
S	5	""	"442.77+"	""	"6.83e+07"	D+	"55.23472"	"58.03414"	"3s.5p"	"3P*"	"2"	"3s.5d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
S	2	"443.1007"	"443.1005"	"15"	"8.76e+07"	D	"17.807052"	"20.604372"	"3s2.3p2.(1D).4p"	"2P*"	"3/2"	"3s2.3p2.(1D).4d"	"2P"	"3/2"	4	4		"u20,LS"	"L5883"	
S	2	"443.2372"	"443.2368"	"18"	"2.9e+07"	E	"15.867044"	"18.663504"	"3s2.3p2.(3P).4p"	"4D*"	"3/2"	"3s2.3p2.(3P).5s"	"4P"	"3/2"	4	4		"T1619CA,LS"	"L5883"	
S	5	""	"443.33+"	""	"7.57e+06"	E	"55.23472"	"58.03058"	"3s.5p"	"3P*"	"2"	"3s.5d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
S	2	"443.7655"	"443.7665"	"11"	"3.49e+07"	E	"17.807052"	"20.600174"	"3s2.3p2.(1D).4p"	"2P*"	"3/2"	"3s2.3p2.(1D).4d"	"2P"	"1/2"	4	2		"u20,LS"	"L5883"	
S	3	"443.9826"	"443.9817"	"12"	"3.63e+06"	B	"18.294067"	"21.085835"	"3s2.3p.3d"	"3D*"	"1"	"3s2.3p.4p"	"3D"	"2"	3	5		"T7942c84"	"L11011"	
