,Wl/nm,E_Photon,A-Value,Elem. num,Element,ion state,E_lower_lev.,J_lower,E_upper_lev.,J_upper,Ref.,ion state num,g_j
0,200.0141,6.196827,328600.0,27.0,Co,I,0.43181499999999995,4.5,6.62858,3.5,K88,1.0,8.0
8,200.0793,6.194808999999999,6894000.0,27.01,Co,II,0.11784800000000001,3.0,6.312595,2.0,K88,2.0,5.0
9,200.0835,6.194678,356800.0,27.01,Co,II,1.6619439999999999,1.0,7.856560000000001,2.0,K88,2.0,5.0
23,200.233,6.190055,2895000.0,27.0,Co,I,0.101171,3.5,6.291164,3.5,K88,1.0,8.0
24,200.2468,6.1896260000000005,404300.0,27.0,Co,I,0.101171,3.5,6.290735,4.5,K88,1.0,10.0
103,200.8215,6.171916,5325000.0,27.01,Co,II,2.681114,5.0,8.852967999999999,6.0,K88,2.0,13.0
118,200.93,6.168584,545300.0,27.01,Co,II,2.203411,3.0,8.371934,3.0,K88,2.0,7.0
128,201.0106,6.166111,3171000.0,27.0,Co,I,0.174426,2.5,6.340475,2.5,K88,1.0,6.0
146,201.1465,6.161944999999999,627600.0,27.01,Co,II,1.444599,2.0,7.606483,1.0,K88,2.0,3.0
147,201.1511,6.161805,76830000.0,27.01,Co,II,0.0,4.0,6.161743,4.0,K88,2.0,9.0
149,201.1676,6.161299,4779000.0,27.01,Co,II,2.7288259999999998,4.0,8.890064,5.0,K88,2.0,11.0
177,201.3304,6.156318,269600.0,27.01,Co,II,2.37927,4.0,8.535527,4.0,K88,2.0,9.0
184,201.3876,6.154569,1217000.0,27.01,Co,II,2.37927,4.0,8.533778,5.0,K88,2.0,11.0
186,201.4,6.15419,1565000.0,27.01,Co,II,3.085541,2.0,9.239669000000001,1.0,K88,2.0,3.0
204,201.5449,6.1497660000000005,557400.0,27.01,Co,II,2.273721,1.0,8.423426,2.0,K88,2.0,5.0
210,201.5706,6.148984,3915000.0,27.01,Co,II,2.779056,3.0,8.927978,4.0,K88,2.0,9.0
267,201.9855,6.136356,1102000.0,27.01,Co,II,2.23564,2.0,8.371934,3.0,K88,2.0,7.0
317,202.2356,6.128768,84730000.0,27.01,Co,II,0.11784800000000001,3.0,6.246554,3.0,K88,2.0,7.0
369,202.5754,6.118487,98270000.0,27.01,Co,II,0.0,4.0,6.118425,4.0,K88,2.0,9.0
374,202.6313,6.116798999999999,338300.0,27.0,Co,I,0.174426,2.5,6.291164,3.5,K88,1.0,8.0
377,202.6509,6.116208,435700.0,27.0,Co,I,0.22432800000000003,1.5,6.340475,2.5,K88,1.0,6.0
380,202.7038,6.1146139999999995,166000000.0,27.01,Co,II,0.198042,2.0,6.312595,2.0,K88,2.0,5.0
429,203.0641,6.103766,2405000.0,27.01,Co,II,3.117876,4.0,9.221581,5.0,K88,2.0,11.0
439,203.196,6.099803,1189000.0,27.0,Co,I,0.0,4.5,6.099742,4.5,K88,1.0,10.0
452,203.2699,6.097585,63470000.0,27.01,Co,II,1.6441259999999998,2.0,7.74165,1.0,K88,2.0,3.0
455,203.3006,6.096665,14950000.0,27.01,Co,II,3.008795,1.0,9.105399,0.0,K88,2.0,1.0
501,203.6585,6.085954,74810000.0,27.01,Co,II,0.11784800000000001,3.0,6.203741,3.0,K88,2.0,7.0
506,203.7252,6.083961,6541000.0,27.01,Co,II,2.98487,2.0,9.068769999999999,1.0,K88,2.0,3.0
525,203.8657,6.0797669999999995,39540000.0,27.01,Co,II,1.6619439999999999,1.0,7.74165,1.0,K88,2.0,3.0
578,204.1781,6.070466000000001,294300.0,27.0,Co,I,0.513624,3.5,6.58403,3.5,K88,1.0,8.0
611,204.5296,6.060035,1446000.0,27.01,Co,II,3.008795,1.0,9.068769999999999,1.0,K88,2.0,3.0
619,204.654,6.056354,14120000.0,27.01,Co,II,1.685357,0.0,7.74165,1.0,K88,2.0,3.0
645,204.9173,6.048573,372900.0,27.01,Co,II,0.198042,2.0,6.246554,3.0,K88,2.0,7.0
665,205.0738,6.043955,1709000.0,27.01,Co,II,0.11784800000000001,3.0,6.161743,4.0,K88,2.0,9.0
675,205.1332,6.042207,4728000.0,27.01,Co,II,3.026623,0.0,9.068769999999999,1.0,K88,2.0,3.0
706,205.4078,6.03413,1437000.0,27.0,Co,I,0.101171,3.5,6.1352400000000005,3.5,K88,1.0,8.0
709,205.4361,6.0333,562800.0,27.01,Co,II,3.20643,0.0,9.239669000000001,1.0,K88,2.0,3.0
741,205.7814,6.023178,499000.0,27.01,Co,II,2.98487,2.0,9.007988000000001,2.0,K88,2.0,5.0
758,205.8812,6.020257,16680000.0,27.01,Co,II,0.0,4.0,6.0201970000000005,5.0,K88,2.0,11.0
790,206.2866,6.008426999999999,360400.0,27.01,Co,II,2.98487,2.0,8.993236999999999,3.0,K88,2.0,7.0
800,206.374,6.005884,1019000.0,27.0,Co,I,0.174426,2.5,6.18025,2.5,K88,1.0,6.0
801,206.3783,6.005758999999999,28870000.0,27.01,Co,II,0.198042,2.0,6.203741,3.0,K88,2.0,7.0
818,206.5545,6.000637,24750000.0,27.01,Co,II,0.11784800000000001,3.0,6.118425,4.0,K88,2.0,9.0
829,206.6107,5.999003,740400.0,27.0,Co,I,0.581508,2.5,6.580450999999999,1.5,K88,1.0,4.0
831,206.6235,5.998631,278300.0,27.0,Co,I,0.101171,3.5,6.099742,4.5,K88,1.0,10.0
850,206.7156,5.995959,245400.0,27.01,Co,II,5.62626,4.0,11.622160000000001,4.0,K88,2.0,9.0
863,206.8273,5.992723000000001,1388000.0,27.01,Co,II,2.37927,4.0,8.371934,3.0,K88,2.0,7.0
864,206.8277,5.99271,256800.0,27.0,Co,I,0.513624,3.5,6.5062739999999994,3.5,K88,1.0,8.0
879,206.8997,5.990626,13910000.0,27.0,Co,I,0.0,4.5,5.990566,3.5,K88,1.0,8.0
886,206.9916,5.987966,893100.0,27.0,Co,I,0.22432800000000003,1.5,6.212234,1.5,K88,1.0,4.0
896,207.1535,5.983288,16910000.0,27.01,Co,II,3.085541,2.0,9.068769999999999,1.0,K88,2.0,3.0
