,Wl/nm,E_Photon,A-Value,Elem. num,Element,ion state,E_lower_lev.,J_lower,E_upper_lev.,J_upper,Ref.,ion state num,g_j
3293,224.3034,5.525862,121600000.0,39.01,Y,II,0.0,0.0,5.525807,1.0,CC',2.0,3.0
5172,235.4175,5.265009,26130000.0,39.0,Y,I,0.065755,2.5,5.330711,3.5,CB,1.0,8.0
6416,241.3913,5.134725,910900000.0,39.01,Y,II,2.9478779999999998,1.0,8.082550999999999,2.0,CC',2.0,5.0
6491,241.7267,5.127512,380300000.0,39.01,Y,II,2.9478779999999998,1.0,8.075339,1.0,GUES,2.0,3.0
6493,241.7308,5.127512,380300000.0,39.01,Y,II,2.9478779999999998,1.0,8.075339,1.0,GUES,2.0,3.0
6623,242.2188,5.117183,239000000.0,39.01,Y,II,0.408675,2.0,5.525807,1.0,CC',2.0,3.0
7639,246.5768,5.026748,347500000.0,39.01,Y,II,3.055854,2.0,8.082550999999999,2.0,GUES,2.0,5.0
8224,249.0404,4.977026,11050000.0,39.0,Y,I,0.065755,2.5,5.042731,2.5,CB,1.0,6.0
13506,268.1666,4.622076,3706000.0,39.0,Y,I,0.0,1.5,4.6220300000000005,2.5,CB,1.0,6.0
13899,269.5383,4.598555,4566000.0,39.0,Y,I,0.065755,2.5,4.664264,3.5,CB,1.0,8.0
14635,272.2992,4.551931,21460000.0,39.0,Y,I,0.065755,2.5,4.61764,1.5,CP',1.0,4.0
14824,273.0052,4.540102,4069000.0,39.0,Y,I,0.065755,2.5,4.605812,1.5,CP',1.0,4.0
14958,273.4832,4.532225,606600000.0,39.01,Y,II,3.055854,2.0,7.5880339999999995,1.0,CC',2.0,3.0
15176,274.25,4.519554,15330000.0,39.0,Y,I,0.0,1.5,4.519508999999999,1.5,CP',1.0,4.0
15387,275.0198,4.506905000000001,176300000.0,39.01,Y,II,3.241846,2.0,7.748705,2.0,GUES,2.0,5.0
15665,276.0069,4.490786,16740000.0,39.0,Y,I,0.065755,2.5,4.556496,2.5,CP',1.0,6.0
16462,278.5159,4.450334,359100000.0,39.01,Y,II,2.9478779999999998,1.0,7.398167,2.0,CC',2.0,5.0
16477,278.5561,4.4496910000000005,160400000.0,39.01,Y,II,3.055854,2.0,7.5055,2.0,CC',2.0,5.0
16638,279.1193,4.440713,2345000.0,39.0,Y,I,0.0,1.5,4.440668,1.5,CP',1.0,4.0
16879,280.0099,4.426591,527700000.0,39.01,Y,II,2.906815,0.0,7.333361999999999,1.0,CC',2.0,3.0
17297,281.3655,4.405264,2800000.0,39.0,Y,I,0.065755,2.5,4.470975,2.5,CP',1.0,6.0
17467,281.8849,4.397144,67870000.0,39.0,Y,I,1.305451,0.5,5.702551000000001,1.5,CB,1.0,4.0
17576,282.2566,4.391358,332300000.0,39.0,Y,I,1.305451,0.5,5.696765,0.5,CB,1.0,2.0
17639,282.5362,4.387011,939200000.0,39.01,Y,II,3.622068,3.0,8.009035,2.0,CC',2.0,5.0
17667,282.6318,4.385527,859600000.0,39.01,Y,II,2.9478779999999998,1.0,7.333361999999999,1.0,CC',2.0,3.0
17877,283.4398,4.3730269999999996,166000000.0,39.01,Y,II,3.375722,2.0,7.748705,2.0,GUES,2.0,5.0
18062,284.082,4.363142,165200000.0,39.01,Y,II,3.241846,2.0,7.604944000000001,2.0,GUES,2.0,5.0
18416,285.4418,4.342357,986000000.0,39.01,Y,II,3.055854,2.0,7.398167,2.0,CC',2.0,5.0
18471,285.629,4.339511,1295000000.0,39.01,Y,II,2.9478779999999998,1.0,7.287346,0.0,CC',2.0,1.0
18501,285.7869,4.337114,163200000.0,39.01,Y,II,3.411635,1.0,7.748705,2.0,GUES,2.0,5.0
18831,287.122,4.316948,269500000.0,39.01,Y,II,2.906815,0.0,7.22372,1.0,GUES,2.0,3.0
19197,288.6453,4.294164,381100000.0,39.0,Y,I,1.4084299999999998,1.5,5.702551000000001,1.5,CB,1.0,4.0
19495,289.7666,4.27755,318200000.0,39.01,Y,II,3.055854,2.0,7.333361999999999,1.0,CC',2.0,3.0
19531,289.8795,4.275884,191600000.0,39.01,Y,II,2.9478779999999998,1.0,7.22372,1.0,CC',2.0,3.0
19722,290.7081,4.263698000000001,157800000.0,39.01,Y,II,3.241846,2.0,7.5055,2.0,GUES,2.0,5.0
20043,291.9047,4.24622,12740000.0,39.0,Y,I,0.0,1.5,4.246176999999999,2.5,CP',1.0,6.0
20329,292.9983,4.230371,266100000.0,39.01,Y,II,3.4135720000000003,3.0,7.643901,3.0,CC',2.0,7.0
20347,293.075,4.229264,155200000.0,39.01,Y,II,3.375722,2.0,7.604944000000001,2.0,GUES,2.0,5.0
20816,294.8403,4.203945,34880000.0,39.0,Y,I,0.0,1.5,4.2039029999999995,1.5,HL,1.0,4.0
20827,294.8795,4.203386,153300000.0,39.01,Y,II,3.5453620000000003,1.0,7.748705,2.0,GUES,2.0,5.0
20870,295.0195,4.201391,34600000.0,39.01,Y,II,3.055854,2.0,7.257203,3.0,GUES,2.0,7.0
20944,295.3124,4.197223999999999,764400000.0,39.01,Y,II,3.411635,1.0,7.608817,0.0,GUES,2.0,1.0
21007,295.5851,4.193351,152600000.0,39.01,Y,II,3.411635,1.0,7.604944000000001,2.0,GUES,2.0,5.0
21042,295.7218,4.191414,152500000.0,39.01,Y,II,3.4135720000000003,3.0,7.604944000000001,2.0,GUES,2.0,5.0
21248,296.4964,4.180464,34020000.0,39.0,Y,I,0.065755,2.5,4.246176999999999,2.5,CP',1.0,6.0
21480,297.3897,4.167907,269200000.0,39.01,Y,II,3.055854,2.0,7.22372,1.0,CC',2.0,3.0
21500,297.4586,4.1669410000000005,35390000.0,39.0,Y,I,0.0,1.5,4.1669,2.5,HL,1.0,6.0
21591,297.8019,4.162139,250600000.0,39.01,Y,II,3.241846,2.0,7.403942,1.0,GUES,2.0,3.0
21658,298.0558,4.158593,417900000.0,39.01,Y,II,3.52043,4.0,7.678980999999999,4.0,CC',2.0,9.0
21708,298.2157,4.156363,149900000.0,39.01,Y,II,3.241846,2.0,7.398167,2.0,GUES,2.0,5.0
21761,298.4253,4.153444,47990000.0,39.0,Y,I,0.065755,2.5,4.219158,3.5,HL,1.0,8.0
22045,299.5255,4.138189,5116000.0,39.0,Y,I,0.065755,2.5,4.2039029999999995,1.5,HL,1.0,4.0
22087,299.6943,4.135858,8363000.0,39.0,Y,I,0.0,1.5,4.135816,2.5,HL,1.0,6.0
22192,300.1325,4.12982,148000000.0,39.01,Y,II,3.375722,2.0,7.5055,2.0,GUES,2.0,5.0
22293,300.526,4.124413,4853000.0,39.0,Y,I,0.0,1.5,4.124371,1.5,HL,1.0,4.0
22310,300.5916,4.123512,105400000.0,39.01,Y,II,3.52043,4.0,7.643901,3.0,GUES,2.0,7.0
22617,301.8952,4.105707,225500000.0,39.0,Y,I,1.305451,0.5,5.411117,0.5,CB,1.0,2.0
