element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Si	4	""	"236.1526"	""	"2.65e+05"	C+	"36.416514"	"41.665082"	"2p6.5f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"5/2"	6	6		"c33"	""	
Si	4	""	"236.1526"	""	"5.58e+06"	B	"36.416514"	"41.665082"	"2p6.5f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"3/2"	6	4		"c33"	""	
Si	4	"236.676"	"236.6750"	"2"	"5.18e+07"	B+	"34.282086"	"39.519069"	"2p6.5p"	"2P*"	"1/2"	"2p6.7s"	"2S"	"1/2"	2	2		"c33"	"L6098"	
Si	4	"237.099"	"237.0981"	"3"	"1.04e+08"	B+	"34.291429"	"39.519069"	"2p6.5p"	"2P*"	"3/2"	"2p6.7s"	"2S"	"1/2"	4	2		"c33"	"L6098"	
Si	6	""	"240.71"	""	"9.16e+03"	D	"129.1261"	"134.2753"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	4	2		"c44"	""	
Si	3	""	"241.5222"	""	"4.64e+04"	E	"24.663327"	"29.795217"	"3p.3d"	"3F*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"241.6994"	""	"2.29e+06"	D+	"24.663327"	"29.791454"	"3p.3d"	"3F*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"241.8281"	""	"2.05e+07"	C	"24.663327"	"29.788726"	"3p.3d"	"3F*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"242.1268"	""	"1.64e+06"	D+	"24.676140"	"29.795217"	"3p.3d"	"3F*"	"3"	"3s.6d"	"3D"	"3"	7	7		"T6298c4,LS"	""	
Si	4	""	"242.2777"	""	"2.45e+06"	B	"36.141084"	"41.256972"	"2p6.5d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"3/2"	4	4		"c33"	""	
Si	4	""	"242.2783"	""	"2.21e+07"	B+	"36.141096"	"41.256972"	"2p6.5d"	"2D"	"5/2"	"2p6.8p"	"2P*"	"3/2"	6	4		"c33"	""	
Si	3	""	"242.3049"	""	"1.81e+07"	C	"24.676140"	"29.791454"	"3p.3d"	"3F*"	"3"	"3s.6d"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Si	4	""	"242.3720"	""	"2.44e+07"	B	"36.141084"	"41.254982"	"2p6.5d"	"2D"	"3/2"	"2p6.8p"	"2P*"	"1/2"	4	2		"c33"	""	
Si	3	""	"242.9365"	""	"1.86e+07"	C	"24.693201"	"29.795217"	"3p.3d"	"3F*"	"4"	"3s.6d"	"3D"	"3"	9	7		"T6298c4,LS"	""	
Si	1	"243.515"	"243.5154"	"300"	"4.43e+07"	B	"0.7809579"	"5.8708445"	"3s2.3p2"	"1D"	"2"	"3s2.3p.3d"	"1D*"	"2"	5	5		"T5814"	"L3521"	
Si	1	"243.877"	"243.8768"	"65"	"7.91e+05"	D	"0.0000000"	"5.0823459"	"3s2.3p2"	"3P"	"0"	"3s2.3p.4s"	"1P*"	"1"	1	3		"T5814"	"L3521"	
Si	2	""	"243.9943"	""	"3.47e+07"	D	"10.066443"	"15.146341"	"3s2.4p"	"2P*"	"1/2"	"3s2.7d"	"2D"	"3/2"	2	4		"T7166"	""	
Si	1	"244.336"	"244.3365"	"65"	"1.32e+06"	D	"0.0095610"	"5.0823459"	"3s2.3p2"	"3P"	"1"	"3s2.3p.4s"	"1P*"	"1"	3	3		"T5814"	"L3521"	
Si	2	""	"244.3517"	""	"1.07e+07"	D	"10.073880"	"15.146349"	"3s2.4p"	"2P*"	"3/2"	"3s2.7d"	"2D"	"5/2"	4	6		"T7166"	""	
Si	2	""	"244.3521"	""	"1.79e+06"	E	"10.073880"	"15.146341"	"3s2.4p"	"2P*"	"3/2"	"3s2.7d"	"2D"	"3/2"	4	4		"T7166"	""	
Si	3	""	"244.9449"	""	"9.73e+07"	C+	"24.994933"	"30.055119"	"3s.4d"	"3D"	"1"	"3s.6f"	"3F*"	"2"	3	5		"T6298c4,LS"	""	
