element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
F	5	""	""	"390.45"	""	"4.0e+06"	B	"97.2159"	"100.39038"	"2p2.(3P).3s"	"4P"	"1/2"	"2s.2p.(3P*).4s"	"4P*"	"3/2"	2	4		"T7192c91,LS"	""	
F	5	""	""	"394.51"	""	"3.0e+06"	B	"106.0029"	"109.1448"	"2p2.(1D).3p"	"2D*"	"5/2"	"2p2.(1D).3d"	"2F"	"5/2"	6	6		"T7192c91,LS"	""	
F	5	""	""	"394.51"	""	"4.5e+07"	B	"106.0029"	"109.1448"	"2p2.(1D).3p"	"2D*"	"5/2"	"2p2.(1D).3d"	"2F"	"7/2"	6	8		"T7192c91,LS"	""	
F	5	""	""	"394.51"	""	"4.2e+07"	B	"106.0029"	"109.1448"	"2p2.(1D).3p"	"2D*"	"3/2"	"2p2.(1D).3d"	"2F"	"5/2"	4	6		"T7192c91,LS"	""	
F	5	""	""	"394.52"	""	"1.23e+06"	B	"97.24859"	"100.39038"	"2p2.(3P).3s"	"4P"	"3/2"	"2s.2p.(3P*).4s"	"4P*"	"3/2"	4	4		"T7192c91,LS"	""	
F	5	""	""	"394.74"	""	"6.4e+06"	B	"97.29893"	"100.43898"	"2p2.(3P).3s"	"4P"	"5/2"	"2s.2p.(3P*).4s"	"4P*"	"5/2"	6	6		"T7192c91,LS"	""	
F	5	""	""	"396.08"	""	"1.52e+06"	B	"97.2159"	"100.34531"	"2p2.(3P).3s"	"4P"	"1/2"	"2s.2p.(3P*).4s"	"4P*"	"1/2"	2	2		"T7192c91,LS"	""	
F	7	""	""	"399.58"	""	"8.26e+07"	A	"171.5729"	"174.6749"	"1s2.7d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"1/2"	4	2		"T7495"	""	
F	7	""	""	"399.58"	""	"8.19e+06"	A	"171.5729"	"174.6749"	"1s2.7d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"3/2"	4	4		"T7495"	""	
F	7	""	""	"399.58"	""	"7.39e+07"	A	"171.5729"	"174.6749"	"1s2.7d"	"2D"	"5/2"	"1s2.8p"	"2P*"	"3/2"	6	4		"T7495"	""	
