element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
F	5	""	""	"400.26"	""	"7.3e+06"	B	"97.24859"	"100.34531"	"2p2.(3P).3s"	"4P"	"3/2"	"2s.2p.(3P*).4s"	"4P*"	"1/2"	4	2		"T7192c91,LS"	""	
F	5	""	""	"400.94"	""	"3.9e+06"	B	"97.29893"	"100.39038"	"2p2.(3P).3s"	"4P"	"5/2"	"2s.2p.(3P*).4s"	"4P*"	"3/2"	6	4		"T7192c91,LS"	""	
F	2	"402.473"	"0.010"	"402.4726"	"240"	"1.2e+08"	D	"22.672296"	"25.751988"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	"2s2.2p3.(4S*).3p"	"3P"	"2"	3	5		"T1115CA,LS"	"L369"	
F	2	"402.501"	"0.010"	"402.5010"	"220"	"1.2e+08"	D	"22.672296"	"25.751771"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	"2s2.2p3.(4S*).3p"	"3P"	"0"	3	1		"T1115CA,LS"	"L369"	
F	2	"402.549"	"0.010"	"402.5491"	"230"	"1.2e+08"	D	"22.672296"	"25.751403"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	"2s2.2p3.(4S*).3p"	"3P"	"1"	3	3		"T1115CA,LS"	"L369"	
F	2	"410.307"	"0.010"	"410.3075"	"190"	"1.54e+08"	C	"25.751403"	"28.772289"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	3	5		"T1115CA,LS"	"L369"	
F	2	"410.322"	"0.010"	"410.3213"	"170"	"8.5e+07"	C	"25.751403"	"28.772187"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	3	3		"T1115CA,LS"	"L369"	
F	2	"410.351"	"0.010"	"410.3506"	"200"	"2.05e+08"	C	"25.751988"	"28.772557"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	5	7		"T1115CA,LS"	"L369"	
F	2	"410.371"	"0.010"	"410.3713"	"180"	"1.14e+08"	C	"25.751771"	"28.772187"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	1	3		"T1115CA,LS"	"L369"	
F	2	"410.387"	"0.010"	"410.3870"	"170"	"5.1e+07"	C	"25.751988"	"28.772289"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	5	5		"T1115CA,LS"	"L369"	
F	2	""	""	"410.4008"	""	"5.7e+06"	C	"25.751988"	"28.772187"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	5	3		"T1115CA,LS"	""	
F	2	"410.916"	"0.010"	"410.9160"	"170"	"1.6e+08"	D	"26.268052"	"29.284465"	"2s2.2p3.(2D*).3s"	"3D*"	"3"	"2s2.2p3.(2D*).3p"	"3D"	"3"	7	7		"T1115CA,LS"	"L369"	
F	6	""	""	"411.03"	""	"5.1e+04"	C	"97.6802"	"100.6958"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.3d"	"3D"	"2"	3	5		"u32"	""	
F	2	""	""	"411.2720"	""	"2.0e+07"	D	"26.270663"	"29.284465"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"3"	5	7		"T1115CA,LS"	""	
F	2	""	""	"411.2969"	""	"2.8e+07"	D	"26.268052"	"29.281672"	"2s2.2p3.(2D*).3s"	"3D*"	"3"	"2s2.2p3.(2D*).3p"	"3D"	"2"	7	5		"T1115CA,LS"	""	
F	6	""	""	"411.44"	""	"2.55e+04"	A	"97.6802"	"100.6928"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.3d"	"3D"	"1"	3	3		"u32"	""	
F	2	"411.654"	"0.010"	"411.6535"	"160"	"1.2e+08"	D	"26.270663"	"29.281672"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"2"	5	5		"T1115CA,LS"	"L369"	
F	2	""	""	"411.6990"	""	"4.5e+07"	D	"26.270663"	"29.281339"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"1"	5	3		"T1115CA,LS"	""	
F	2	""	""	"411.8752"	""	"2.7e+07"	D	"26.272284"	"29.281672"	"2s2.2p3.(2D*).3s"	"3D*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"2"	3	5		"T1115CA,LS"	""	
F	2	"411.921"	"0.010"	"411.9207"	"150"	"1.3e+08"	D	"26.272284"	"29.281339"	"2s2.2p3.(2D*).3s"	"3D*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"1"	3	3		"T1115CA,LS"	"L369"	
F	6	""	""	"423.30"	""	"2.9e+06"	B	"113.4680"	"116.3961"	"1s2.2p.3p"	"3P"	"0"	"1s2.2p.3d"	"3P*"	"1"	1	3		"T5633c91,LS"	""	
F	6	""	""	"424.76"	""	"8.7e+06"	B	"113.4955"	"116.4136"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"0"	3	1		"T5633c91,LS"	""	
F	5	""	""	"426.19"	""	"5.4e+05"	B	"83.8049"	"86.7132"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	4	6		"T7192c91,LS"	""	
F	6	""	""	"426.28"	""	"2.20e+07"	B	"94.7725"	"97.6802"	"1s2.2s.3s"	"1S"	"0"	"1s2.2s.3p"	"1P*"	"1"	1	3		"u32"	""	
F	6	""	""	"427.32"	""	"2.13e+06"	B	"113.4955"	"116.3961"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"1"	3	3		"T5633c91,LS"	""	
F	5	""	""	"427.94"	""	"7.2e+06"	B	"83.8049"	"86.7013"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	4	4		"T7192c91,LS"	""	
F	2	"429.917"	"0.010"	"429.9165"	"200"	"1.7e+08"	D	"26.665231"	"29.548333"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	"2s2.2p3.(2D*).3p"	"1F"	"3"	5	7		"T1115CA"	"L369"	
F	6	""	""	"432.27"	""	"2.06e+06"	B	"113.4955"	"116.363"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"2"	3	5		"T5633c91,LS"	""	
F	6	""	""	"433.94"	""	"3.4e+06"	B	"113.540"	"116.3961"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3P*"	"1"	5	3		"T5633c91,LS"	""	
F	5	""	""	"435.28"	""	"7.1e+06"	B	"83.8656"	"86.7132"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	6	6		"T7192c91,LS"	""	
F	5	""	""	"437.11"	""	"7.5e+05"	B	"83.8656"	"86.7013"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	6	4		"T7192c91,LS"	""	
F	6	""	""	"439.05"	""	"5.9e+06"	B	"113.540"	"116.363"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3P*"	"2"	5	5		"T5633c91,LS"	""	
F	2	"444.653"	"0.010"	"444.6527"	"160"	"1.97e+08"	C'	"28.772187"	"31.559743"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	"2s2.2p3.(4S*).4f"	"3F"	"2"	3	5		"T1115CA"	"L369"	
F	2	""	""	"444.6689"	""	"3.67e+07"	C'	"28.772289"	"31.559743"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	"2s2.2p3.(4S*).4f"	"3F"	"2"	5	5		"T1115CA"	""	
F	2	"444.672"	"0.010"	"444.6721"	"170"	"2.09e+08"	C'	"28.772289"	"31.559723"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	"2s2.2p3.(4S*).4f"	"3F"	"3"	5	7		"T1115CA"	"L369"	
F	2	""	""	"444.7117"	""	"1.03e+06"	C'	"28.772557"	"31.559743"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	"2s2.2p3.(4S*).4f"	"3F"	"2"	7	5		"T1115CA"	""	
F	2	""	""	"444.7148"	""	"2.62e+07"	C'	"28.772557"	"31.559723"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	"2s2.2p3.(4S*).4f"	"3F"	"3"	7	7		"T1115CA"	""	
F	2	"444.719"	"0.010"	"444.7188"	"180"	"2.35e+08"	C'	"28.772557"	"31.559698"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	"2s2.2p3.(4S*).4f"	"3F"	"4"	7	9		"T1115CA"	"L369"	
F	6	""	""	"455.99"	""	"2.5e+07"	B	"114.7336"	"117.4518"	"1s2.2p.3p"	"1D"	"2"	"1s2.2p.3d"	"1F*"	"3"	5	7		"T5633c91"	""	
F	6	""	""	"456.45"	""	"1.05e+07"	B	"97.977"	"100.6928"	"1s2.2s.3p"	"3P*"	"0"	"1s2.2s.3d"	"3D"	"1"	1	3		"u32"	""	
F	6	""	""	"457.45"	""	"1.41e+07"	B	"97.9862"	"100.6958"	"1s2.2s.3p"	"3P*"	"1"	"1s2.2s.3d"	"3D"	"2"	3	5		"u32"	""	
F	6	""	""	"457.96"	""	"7.8e+06"	B	"97.9862"	"100.6928"	"1s2.2s.3p"	"3P*"	"1"	"1s2.2s.3d"	"3D"	"1"	3	3		"u32"	""	
F	6	""	""	"459.81"	""	"1.86e+07"	B	"98.005"	"100.7002"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"3"	5	7		"u32"	""	
F	6	""	""	"460.57"	""	"4.6e+06"	B	"98.005"	"100.6958"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"2"	5	5		"u32"	""	
F	6	""	""	"461.08"	""	"5.1e+05"	B	"98.005"	"100.6928"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"1"	5	3		"u32"	""	
F	6	""	""	"463.41"	""	"4.6e+07"	B	"138.363"	"141.0374"	"1s2.2p.4p"	"1P"	"1"	"1s2.2p.4d"	"1P*"	"1"	3	3		"T5633c91"	""	
F	5	""	""	"507.40"	""	"6.5e+05"	B	"104.24281"	"106.68565"	"2s.2p.(3P*).4d"	"4D*"	"1/2"	"2p2.(3P).3d"	"4P"	"1/2"	2	2		"T7192c91,LS"	""	
F	5	""	""	"507.86"	""	"6.5e+05"	B	"104.24505"	"106.68565"	"2s.2p.(3P*).4d"	"4D*"	"3/2"	"2p2.(3P).3d"	"4P"	"1/2"	4	2		"T7192c91,LS"	""	
F	5	""	""	"509.78"	""	"6.4e+04"	B	"104.24281"	"106.67424"	"2s.2p.(3P*).4d"	"4D*"	"1/2"	"2p2.(3P).3d"	"4P"	"3/2"	2	4		"T7192c91,LS"	""	
F	5	""	""	"510.25"	""	"4.1e+05"	B	"104.24505"	"106.67424"	"2s.2p.(3P*).4d"	"4D*"	"3/2"	"2p2.(3P).3d"	"4P"	"3/2"	4	4		"T7192c91,LS"	""	
F	5	""	""	"511.78"	""	"8.0e+05"	B	"104.25230"	"106.67424"	"2s.2p.(3P*).4d"	"4D*"	"5/2"	"2p2.(3P).3d"	"4P"	"3/2"	6	4		"T7192c91,LS"	""	
F	5	""	""	"515.72"	""	"2.48e+04"	B	"104.24505"	"106.64846"	"2s.2p.(3P*).4d"	"4D*"	"3/2"	"2p2.(3P).3d"	"4P"	"5/2"	4	6		"T7192c91,LS"	""	
F	5	""	""	"517.29"	""	"2.21e+05"	B	"104.25230"	"106.64846"	"2s.2p.(3P*).4d"	"4D*"	"5/2"	"2p2.(3P).3d"	"4P"	"5/2"	6	6		"T7192c91,LS"	""	
F	5	""	""	"522.95"	""	"9.5e+05"	B	"104.27827"	"106.64846"	"2s.2p.(3P*).4d"	"4D*"	"7/2"	"2p2.(3P).3d"	"4P"	"5/2"	8	6		"T7192c91,LS"	""	
F	5	""	""	"528.03"	""	"5.1e+05"	B	"106.0029"	"108.3503"	"2p2.(1D).3p"	"2D*"	"5/2"	"2p2.(1D).3d"	"2D"	"3/2"	6	4		"T7192c91,LS"	""	
F	5	""	""	"528.03"	""	"3.4e+05"	B	"106.0029"	"108.3503"	"2p2.(1D).3p"	"2D*"	"3/2"	"2p2.(1D).3d"	"2D"	"5/2"	4	6		"T7192c91,LS"	""	
F	5	""	""	"528.03"	""	"4.8e+06"	B	"106.0029"	"108.3503"	"2p2.(1D).3p"	"2D*"	"5/2"	"2p2.(1D).3d"	"2D"	"5/2"	6	6		"T7192c91,LS"	""	
F	5	""	""	"528.03"	""	"4.6e+06"	B	"106.0029"	"108.3503"	"2p2.(1D).3p"	"2D*"	"3/2"	"2p2.(1D).3d"	"2D"	"3/2"	4	4		"T7192c91,LS"	""	
F	6	""	""	"533.07"	""	"9.5e+06"	B	"115.882"	"118.2070"	"1s2.2p.3p"	"1S"	"0"	"1s2.2p.3d"	"1P*"	"1"	1	3		"T5633c91"	""	
F	6	""	""	"543.21"	""	"5.7e+06"	B	"113.4680"	"115.7498"	"1s2.2p.3p"	"3P"	"0"	"1s2.2p.3d"	"3D*"	"1"	1	3		"T5633c91,LS"	""	
F	7	""	""	"544.2"	""	"8.4e+07"	A	"174.6749"	"176.953"	"1s2.8p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"5/2"	4	6		"T7495"	""	
F	7	""	""	"544.2"	""	"6.95e+07"	A	"174.6749"	"176.953"	"1s2.8p"	"2P*"	"1/2"	"1s2.9d"	"2D"	"3/2"	2	4		"T7495"	""	
F	7	""	""	"544.2"	""	"1.40e+07"	A	"174.6749"	"176.953"	"1s2.8p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"3/2"	4	4		"T7495"	""	
F	6	""	""	"545.91"	""	"7.6e+06"	B	"113.4955"	"115.7660"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3D*"	"2"	3	5		"T5633c91,LS"	""	
F	6	""	""	"549.84"	""	"4.2e+06"	B	"113.4955"	"115.7498"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3D*"	"1"	3	3		"T5633c91,LS"	""	
F	6	""	""	"549.99"	""	"1.0e+07"	B	"113.540"	"115.7934"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"3"	5	7		"T5633c91,LS"	""	
F	6	""	""	"556.76"	""	"2.40e+06"	B	"113.540"	"115.7660"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"2"	5	5		"T5633c91,LS"	""	
F	6	""	""	"560.85"	""	"2.6e+05"	B	"113.540"	"115.7498"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"1"	5	3		"T5633c91,LS"	""	
F	5	""	""	"568.67"	""	"2.22e+06"	B	"79.2080"	"81.3877"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	2	4		"T7192c91,LS"	""	
F	8	""	""	"572.3"	""	"9.46e+06"	AA	"853.6424+r"	"855.8084"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"2"	3	5		"T5997LS"	""	
F	8	""	""	"572.3"	""	"9.46e+06"	AA	"853.6424+r"	"855.8084"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"1"	3	3		"T5997LS"	""	
F	5	""	""	"576.14"	""	"8.5e+06"	B	"79.2080"	"81.3594"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"	2	2		"T7192c91,LS"	""	
F	5	""	""	"585.63"	""	"1.01e+07"	B	"79.2712"	"81.3877"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	4	4		"T7192c91,LS"	""	
F	5	""	""	"593.55"	""	"3.9e+06"	B	"79.2712"	"81.3594"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"	4	2		"T7192c91,LS"	""	
F	7	""	""	"603.7"	""	"4.39e+07"	A	"174.7643"	"176.818"	"1s2.8d"	"2D"	"3/2"	"1s2.9p"	"2P*"	"1/2"	4	2		"T7495"	""	
F	7	""	""	"603.7"	""	"4.35e+06"	A	"174.7643"	"176.818"	"1s2.8d"	"2D"	"3/2"	"1s2.9p"	"2P*"	"3/2"	4	4		"T7495"	""	
F	7	""	""	"603.7"	""	"3.93e+07"	A	"174.7643"	"176.818"	"1s2.8d"	"2D"	"5/2"	"1s2.9p"	"2P*"	"3/2"	6	4		"T7495"	""	
F	1	"604.754"	"0.003"	"604.753+"	"900"	"2.36e+05"	C	"12.696690"	"14.746284"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	6	4		"T7043"	"L7481"	
F	1	"614.976"	"0.003"	"614.974+"	"800"	"1.90e+05"	C	"12.730752"	"14.746284"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"621.087"	"0.003"	"621.084+"	"400"	"9.2e+04"	C	"12.750582"	"14.746284"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	2	4		"T7043"	"L7481"	
F	1	"623.9651"	"0.0002"	"623.965+"	"13000"	"2.90e+07"	C+	"12.696690"	"14.683178"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	6	4		"T7043"	"L7481"	
F	1	"634.8508"	"0.0002"	"634.851+"	"10000"	"2.32e+07"	C+	"12.730752"	"14.683178"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"641.3651"	"0.0002"	"641.365+"	"8000"	"1.36e+07"	C+	"12.750582"	"14.683178"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	2	4		"T7043"	"L7481"	
F	1	"646.350"	"0.003"	"646.350+"	"700"	"3.97e+04"	C	"12.696690"	"14.614380"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	6	4		"T7043"	"L7481"	
F	1	"656.9694"	"0.0002"	"656.969+"	"450"	"3.86e+05"	C+	"12.696690"	"14.583383"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	6	6		"T7043"	"L7481"	
F	1	"658.0389"	"0.0002"	"658.039+"	"300"	"2.51e+05"	C+	"12.730752"	"14.614380"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"665.0405"	"0.0002"	"665.040+"	"400"	"3.49e+05"	C+	"12.750582"	"14.614380"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	2	4		"T7043"	"L7481"	
F	1	"669.0481"	"0.0002"	"669.048+"	"1800"	"1.46e+06"	C	"12.730752"	"14.583383"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	4	6		"T7043"	"L7481"	
F	1	"670.8282"	"0.0002"	"670.827+"	"400"	"1.09e+06"	C+	"12.696690"	"14.544408"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	6	4		"T7043"	"L7481"	
F	1	"677.3984"	"0.0002"	"677.398+"	"7000"	"9.6e+06"	C+	"12.696690"	"14.526486"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	6	6		"T7043"	"L7481"	
F	1	"679.5528"	"0.0002"	"679.552+"	"1500"	"5.89e+06"	C+	"12.730752"	"14.554747"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	4	2		"T7043"	"L7481"	
F	7	""	""	"683.3"	""	"1.04e+07"	A	"176.818"	"178.631"	"1s2.9p"	"2P*"	"3/2"	"1s2.10d"	"2D"	"3/2"	4	4		"T7495"	""	
F	7	""	""	"683.3"	""	"6.21e+07"	A	"176.818"	"178.631"	"1s2.9p"	"2P*"	"3/2"	"1s2.10d"	"2D"	"5/2"	4	6		"T7495"	""	
F	7	""	""	"683.3"	""	"5.15e+07"	A	"176.818"	"178.631"	"1s2.9p"	"2P*"	"1/2"	"1s2.10d"	"2D"	"3/2"	2	4		"T7495"	""	
F	1	"683.4264"	"0.0002"	"683.426+"	"9000"	"2.18e+07"	C+	"12.730752"	"14.544408"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"685.6030"	"0.0002"	"685.603+"	"50000"	"4.87e+07"	C+	"12.696690"	"14.504588"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	6	8		"T7043"	"L7481"	
F	1	"687.0215"	"0.0002"	"687.022+"	"8000"	"4.01e+07"	C+	"12.750582"	"14.554747"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	2	2		"T7043"	"L7481"	
F	1	"690.2475"	"0.0002"	"690.247+"	"15000"	"3.51e+07"	C+	"12.730752"	"14.526486"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	4	6		"T7043"	"L7481"	
F	1	"690.9816"	"0.0002"	"690.981+"	"6000"	"2.07e+07"	C+	"12.750582"	"14.544408"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	2	4		"T7043"	"L7481"	
F	1	"696.6349"	"0.0002"	"696.635+"	"4000"	"6.6e+06"	C	"12.984995"	"14.764264"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"2P*"	"1/2"	4	2		"T7043"	"L7481"	
F	1	"703.7469"	"0.0002"	"703.746+"	"45000"	"4.23e+07"	C	"12.984995"	"14.746284"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"712.7890"	"0.0002"	"712.789+"	"30000"	"5.03e+07"	C+	"13.025319"	"14.764264"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"2P*"	"1/2"	2	2		"T7043"	"L7481"	
F	5	""	""	"713.8"	""	"2.19e+07"	B	"103.3410"	"105.0774"	"2s.2p.(3P*).4p"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2F*"	"5/2"	4	6		"T7192c91,LS"	""	
F	5	""	""	"719.4"	""	"2.29e+07"	B	"103.3929"	"105.1159"	"2s.2p.(3P*).4p"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2F*"	"7/2"	6	8		"T7192c91,LS"	""	
F	1	"720.2360"	"0.0002"	"720.236+"	"15000"	"1.49e+07"	C+	"13.025319"	"14.746284"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	2	4		"T7043"	"L7481"	
F	6	""	""	"723.4"	""	"1.86e+07"	B	"137.9121"	"139.6254"	"1s2.2p.4s"	"1P*"	"1"	"1s2.2p.4p"	"1D"	"2"	3	5		"T5633c91"	""	
F	1	"729.898"	"0.003"	"729.898+"	"1500"	"2.74e+05"	C	"12.984995"	"14.683178"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"730.9033"	"0.0002"	"730.9032+"	"1000"	"5.23e+07"	C+	"15.3641547"	"17.0600023"	"2s2.2p4.(1D).3s"	"2D"	"5/2"	"2s2.2p4.(1D).3p"	"2F*"	"7/2"	6	8		"T5121n"	"L7481"	
F	1	"731.1019"	"0.0002"	"731.102+"	"15000"	"4.50e+07"	C+	"12.984995"	"14.680382"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	"2s2.2p4.(3P).3p"	"2S*"	"1/2"	4	2		"T7043"	"L7481"	
F	1	"731.4303"	"0.0002"	"731.4303+"	"700"	"5.27e+07"	C+	"15.3642647"	"17.0588903"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(1D).3p"	"2F*"	"5/2"	4	6		"T5121n"	"L7481"	
F	1	"733.1957"	"0.0002"	"733.196+"	"5000"	"2.42e+07"	C	"12.696690"	"14.387235"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	6	4		"T7043"	"L7481"	
F	5	""	""	"735.8"	""	"1.43e+06"	B	"103.3929"	"105.0774"	"2s.2p.(3P*).4p"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2F*"	"5/2"	6	6		"T7192c91,LS"	""	
F	1	"739.8688"	"0.0002"	"739.868+"	"10000"	"3.53e+07"	C	"12.696690"	"14.371989"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	6	6		"T7043"	"L7481"	
F	1	"742.5645"	"0.0002"	"742.564+"	"4000"	"3.93e+07"	C	"12.730752"	"14.399969"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	4	2		"T7043"	"L7481"	
F	1	"747.654"	"0.003"	"747.651+"	"700"	"5.15e+05"	C	"13.025319"	"14.683178"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	2	4		"T7043"	"L7481"	
F	1	"748.2723"	"0.0002"	"748.272+"	"2200"	"6.49e+06"	C+	"12.730752"	"14.387235"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	4	4		"T7043"	"L7481"	
F	1	"748.9155"	"0.0002"	"748.914+"	"2500"	"5.48e+06"	C+	"13.025319"	"14.680382"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"2S*"	"1/2"	2	2		"T7043"	"L7481"	
F	8	""	""	"750.5"	""	"4.11e+06"	AA	"855.8964"	"857.5479"	"1s.3s"	"1S"	"0"	"1s.3p"	"1P*"	"1"	1	3		"T5997"	""	
F	1	"751.4919"	"0.0002"	"751.492+"	"900"	"6.54e+06"	C	"12.750582"	"14.399969"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	2	2		"T7043"	"L7481"	
F	1	"755.2235"	"0.0002"	"755.223+"	"5000"	"8.9e+06"	C+	"12.730752"	"14.371989"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	4	6		"T7043"	"L7481"	
F	1	"757.3384"	"0.0002"	"757.339+"	"5000"	"1.32e+07"	C	"12.750582"	"14.387235"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	2	4		"T7043"	"L7481"	
