##NAMES=Albite
##RRUFFID=X050007
##IDEAL CHEMISTRY=NaAlSi_3_O_8_
##LOCALITY=New Melones Dam, Calaveras County, California
##OWNER=George R. Rossman
##SOURCE=George R. Rossman
##DESCRIPTION=
##STATUS=The identification of this mineral has been determined only by Raman spectroscopy
##URL=rruff.info/X050007
206.000, 0.000
207.000, 47.620
208.000, 85.775
209.000, 105.826
210.000, 124.997
211.000, 102.408
212.000, 79.492
213.000, 58.498
214.000, 36.605
215.000, 17.205
216.000, 12.050
217.000, 5.238
218.000, 5.736
219.000, 7.249
220.000, 8.356
221.000, 8.624
222.000, 7.054
223.000, 6.789
224.000, 5.324
225.000, 4.367
226.000, 2.778
227.000, 1.341
228.000, 0.441
229.000, 0.448
230.000, 1.739
231.000, 3.018
232.000, 3.199
233.000, 2.760
234.000, 2.188
235.000, 1.312
236.000, 0.423
237.000, 0.479
238.000, 1.390
239.000, 3.224
240.000, 5.840
241.000, 9.062
242.000, 15.076
243.000, 21.096
244.000, 31.603
245.000, 43.149
246.000, 58.718
247.000, 79.183
248.000, 100.537
249.000, 130.776
250.000, 161.022
251.000, 175.806
252.000, 184.869
253.000, 181.186
254.000, 155.894
255.000, 130.574
256.000, 103.553
257.000, 76.527
258.000, 60.929
259.000, 51.294
260.000, 44.490
261.000, 44.249
262.000, 44.041
263.000, 52.317
264.000, 61.072
265.000, 73.882
266.000, 89.446
267.000, 104.693
268.000, 118.971
269.000, 133.234
270.000, 133.422
271.000, 131.910
272.000, 125.282
273.000, 114.380
274.000, 104.199
275.000, 96.765
276.000, 89.328
277.000, 90.545
278.000, 93.299
279.000, 101.663
280.000, 115.557
281.000, 132.324
282.000, 164.186
283.000, 196.058
284.000, 253.375
285.000, 316.443
286.000, 396.189
287.000, 494.417
288.000, 590.327
289.000, 671.422
290.000, 752.557
291.000, 747.473
292.000, 720.000
293.000, 656.399
294.000, 549.671
295.000, 445.476
296.000, 360.458
297.000, 275.427
298.000, 221.177
299.000, 175.441
300.000, 140.010
301.000, 117.334
302.000, 96.039
303.000, 85.366
304.000, 74.693
305.000, 68.710
306.000, 64.034
307.000, 60.519
308.000, 58.417
309.000, 56.263
310.000, 53.731
311.000, 51.198
312.000, 47.985
313.000, 44.594
314.000, 42.379
315.000, 39.851
316.000, 37.459
317.000, 36.437
318.000, 35.303
319.000, 36.849
320.000, 38.920
321.000, 43.837
322.000, 51.733
323.000, 61.041
324.000, 78.139
325.000, 95.105
326.000, 121.465
327.000, 149.458
328.000, 167.856
329.000, 177.628
330.000, 180.390
331.000, 156.455
332.000, 132.496
333.000, 106.978
334.000, 81.245
335.000, 62.637
336.000, 49.354
337.000, 37.801
338.000, 31.306
339.000, 24.733
340.000, 21.004
341.000, 17.492
342.000, 15.390
343.000, 14.161
344.000, 13.140
345.000, 12.472
346.000, 11.837
347.000, 12.523
348.000, 13.240
349.000, 12.783
350.000, 11.845
351.000, 10.599
352.000, 8.875
353.000, 7.242
354.000, 6.040
355.000, 4.838
356.000, 3.971
357.000, 3.201
358.000, 2.430
359.000, 1.657
360.000, 0.957
361.000, 0.618
362.000, 0.278
363.000, 0.063
364.000, 0.405
365.000, 0.748
366.000, 1.091
367.000, 1.320
368.000, 1.233
369.000, 1.147
370.000, 1.061
371.000, 0.975
372.000, 1.180
373.000, 1.532
374.000, 1.723
375.000, 1.642
376.000, 1.562
377.000, 1.483
378.000, 1.406
379.000, 1.329
380.000, 1.252
381.000, 0.963
382.000, 0.452
383.000, 0.058
384.000, 0.568
385.000, 1.077
386.000, 1.189
387.000, 1.261
388.000, 2.412
389.000, 4.230
390.000, 5.759
391.000, 6.702
392.000, 7.760
393.000, 11.325
394.000, 14.890
395.000, 19.449
396.000, 24.326
397.000, 29.203
398.000, 34.081
399.000, 38.376
400.000, 40.186
401.000, 41.996
402.000, 44.999
403.000, 48.124
404.000, 58.677
405.000, 73.651
406.000, 88.471
407.000, 103.006
408.000, 115.875
409.000, 106.268
410.000, 96.662
411.000, 83.224
412.000, 68.781
413.000, 62.272
414.000, 63.208
415.000, 64.355
416.000, 66.171
417.000, 67.987
418.000, 58.317
419.000, 48.255
420.000, 37.576
421.000, 26.625
422.000, 18.462
423.000, 14.102
424.000, 10.141
425.000, 8.414
426.000, 6.682
427.000, 5.336
428.000, 4.037
429.000, 3.279
430.000, 2.857
431.000, 2.588
432.000, 2.604
433.000, 2.621
434.000, 2.637
435.000, 2.654
436.000, 3.033
437.000, 3.494
438.000, 3.710
439.000, 3.732
440.000, 3.755
441.000, 3.780
442.000, 3.821
443.000, 4.292
444.000, 4.764
445.000, 5.582
446.000, 6.503
447.000, 7.199
448.000, 7.686
449.000, 8.516
450.000, 10.324
451.000, 12.129
452.000, 14.373
453.000, 16.615
454.000, 19.534
455.000, 22.701
456.000, 25.220
457.000, 27.060
458.000, 28.359
459.000, 27.966
460.000, 27.554
461.000, 28.874
462.000, 30.206
463.000, 32.521
464.000, 35.181
465.000, 39.367
466.000, 45.137
467.000, 51.987
468.000, 62.210
469.000, 72.432
470.000, 91.532
471.000, 110.656
472.000, 143.842
473.000, 181.683
474.000, 235.798
475.000, 305.740
476.000, 379.580
477.000, 464.280
478.000, 547.443
479.000, 562.138
480.000, 576.827
481.000, 522.030
482.000, 447.862
483.000, 373.420
484.000, 298.752
485.000, 233.606
486.000, 190.237
487.000, 148.483
488.000, 129.240
489.000, 110.024
490.000, 100.506
491.000, 92.966
492.000, 90.224
493.000, 90.733
494.000, 93.996
495.000, 102.114
496.000, 111.865
497.000, 132.535
498.000, 153.208
499.000, 191.616
500.000, 232.040
501.000, 299.163
502.000, 379.546
503.000, 482.824
504.000, 615.364
505.000, 743.047
506.000, 852.682
507.000, 962.316
508.000, 929.059
509.000, 893.624
510.000, 782.016
511.000, 646.356
512.000, 523.867
513.000, 412.825
514.000, 317.215
515.000, 255.629
516.000, 196.592
517.000, 163.331
518.000, 130.069
519.000, 110.523
520.000, 93.026
521.000, 79.916
522.000, 69.167
523.000, 59.782
524.000, 52.189
525.000, 45.175
526.000, 40.284
527.000, 35.392
528.000, 32.301
529.000, 29.213
530.000, 26.124
531.000, 23.034
532.000, 20.717
533.000, 18.983
534.000, 17.088
535.000, 14.897
536.000, 12.832
537.000, 11.538
538.000, 10.242
539.000, 9.369
540.000, 8.526
541.000, 7.355
542.000, 6.060
543.000, 5.236
544.000, 4.851
545.000, 4.328
546.000, 3.495
547.000, 2.710
548.000, 2.331
549.000, 1.954
550.000, 1.577
551.000, 1.202
552.000, 0.827
553.000, 0.453
554.000, 0.078
555.000, 0.295
556.000, 0.533
557.000, 0.452
558.000, 0.371
559.000, 0.290
560.000, 0.209
561.000, 0.537
562.000, 0.910
563.000, 0.953
564.000, 0.848
565.000, 0.757
566.000, 0.672
567.000, 0.439
568.000, 0.119
569.000, 0.694
570.000, 1.295
571.000, 1.869
572.000, 3.687
573.000, 5.618
574.000, 7.898
575.000, 10.309
576.000, 12.964
577.000, 15.827
578.000, 18.047
579.000, 19.078
580.000, 19.661
581.000, 17.947
582.000, 16.231
583.000, 13.175
584.000, 10.103
585.000, 7.779
586.000, 5.616
587.000, 3.991
588.000, 2.724
589.000, 1.650
590.000, 0.848
591.000, 0.170
592.000, 0.153
593.000, 0.451
594.000, 0.319
595.000, 0.189
596.000, 0.464
597.000, 0.796
598.000, 0.808
599.000, 0.684
600.000, 0.563
601.000, 0.456
602.000, 0.360
603.000, 0.264
604.000, 0.169
605.000, 0.075
606.000, 0.019
607.000, 0.110
608.000, 0.199
609.000, 0.287
610.000, 0.376
611.000, 0.464
612.000, 0.552
613.000, 0.640
614.000, 0.728
615.000, 0.816
616.000, 0.903
617.000, 1.057
618.000, 1.606
619.000, 2.154
620.000, 2.703
621.000, 3.252
622.000, 4.174
623.000, 5.185
624.000, 6.198
625.000, 7.214
626.000, 8.672
627.000, 10.609
628.000, 12.692
629.000, 15.091
630.000, 17.562
631.000, 20.425
632.000, 23.288
633.000, 23.381
634.000, 23.466
635.000, 22.386
636.000, 21.080
637.000, 19.774
638.000, 18.467
639.000, 17.888
640.000, 17.972
641.000, 18.397
642.000, 19.408
643.000, 20.519
644.000, 21.995
645.000, 23.388
646.000, 23.471
647.000, 23.554
648.000, 22.371
649.000, 21.059
650.000, 18.690
651.000, 15.980
652.000, 13.553
653.000, 11.308
654.000, 9.489
655.000, 8.173
656.000, 6.857
657.000, 5.540
658.000, 4.375
659.000, 3.990
660.000, 3.596
661.000, 2.743
662.000, 1.889
663.000, 1.837
664.000, 1.891
665.000, 1.948
666.000, 2.008
667.000, 2.071
668.000, 2.137
669.000, 1.770
670.000, 0.868
671.000, 0.397
672.000, 0.899
673.000, 1.246
674.000, 0.820
675.000, 0.405
676.000, 0.012
677.000, 0.380
678.000, 0.067
679.000, 0.609
680.000, 0.438
681.000, 0.042
682.000, 0.059
683.000, 0.013
684.000, 0.085
685.000, 0.156
686.000, 0.226
687.000, 0.295
688.000, 0.364
689.000, 0.432
690.000, 0.451
691.000, 0.048
692.000, 0.355
693.000, 0.159
694.000, 0.694
695.000, 0.828
696.000, 0.892
697.000, 0.614
698.000, 0.206
699.000, 0.074
700.000, 0.113
701.000, 0.135
702.000, 0.163
703.000, 0.197
704.000, 0.213
705.000, 0.210
706.000, 0.205
707.000, 0.258
708.000, 0.735
709.000, 1.218
710.000, 1.236
711.000, 1.255
712.000, 1.279
713.000, 1.308
714.000, 1.699
715.000, 2.209
716.000, 2.721
717.000, 3.236
718.000, 3.502
719.000, 3.547
720.000, 3.791
721.000, 4.312
722.000, 4.545
723.000, 4.119
724.000, 3.693
725.000, 3.267
726.000, 2.881
727.000, 2.929
728.000, 2.976
729.000, 2.561
730.000, 2.133
731.000, 1.705
732.000, 1.276
733.000, 1.569
734.000, 2.089
735.000, 2.298
736.000, 2.342
737.000, 2.386
738.000, 2.429
739.000, 2.686
740.000, 3.205
741.000, 3.558
742.000, 3.600
743.000, 3.641
744.000, 3.683
745.000, 3.795
746.000, 4.316
747.000, 4.860
748.000, 5.857
749.000, 6.853
750.000, 7.849
751.000, 8.845
752.000, 10.248
753.000, 11.721
754.000, 13.919
755.000, 16.346
756.000, 20.364
757.000, 25.180
758.000, 31.368
759.000, 38.578
760.000, 46.018
761.000, 53.706
762.000, 59.337
763.000, 61.765
764.000, 61.880
765.000, 56.653
766.000, 51.033
767.000, 43.904
768.000, 37.138
769.000, 32.880
770.000, 28.693
771.000, 26.329
772.000, 23.961
773.000, 23.889
774.000, 23.940
775.000, 22.734
776.000, 21.343
777.000, 19.949
778.000, 18.543
779.000, 16.443
780.000, 14.076
781.000, 12.318
782.000, 10.908
783.000, 10.017
784.000, 9.541
785.000, 9.039
786.000, 8.563
787.000, 8.106
788.000, 7.642
789.000, 7.162
790.000, 6.674
791.000, 6.307
792.000, 6.307
793.000, 6.379
