##NAMES=Spodumene
##RRUFFID=X050152
##IDEAL CHEMISTRY=LiAlSi_2_O_6_
##LOCALITY=unknown
##OWNER=Caltech
##SOURCE=G.R. Rossman
##DESCRIPTION=Variety kunzite
##STATUS=The identification of this mineral has been determined only by Raman spectroscopy
##URL=rruff.info/X050152
206.000, 0.000
207.000, 1.679
208.000, 3.360
209.000, 4.260
210.000, 3.868
211.000, 3.806
212.000, 6.514
213.000, 9.397
214.000, 8.620
215.000, 7.461
216.000, 4.176
217.000, 0.836
218.000, 0.364
219.000, 1.321
220.000, 0.360
221.000, 4.613
222.000, 11.608
223.000, 27.374
224.000, 42.568
225.000, 74.416
226.000, 111.690
227.000, 142.982
228.000, 164.734
229.000, 185.657
230.000, 154.243
231.000, 122.869
232.000, 90.788
233.000, 57.917
234.000, 30.082
235.000, 16.068
236.000, 3.089
237.000, 0.854
238.000, 3.923
239.000, 2.900
240.000, 1.610
241.000, 8.282
242.000, 24.786
243.000, 41.422
244.000, 88.190
245.000, 142.028
246.000, 220.886
247.000, 330.119
248.000, 434.346
249.000, 487.062
250.000, 539.905
251.000, 517.394
252.000, 467.062
253.000, 416.602
254.000, 365.326
255.000, 314.755
256.000, 283.782
257.000, 252.973
258.000, 229.880
259.000, 211.264
260.000, 191.496
261.000, 169.096
262.000, 145.373
263.000, 120.668
264.000, 95.975
265.000, 75.080
266.000, 56.767
267.000, 39.897
268.000, 27.520
269.000, 15.150
270.000, 9.273
271.000, 4.193
272.000, 0.497
273.000, 2.062
274.000, 4.148
275.000, 4.022
276.000, 4.078
277.000, 1.423
278.000, 1.648
279.000, 5.989
280.000, 11.580
281.000, 17.762
282.000, 27.171
283.000, 36.622
284.000, 52.783
285.000, 70.526
286.000, 94.232
287.000, 124.473
288.000, 157.758
289.000, 210.141
290.000, 261.439
291.000, 335.561
292.000, 415.589
293.000, 496.596
294.000, 578.157
295.000, 651.684
296.000, 665.666
297.000, 679.916
298.000, 634.546
299.000, 573.592
300.000, 500.787
301.000, 413.096
302.000, 325.363
303.000, 253.623
304.000, 181.735
305.000, 134.623
306.000, 94.449
307.000, 63.971
308.000, 45.288
309.000, 27.751
310.000, 18.138
311.000, 8.519
312.000, 2.916
313.000, 1.715
314.000, 4.149
315.000, 4.115
316.000, 3.658
317.000, 0.959
318.000, 5.435
319.000, 16.482
320.000, 28.978
321.000, 47.098
322.000, 71.077
323.000, 96.787
324.000, 133.502
325.000, 170.086
326.000, 214.242
327.000, 258.131
328.000, 289.902
329.000, 309.593
330.000, 315.762
331.000, 275.295
332.000, 234.978
333.000, 180.713
334.000, 125.106
335.000, 82.705
336.000, 50.119
337.000, 22.349
338.000, 8.431
339.000, 5.430
340.000, 5.545
341.000, 4.886
342.000, 2.802
343.000, 14.805
344.000, 33.470
345.000, 66.312
346.000, 99.775
347.000, 176.452
348.000, 253.343
349.000, 397.167
350.000, 570.147
351.000, 804.820
352.000, 1136.322
353.000, 1464.398
354.000, 1752.917
355.000, 2039.466
356.000, 1977.515
357.000, 1815.426
358.000, 1560.179
359.000, 1198.286
360.000, 861.843
361.000, 650.096
362.000, 435.481
363.000, 324.787
364.000, 230.388
365.000, 163.737
366.000, 118.548
367.000, 79.380
368.000, 56.896
369.000, 34.458
370.000, 21.705
371.000, 9.418
372.000, 2.181
373.000, 2.508
374.000, 5.504
375.000, 5.680
376.000, 5.498
377.000, 1.328
378.000, 8.236
379.000, 22.034
380.000, 37.764
381.000, 56.280
382.000, 77.697
383.000, 98.520
384.000, 116.914
385.000, 135.315
386.000, 168.392
387.000, 202.957
388.000, 262.387
389.000, 335.734
390.000, 418.155
391.000, 521.858
392.000, 623.563
393.000, 686.027
394.000, 747.561
395.000, 709.594
396.000, 639.790
397.000, 545.375
398.000, 423.543
399.000, 309.305
400.000, 227.335
401.000, 145.375
402.000, 102.001
403.000, 62.544
404.000, 37.103
405.000, 20.056
406.000, 6.782
407.000, 0.487
408.000, 5.098
409.000, 2.682
410.000, 0.379
411.000, 12.544
412.000, 28.740
413.000, 50.551
414.000, 75.462
415.000, 99.098
416.000, 119.707
417.000, 140.285
418.000, 132.336
419.000, 123.384
420.000, 102.476
421.000, 76.278
422.000, 53.207
423.000, 34.412
424.000, 14.867
425.000, 6.435
426.000, 1.002
427.000, 2.635
428.000, 3.687
429.000, 0.278
430.000, 5.971
431.000, 13.756
432.000, 24.415
433.000, 35.891
434.000, 56.269
435.000, 76.658
436.000, 105.401
437.000, 136.004
438.000, 172.046
439.000, 212.441
440.000, 249.848
441.000, 279.882
442.000, 307.987
443.000, 305.065
444.000, 301.778
445.000, 277.694
446.000, 247.358
447.000, 214.570
448.000, 179.489
449.000, 146.419
450.000, 119.081
451.000, 91.801
452.000, 74.290
453.000, 56.863
454.000, 44.523
455.000, 34.036
456.000, 25.753
457.000, 19.430
458.000, 13.677
459.000, 9.967
460.000, 6.332
461.000, 4.490
462.000, 2.699
463.000, 1.278
464.000, 0.167
465.000, 0.830
466.000, 0.652
467.000, 0.524
468.000, 0.447
469.000, 0.426
